1000 1250
1 623 24
1 149 56
1 464 53
2 462 25
2 272 17
2 394 98
3 871 22
3 553 98
4 639 79
4 938 57
5 184 94
5 106 73
6 520 29
6 807 60
7 596 15
7 954 14
7 767 59
7 338 60
8 225 72
8 375 53
8 573 28
9 604 69
9 708 81
9 659 74
9 121 13
10 977 32
10 40 80
10 626 25
11 871 62
11 984 41
12 27 64
12 888 83
13 867 38
13 625 6
13 639 23
13 986 58
14 439 79
14 603 20
14 358 7
15 727 62
15 155 48
16 497 19
16 521 30
16 364 1
16 825 98
16 212 18
17 277 70
17 462 83
18 355 73
18 523 60
19 999 71
19 776 86
20 118 36
21 619 41
21 624 49
21 443 3
22 444 96
23 608 42
23 250 75
23 911 31
23 398 42
24 216 62
24 910 47
24 288 77
24 566 3
25 662 84
25 853 82
25 54 46
26 635 36
26 285 90
26 60 93
26 128 2
26 120 47
27 581 27
28 430 48
28 300 49
28 105 96
29 889 86
30 905 1
31 506 8
31 67 63
32 412 1
33 823 30
33 591 25
33 468 22
34 263 67
34 412 54
34 235 18
35 378 73
35 711 91
35 242 81
35 520 65
36 482 92
36 245 89
36 352 42
37 918 23
37 490 15
37 637 58
37 653 60
38 503 73
38 297 26
39 143 89
39 45 6
39 142 61
40 392 28
40 596 99
41 717 39
41 953 26
41 977 55
42 200 81
42 144 95
42 951 8
43 897 54
44 225 20
44 763 41
45 702 94
46 55 28
46 422 93
46 898 2
47 312 22
47 139 87
48 522 43
48 238 97
48 535 18
49 791 2
49 452 15
49 745 34
50 521 63
50 248 81
51 822 83
51 218 92
51 396 48
51 701 39
52 562 88
52 612 39
53 733 23
53 657 41
53 647 48
54 197 11
54 571 16
54 560 16
55 512 85
56 508 55
56 621 1
56 364 11
57 967 50
57 877 59
57 353 18
58 730 97
58 712 55
58 523 78
59 329 40
59 942 70
60 321 20
60 202 89
60 450 6
60 771 34
60 350 52
61 975 84
61 936 48
62 457 50
62 889 78
63 970 18
63 957 18
63 557 37
64 620 20
65 900 80
66 293 98
66 949 69
67 597 45
67 785 88
67 648 97
67 905 81
67 965 78
68 470 77
68 559 60
68 406 97
68 136 50
69 391 49
69 838 32
69 110 75
69 203 37
69 315 45
70 249 64
70 215 86
71 829 56
72 138 60
72 215 82
72 900 17
72 696 90
73 526 21
73 581 40
73 540 20
73 601 59
73 704 43
73 345 93
74 699 93
74 807 95
74 833 44
75 325 27
75 897 86
76 622 44
76 781 33
76 990 49
76 999 79
77 654 36
77 864 100
78 79 82
79 779 29
79 700 50
79 671 19
80 112 55
80 157 100
80 385 31
81 424 94
82 435 42
82 120 98
82 344 96
82 808 45
82 415 59
83 773 73
83 604 28
83 553 48
84 922 25
84 858 57
85 186 80
85 666 92
86 134 3
87 896 20
87 202 59
88 334 96
89 226 37
89 172 70
89 163 87
89 936 33
89 709 80
89 618 39
89 486 54
89 627 91
90 755 93
90 300 88
91 379 37
91 276 64
92 502 8
93 797 97
93 419 27
93 941 89
93 156 52
93 735 53
93 124 73
94 377 37
95 528 79
95 743 15
96 986 78
96 677 27
97 809 32
97 190 44
97 489 9
98 893 31
98 647 99
98 596 90
99 118 53
100 261 85
100 708 48
101 243 60
102 389 6
102 734 76
102 626 54
102 653 66
102 197 39
103 499 59
103 618 23
104 322 25
105 701 4
105 951 98
106 346 85
106 890 57
106 233 1
106 134 56
107 688 47
107 876 71
107 119 66
108 656 6
109 829 56
109 288 76
109 898 82
110 328 38
111 453 29
111 217 86
111 776 80
111 709 31
113 141 62
114 816 3
115 605 74
115 989 63
115 783 17
116 126 55
116 805 48
116 199 63
116 964 42
117 487 91
117 798 68
117 966 45
118 258 20
119 575 40
119 524 99
119 956 19
121 692 84
122 311 58
122 648 72
122 968 1
123 978 34
123 377 94
124 472 95
124 259 55
124 540 14
125 137 41
125 428 31
126 500 37
127 715 64
127 197 83
128 604 7
