100 300
1 54 21
1 42 80
1 67 36
2 67 10
2 14 1
2 18 91
2 47 18
2 71 89
2 91 14
2 94 48
3 30 64
3 82 17
3 54 66
3 14 30
3 21 94
4 86 17
4 81 44
4 45 34
4 48 80
4 65 65
5 12 76
5 25 64
5 22 61
5 45 74
6 20 70
6 64 25
6 34 83
6 22 18
7 22 5
7 74 87
7 12 41
7 29 96
7 25 45
7 91 35
8 55 33
8 85 8
8 97 13
8 79 95
8 84 26
8 88 30
9 49 79
9 86 62
9 36 78
9 28 64
10 43 99
10 37 55
10 44 43
10 48 31
10 23 90
10 12 38
11 53 80
11 82 22
11 28 51
11 99 10
11 68 61
12 69 76
12 62 27
12 25 60
12 67 10
12 38 26
13 57 49
13 23 92
13 100 15
13 26 90
13 42 51
13 39 63
14 47 97
14 44 36
14 78 73
14 53 18
14 88 29
15 21 53
15 55 10
15 43 73
15 27 65
15 87 100
16 40 14
16 32 4
16 41 51
16 95 34
16 98 23
16 85 73
16 45 67
16 64 15
17 37 20
17 84 16
17 54 66
17 33 59
17 21 76
17 41 2
17 76 57
17 83 89
17 77 15
18 24 3
18 46 43
18 39 55
18 63 48
18 80 1
19 89 84
19 35 13
19 23 10
19 92 69
19 32 73
19 91 33
19 97 62
19 100 57
19 48 34
19 70 10
19 99 77
20 91 27
20 83 62
20 54 65
20 64 50
21 38 19
21 39 75
21 41 95
21 85 70
21 96 6
22 46 63
22 58 96
22 27 58
23 34 41
23 76 11
23 61 80
23 90 85
23 63 59
24 42 45
24 96 56
24 80 7
24 93 16
25 98 11
25 87 26
25 99 52
25 42 85
26 100 25
26 70 49
26 31 71
26 86 99
27 74 74
27 89 60
28 99 31
28 48 7
28 94 45
28 43 6
29 71 75
29 98 20
29 88 49
29 83 84
30 45 48
30 96 76
30 58 27
30 76 62
30 97 59
30 73 86
31 51 34
31 77 100
31 39 41
31 58 60
32 54 87
33 98 64
33 55 37
34 82 67
34 99 81
34 65 83
35 57 8
36 100 97
36 65 100
36 70 95
37 64 89
37 56 77
37 75 50
37 58 80
37 41 27
37 38 87
38 41 85
39 88 44
40 72 32
40 78 78
41 95 58
41 70 97
41 87 46
41 45 76
41 68 68
41 50 90
42 85 95
42 59 72
43 75 39
43 56 6
44 75 83
44 55 27
44 56 59
45 67 30
45 89 84
45 97 75
46 84 51
46 78 68
46 65 13
46 93 89
46 62 41
47 54 46
47 86 64
48 92 27
48 51 58
48 57 21
48 80 5
48 52 15
48 55 27
48 76 35
48 94 3
49 52 29
49 82 44
50 92 28
50 59 80
51 85 100
51 92 39
51 78 66
52 66 7
52 82 30
53 57 96
53 61 4
53 84 3
54 79 21
54 65 10
54 60 21
54 57 61
54 92 65
54 62 62
55 100 27
55 95 22
56 61 22
57 72 89
57 96 2
57 61 83
57 86 60
57 63 73
57 93 40
57 80 28
58 90 2
58 75 87
58 74 38
58 77 51
58 65 50
59 97 100
59 87 46
60 90 45
60 75 9
60 62 66
61 66 77
61 75 80
61 99 19
62 71 68
62 90 31
63 71 89
63 97 16
64 95 36
64 65 83
65 87 88
65 68 13
65 95 98
65 89 44
66 83 73
66 82 90
67 98 45
67 73 19
68 92 43
68 85 67
69 91 62
69 100 38
69 92 33
69 79 50
70 94 5
70 98 15
71 72 71
72 94 53
73 85 35
74 84 15
75 95 22
75 90 61
76 98 35
76 78 99
77 78 42
77 100 48
79 93 42
79 88 93
80 81 27
80 94 70
80 90 9
81 94 17
81 93 77
82 88 8
82 98 67
84 85 23
85 93 39
85 86 27
86 97 52
88 100 99
89 94 37
92 97 22
94 100 53
94 98 51
