1000 1100
1 906 20
2 94 93
2 308 20
2 271 37
3 899 14
3 718 84
3 814 62
4 593 10
5 478 27
6 160 56
7 293 37
7 49 85
7 468 18
8 83 31
8 199 32
8 891 30
8 895 24
8 601 20
9 781 42
9 814 81
10 77 41
10 642 59
10 37 96
11 784 40
11 618 99
11 986 16
12 777 20
12 450 54
12 851 72
13 941 58
14 764 1
15 956 52
15 527 66
15 377 1
16 449 48
16 590 59
17 127 45
17 391 26
17 424 46
18 377 80
18 557 97
18 409 49
19 781 50
20 659 5
21 698 49
21 238 28
21 426 7
21 526 86
22 463 34
23 193 37
23 506 48
24 814 54
25 117 13
25 102 73
26 361 81
26 609 3
27 66 95
28 650 7
28 596 97
29 679 16
30 376 25
30 722 93
31 796 80
31 211 38
31 202 41
32 860 12
33 547 15
33 658 70
34 213 52
34 689 61
34 749 9
35 111 71
35 212 49
35 689 24
36 738 58
37 619 92
38 416 96
39 826 36
39 599 22
40 655 77
40 314 14
41 155 3
41 506 96
42 764 8
43 533 14
43 705 2
44 992 93
45 878 57
45 454 57
46 94 88
47 824 24
48 847 21
48 75 89
49 577 33
49 482 26
49 767 20
50 331 45
51 391 28
52 840 48
52 725 15
53 589 32
53 678 24
53 449 60
54 328 31
54 971 82
55 71 86
56 911 45
57 532 52
57 349 38
57 223 66
57 208 33
57 692 49
58 757 9
58 966 78
58 795 33
58 343 48
59 196 23
59 809 89
59 426 21
60 124 87
60 633 32
60 680 25
61 605 28
61 72 44
61 358 55
61 289 69
62 661 10
62 271 55
63 141 75
63 541 42
64 678 48
64 306 4
65 525 62
65 286 91
66 444 46
66 114 8
66 491 19
67 609 57
67 116 12
68 533 48
69 309 48
69 119 93
69 303 89
70 147 80
70 754 72
71 118 33
71 992 94
71 617 40
71 181 86
71 425 4
73 326 66
73 795 61
73 273 87
74 411 14
74 788 76
74 891 57
75 265 49
75 513 46
76 991 30
76 122 6
76 740 78
76 199 44
77 367 78
78 366 70
78 966 1
78 278 91
79 758 81
80 108 35
81 702 94
81 296 53
82 160 23
82 814 85
84 526 94
84 299 70
85 881 21
85 531 31
85 366 78
85 249 79
85 163 9
85 216 4
85 475 74
86 734 68
87 557 98
88 910 93
88 316 94
89 864 58
89 989 85
90 387 47
91 406 32
92 708 93
93 175 18
94 149 78
95 510 33
96 712 55
96 768 81
96 830 6
97 765 17
97 813 33
98 400 77
99 158 58
99 989 29
99 741 21
99 800 20
100 988 62
101 838 31
101 554 71
101 499 52
102 279 1
102 386 18
103 660 11
103 282 84
103 562 96
104 121 17
105 422 11
105 708 22
106 211 51
107 662 6
108 748 12
109 444 9
110 998 10
112 562 43
113 724 66
113 459 77
114 854 42
114 601 7
114 849 19
115 138 66
116 877 81
116 949 66
120 524 24
120 190 36
120 872 26
120 459 3
121 929 8
121 746 27
121 397 27
121 788 75
122 287 50
123 739 2
123 998 90
123 738 20
123 160 66
124 975 99
124 192 29
125 156 11
126 736 37
126 441 20
126 237 17
126 182 6
128 605 67
129 447 68
130 535 82
130 421 87
130 576 82
131 574 24
131 825 65
132 530 57
132 257 54
133 456 95
133 697 34
134 863 78
135 867 79
136 846 17
136 253 67
137 658 90
138 523 51
138 530 12
139 409 19
139 896 38
139 617 71
140 638 73
140 392 28
142 830 25
142 580 19
143 570 5
143 542 8
144 651 54
145 339 40
145 252 17
145 301 57
146 765 11
147 393 26
148 904 59
149 612 48
149 425 60
149 558 47
150 555 79
151 687 55
152 218 6
152 615 67
153 941 33
154 943 93
154 685 72
154 381 68
155 254 76
155 974 26
156 357 59
156 793 74
156 184 71
157 798 81
158 636 15
158 576 11
159 947 11
159 354 35
159 883 24
159 663 94
159 946 15
161 981 7
161 184 52
161 942 31
161 454 53
162 413 90
163 341 5
163 851 17
164 1000 75
164 225 85
165 281 54
166 997 98
167 550 31
167 897 37
168 314 82
168 300 78
169 910 37
170 804 6
171 270 41
171 410 68
171 559 55
171 918 18
172 887 100
172 438 71
173 874 7
173 546 75
173 297 94
173 693 2
174 973 100
174 550 20
175 681 57
175 957 29
176 822 20
177 983 19
177 262 9
177 311 20
177 892 82
178 278 25
178 830 36
179 799 95
180 850 55
180 807 81
180 898 45
181 658 86
182 387 95
183 605 95
184 806 89
185 882 34
185 956 47
186 901 92
186 553 67
187 467 78
187 406 78
188 932 38
188 408 89
188 359 25
189 867 20
189 832 31
189 555 42
191 362 62
191 775 73
192 623 29
192 793 3
194 539 55
194 470 86
195 610 29
195 717 64
195 835 31
197 394 28
197 908 25
197 291 99
198 373 13
199 452 49
200 418 31
200 961 68
201 315 39
201 398 2
201 271 39
202 995 69
202 408 45
203 205 38
203 944 34
203 258 94
203 958 13
204 647 82
204 461 66
205 549 47
206 265 1
207 328 77
209 632 27
209 462 70
210 966 30
211 705 42
212 962 65
212 491 86
214 635 6
214 964 63
214 335 93
215 903 16
216 952 76
216 772 88
216 424 82
217 426 49
218 481 46
219 858 83
219 603 85
219 488 58
219 374 4
219 646 19
220 289 3
220 608 5
221 479 25
221 916 51
221 326 49
222 865 27
223 520 9
224 522 4
224 290 71
224 285 87
225 619 36
226 650 82
227 356 11
227 974 79
228 548 90
229 938 4
230 821 90
231 243 81
232 749 85
233 338 33
234 615 51
234 890 22
235 323 48
236 951 61
236 976 72
237 566 55
237 321 34
237 523 79
239 325 85
240 512 37
240 842 58
241 359 28
242 936 47
243 917 8
243 559 63
244 824 57
244 445 57
245 801 30
246 912 80
246 446 46
246 278 60
246 983 41
247 258 49
248 933 90
248 735 34
248 814 66
249 942 74
249 655 49
250 443 98
250 809 74
250 921 8
251 785 8
252 967 44
253 552 19
253 865 98
253 424 53
254 729 96
254 828 23
255 762 87
256 668 89
256 990 27
257 777 19
258 763 28
258 555 72
258 260 24
259 415 27
259 364 74
259 849 95
259 600 75
260 793 27
260 720 16
261 305 68
263 924 30
263 548 54
264 463 97
264 357 42
264 795 7
265 659 19
266 766 51
267 816 44
267 700 66
267 966 91
268 460 48
268 272 4
269 963 26
270 787 82
271 862 31
272 389 26
272 725 99
273 301 99
273 345 65
274 567 2
274 343 68
275 686 22
275 489 13
276 861 13
276 506 97
276 507 92
276 714 17
277 931 45
278 815 96
279 295 62
279 621 83
279 555 7
280 602 18
280 323 52
281 988 47
281 301 61
282 650 6
283 627 84
283 615 42
284 392 75
285 644 80
285 931 81
286 527 84
288 868 64
288 502 39
289 358 88
290 646 72
291 416 74
291 846 22
292 942 58
294 648 99
295 480 92
295 599 83
295 619 25
296 490 43
296 836 21
297 485 5
298 803 79
298 474 58
299 904 34
300 378 84
300 772 73
302 804 80
302 576 40
303 829 35
303 806 51
304 496 41
305 750 85
306 773 38
306 632 28
307 354 15
308 484 39
308 333 69
310 574 39
310 820 55
311 782 54
312 383 73
313 751 3
314 909 83
314 720 11
316 885 64
317 487 11
318 769 97
319 383 44
319 562 29
319 411 31
320 515 56
322 827 90
322 889 14
322 871 60
323 497 95
324 819 41
325 590 97
325 793 32
325 788 33
327 391 31
328 529 3
329 352 55
329 607 1
330 756 62
330 973 88
330 439 73
331 728 90
332 568 17
332 924 50
333 657 80
334 540 75
334 731 40
335 476 22
336 426 97
337 781 50
338 511 57
338 715 6
338 686 79
340 691 94
340 651 42
340 570 13
340 553 1
342 492 61
342 453 27
343 885 91
343 778 47
344 395 80
345 697 63
346 903 35
346 805 14
347 462 24
348 496 3
349 695 28
350 817 68
350 902 4
351 601 11
352 722 87
353 656 30
353 360 4
353 674 83
353 897 79
355 719 74
356 920 63
358 871 59
359 918 90
360 613 51
362 683 83
362 461 64
362 576 45
362 766 39
363 982 7
363 980 60
363 367 35
364 435 29
365 855 5
365 550 16
366 869 88
367 433 19
368 823 32
368 844 96
369 787 55
370 385 76
370 521 79
371 743 28
371 844 7
372 459 41
373 495 88
374 761 31
374 657 69
375 711 72
375 703 24
375 598 56
375 947 26
377 913 25
377 484 14
378 631 69
378 609 92
379 840 96
380 797 38
380 724 90
381 651 55
381 874 19
382 662 83
382 460 90
383 584 20
383 528 77
384 798 69
384 863 12
384 700 72
386 530 18
387 783 2
387 837 11
388 798 2
389 518 80
390 399 44
391 643 5
392 601 77
392 805 8
393 618 2
394 742 20
395 487 90
395 486 83
396 969 89
396 715 44
398 453 82
398 447 81
398 843 20
399 611 16
399 567 66
400 754 34
400 762 62
401 805 68
401 925 32
402 621 81
402 687 24
402 410 4
402 668 35
403 588 59
403 776 5
404 515 43
404 803 5
405 566 92
406 815 24
407 564 31
407 688 77
410 720 17
411 792 84
411 730 56
412 778 15
412 888 38
413 619 60
413 718 45
414 640 75
414 427 82
414 492 57
417 486 69
417 628 40
418 800 63
419 891 54
420 533 60
421 606 8
422 820 64
423 832 38
423 969 97
424 668 16
424 767 14
425 928 91
427 702 55
428 927 96
429 666 40
429 528 47
430 619 9
430 881 39
431 696 20
431 955 55
432 935 45
432 548 7
434 581 26
434 594 11
434 604 37
435 820 63
436 451 4
436 777 98
437 686 73
437 969 32
438 899 36
439 512 1
440 701 4
440 787 21
440 764 50
440 513 56
440 662 15
442 667 2
443 637 11
443 571 7
445 990 9
445 575 14
446 533 25
448 940 1
450 624 8
452 752 51
454 864 62
455 597 24
455 560 55
456 563 6
457 951 35
457 486 100
458 594 3
459 596 89
459 495 3
459 959 6
462 842 13
462 804 96
464 878 43
464 479 45
465 722 88
466 967 46
467 733 97
467 593 26
468 893 76
468 628 68
468 505 93
469 774 21
469 939 77
470 521 41
470 953 88
471 841 47
471 553 51
471 827 6
472 665 47
472 859 78
472 566 52
473 968 34
474 616 32
474 905 12
474 755 35
475 780 89
476 852 17
476 999 25
477 786 53
477 578 71
477 896 25
478 812 34
478 741 64
478 729 50
479 699 25
479 752 100
480 994 60
483 621 20
484 875 37
484 842 16
484 797 38
486 550 11
487 724 60
489 903 82
490 672 45
493 907 86
494 870 76
494 585 19
496 768 89
497 667 41
498 522 76
499 794 78
499 659 30
500 781 1
501 919 89
501 954 34
501 690 73
502 559 67
502 925 59
503 814 96
503 615 29
504 904 77
504 602 52
504 703 81
505 693 66
507 697 60
507 761 44
508 939 61
509 938 99
509 990 28
510 549 19
510 729 27
512 937 61
513 895 59
514 630 28
514 628 75
515 682 24
516 720 98
517 772 66
519 877 42
527 922 9
533 915 63
533 714 54
534 555 94
536 810 12
536 921 56
537 785 61
537 554 67
538 974 46
538 544 60
541 791 75
542 935 88
543 819 73
543 791 12
543 898 49
544 906 98
545 977 38
547 897 34
547 871 19
547 593 93
548 772 63
551 733 39
552 770 62
553 726 63
553 961 12
554 844 77
555 977 16
556 603 54
557 680 88
558 603 17
559 828 46
560 963 76
560 885 22
561 636 27
562 885 70
564 579 67
565 723 5
565 749 76
567 836 30
569 829 94
572 716 98
573 750 19
575 886 86
575 663 92
580 842 98
582 633 55
583 957 82
585 660 35
586 859 12
587 664 31
591 669 70
591 838 49
592 709 42
595 835 72
595 985 85
597 811 22
598 645 13
598 979 61
599 614 66
600 667 1
600 975 97
602 934 49
603 730 18
604 789 24
604 652 48
605 900 63
607 642 28
608 693 14
609 955 75
610 657 39
611 959 3
612 727 33
618 879 1
620 653 43
622 663 30
622 732 43
623 694 24
624 779 22
624 941 22
625 803 72
626 811 6
627 647 15
628 801 77
629 784 25
630 809 60
633 721 3
633 638 23
634 912 15
639 833 30
641 758 95
641 779 6
642 907 77
643 890 83
645 836 21
646 822 47
647 716 17
648 667 91
649 661 4
650 940 72
652 965 82
652 949 67
652 811 90
653 740 69
654 927 31
654 841 95
658 916 42
660 673 30
662 936 39
663 704 86
664 676 53
664 710 5
667 978 27
667 925 80
670 673 67
671 690 58
674 896 44
675 735 74
677 873 50
677 774 28
678 839 66
679 765 52
680 759 86
680 862 66
680 883 78
681 880 36
684 800 36
686 831 20
687 935 4
688 923 25
688 882 77
689 914 3
690 707 70
690 906 8
692 848 79
693 706 17
694 894 19
696 716 24
699 755 88
700 979 79
700 970 31
702 749 84
706 926 55
708 837 24
708 725 13
709 765 1
710 803 76
713 876 33
713 733 99
713 825 83
715 750 64
717 790 31
717 718 49
718 845 5
719 910 37
720 960 19
720 766 58
723 842 85
725 911 93
728 968 92
729 854 75
731 848 52
731 813 32
731 826 77
732 815 21
734 760 5
737 956 84
738 871 19
739 824 34
740 918 41
744 895 91
744 853 9
745 986 29
745 910 24
747 845 51
748 928 43
751 945 40
753 887 8
756 799 38
760 787 84
761 905 19
762 962 45
763 769 81
770 839 28
771 933 87
775 924 64
775 853 3
776 944 56
780 843 84
780 805 67
782 884 88
782 872 7
786 818 97
790 889 72
802 870 82
806 967 59
808 865 48
808 860 38
809 860 5
812 914 82
813 857 35
821 966 8
825 945 92
833 924 65
834 936 24
840 957 13
841 897 92
843 863 74
844 946 88
853 972 20
853 954 68
854 939 82
856 977 11
856 929 57
857 984 60
859 918 2
866 972 9
867 996 98
871 890 6
876 945 55
878 911 35
888 977 55
892 922 73
894 944 56
895 898 72
896 970 31
902 997 29
905 921 19
906 931 33
908 976 9
909 926 84
916 993 7
920 987 76
925 950 19
925 999 89
927 990 88
930 996 25
935 953 41
946 993 97
948 984 36
952 974 32
958 961 77
960 968 74
963 964 84
971 993 67
985 990 55
995 997 13
