10000 15000
1 635 66
1 1626 89
2 7802 62
2 3653 3
2 5091 37
3 4865 9
3 303 70
4 7767 6
4 3805 3
4 9644 20
4 1703 40
5 4622 93
5 2121 64
5 4320 4
6 3342 50
6 6904 7
6 8055 46
7 1120 30
7 6403 67
8 5219 60
8 5098 47
8 6990 9
9 8738 77
10 5231 20
10 622 2
10 518 55
10 1545 25
11 5042 95
11 3627 31
11 6091 81
12 8446 65
12 95 14
12 1882 99
12 7798 21
12 7720 50
13 5906 46
13 9579 6
13 5109 10
13 6531 84
14 9246 1
14 3040 62
14 8241 35
14 9489 5
15 2485 50
15 7514 6
15 5054 39
16 7472 90
16 4450 47
16 2227 19
17 5742 50
17 4461 53
18 4893 23
18 4639 45
19 6605 95
19 2033 65
19 8404 37
19 2208 77
19 2160 41
20 2940 22
20 9695 35
20 6324 60
21 8784 18
21 3009 88
21 86 46
21 4920 76
21 8525 54
21 71 92
22 2307 14
22 1366 71
22 2638 58
23 2017 50
24 4134 25
24 9734 8
24 5038 44
25 4307 15
25 36 65
25 156 71
26 9521 63
26 7272 52
26 2043 83
26 5197 71
26 6276 47
27 6543 15
28 1643 56
28 3324 76
29 1866 58
30 8546 87
30 61 16
30 7582 38
31 9171 4
31 5163 13
31 7921 85
31 3646 66
32 9694 23
32 4497 31
32 397 63
32 4359 26
33 4590 47
33 8214 14
33 6839 95
34 449 49
34 1158 24
35 3797 37
35 2525 29
35 809 11
35 1746 29
36 2861 87
37 3747 41
37 1963 60
37 2670 28
37 843 37
38 8516 7
38 4635 97
39 6154 28
39 7838 83
39 2501 92
39 6232 72
40 8646 84
40 3907 7
40 3024 88
40 7869 46
41 8577 3
41 5899 21
42 3576 69
42 4523 88
42 1427 18
43 9001 86
43 9500 62
43 5387 95
43 6196 95
44 7196 18
44 7477 29
45 9748 63
45 9988 31
45 7630 74
46 2594 7
46 3210 93
47 7117 85
47 1014 96
47 2567 85
47 6640 53
47 9840 44
48 7089 45
49 2993 58
49 1792 84
49 4548 64
50 9329 69
50 3194 15
50 609 27
50 9831 8
50 9919 66
50 7442 52
50 8577 95
51 9035 56
51 110 57
52 3305 45
52 9887 6
52 3022 93
53 2545 11
53 1309 68
54 6851 68
55 1202 100
56 9289 50
56 6232 74
56 177 90
56 723 37
56 1128 1
57 2527 68
57 6947 51
58 3860 41
58 3442 46
58 5598 16
58 8340 12
58 8932 40
59 5393 18
59 4816 98
59 9913 28
60 7627 90
60 6593 24
61 550 96
62 9307 57
62 1363 97
62 8671 33
62 3645 65
63 7301 66
63 7447 14
63 6811 88
63 6316 56
64 6018 67
64 7245 11
64 7249 68
65 1737 73
65 4253 21
65 2422 38
65 1327 61
65 6689 90
66 5018 23
66 7454 82
66 9565 31
66 5302 75
66 6357 83
67 4194 11
67 4340 57
67 4510 40
68 5502 75
68 768 24
68 1348 95
69 9321 11
69 3297 51
69 185 3
69 7254 78
69 8830 38
70 1695 63
70 7835 67
71 4470 74
71 1275 86
72 8080 100
72 7914 77
72 1302 76
72 4463 53
73 2315 37
73 5869 41
73 4014 33
73 3042 76
74 2695 98
74 2832 89
74 1722 22
75 2561 100
75 8444 14
76 1073 77
76 3325 70
76 2377 24
76 7911 75
77 7168 14
77 7082 42
77 392 54
78 4431 28
78 3113 52
78 8104 91
78 4025 50
78 9021 23
78 5819 12
79 952 33
79 9923 12
80 1589 94
80 3697 23
81 4497 96
82 6019 67
82 5002 55
82 517 23
83 1653 45
83 1938 90
84 8469 12
84 3244 88
84 8455 42
84 8023 33
84 2078 72
85 7641 36
86 6690 53
86 1798 17
86 6245 51
86 170 85
87 8356 7
87 3603 93
87 5923 53
87 3741 84
87 9934 68
87 7673 100
88 1852 29
88 4414 68
88 6384 89
89 3329 7
89 8871 54
90 3914 66
91 9615 81
91 6244 71
92 1694 26
92 2144 64
92 6376 71
93 8588 57
93 5998 22
93 4647 24
93 9070 11
93 5987 88
94 5412 45
94 3799 82
95 4426 98
95 1957 62
95 7126 94
95 642 63
96 7131 37
96 3928 34
96 4350 76
96 1842 98
97 4681 54
97 4271 21
97 3232 28
98 2141 69
98 8407 22
98 3246 54
98 710 62
99 2423 30
99 2001 59
99 8334 68
99 8204 31
99 5673 26
100 3522 53
101 3543 57
101 2286 79
102 5036 70
102 558 5
102 2879 36
102 560 19
102 9849 46
103 1591 98
103 434 37
103 6251 15
104 1328 31
105 2481 80
105 6167 62
105 2903 23
105 9664 63
105 7294 45
106 5423 86
106 3169 61
106 1699 90
107 6811 67
107 2516 32
108 220 39
108 2293 71
108 5590 20
109 2454 94
110 4181 43
110 2905 86
110 1823 78
111 4944 46
112 9795 83
112 4755 27
113 9347 69
113 3958 89
113 4706 58
114 2182 25
114 6477 72
115 4108 71
115 6485 31
115 5692 33
115 7666 30
116 762 28
116 149 4
116 1916 12
117 956 100
117 9693 71
117 4026 3
117 9198 47
118 9494 34
119 687 26
120 6270 24
