100 150
1 58 39
1 25 12
1 2 61
3 68 50
3 93 59
4 95 86
4 99 73
5 43 34
5 26 22
5 100 72
6 73 83
6 94 19
6 18 6
7 99 75
7 17 52
7 28 19
7 85 5
7 8 55
7 93 90
8 89 27
8 66 67
8 70 98
9 85 80
10 89 95
10 23 89
10 99 61
11 18 56
11 12 54
11 28 6
11 86 81
13 57 84
13 21 33
14 30 9
14 73 54
14 38 22
15 74 78
15 23 19
16 77 1
16 70 84
17 49 32
17 46 25
17 96 18
18 81 23
18 51 82
18 34 58
19 43 51
19 65 91
19 85 75
20 32 80
21 100 94
21 81 28
22 72 57
22 60 45
22 77 81
22 96 99
22 28 37
23 96 64
23 28 77
23 73 42
23 49 73
24 52 63
25 47 17
26 71 66
27 79 61
27 95 62
27 40 78
27 90 24
28 97 40
28 40 26
28 94 23
28 69 38
28 77 66
29 95 53
29 67 26
30 65 29
30 36 15
31 54 88
32 51 22
32 41 44
32 36 90
33 79 23
33 100 64
33 83 72
33 75 38
34 100 43
35 84 2
36 91 87
36 41 100
36 43 91
37 84 23
37 92 5
37 60 8
38 61 72
38 69 84
39 65 35
39 46 53
42 70 96
42 87 87
42 79 40
42 97 65
43 92 88
43 54 41
44 45 100
44 51 27
45 64 64
47 86 87
47 79 6
48 80 81
48 50 96
50 56 44
50 97 96
51 64 15
52 74 82
53 76 9
53 68 77
54 57 37
55 80 70
55 69 39
56 90 72
56 91 54
58 66 35
59 83 2
59 82 22
59 75 16
60 93 28
61 67 63
61 100 35
62 64 40
62 96 73
63 85 92
63 94 40
66 72 29
67 99 6
68 94 82
68 80 18
69 74 59
70 92 61
71 78 10
71 77 25
71 82 19
73 92 100
74 100 56
75 87 62
76 100 24
79 84 34
83 93 11
83 88 100
87 90 78
88 98 30
96 98 33
