10000 20000
1 5274 49
1 5775 99
2 3271 50
3 977 89
3 2047 37
3 1642 6
3 8501 84
4 7437 41
4 1040 11
4 147 22
4 7938 70
4 6798 42
4 4075 65
5 2260 81
5 8939 52
6 6094 17
6 8823 71
6 6680 21
6 3090 5
6 9985 33
6 284 42
7 5700 6
7 7223 45
7 9371 72
7 664 76
8 7028 53
8 9865 85
8 8370 3
8 8084 63
9 6789 30
9 7654 24
9 2994 66
9 8485 69
10 9824 51
10 848 51
10 4819 50
10 2686 94
10 3049 91
10 158 77
11 8054 75
11 9312 67
11 721 80
11 743 86
11 3446 55
12 5507 22
12 3731 59
12 8246 13
12 9313 11
13 7746 85
13 6760 28
13 9856 86
13 300 30
14 2618 48
14 9934 12
15 2456 98
15 5953 63
15 5246 49
15 2252 25
16 5557 49
16 122 19
17 6200 59
17 6141 94
17 6255 52
17 2608 27
17 206 15
18 9779 65
18 3143 33
18 2404 87
18 7391 84
18 2963 49
19 4224 42
19 6988 91
19 6109 45
20 1847 91
20 6544 53
21 6555 34
21 6756 77
21 6138 92
21 741 23
21 5476 67
22 724 57
22 8253 48
22 448 44
22 4601 68
22 6057 83
23 7750 79
23 8349 82
23 8557 84
23 425 33
24 1468 16
24 5259 97
25 665 49
25 8061 67
25 4501 73
25 3512 98
25 9449 79
25 2442 15
25 8040 63
26 3786 53
26 4153 37
26 8591 87
26 4327 91
26 9802 3
26 1086 61
26 4669 95
27 1715 38
27 4438 99
27 428 57
28 4253 71
28 9542 8
28 2330 76
28 5272 8
28 9678 1
28 1064 8
29 9053 57
29 1446 12
29 1676 52
29 4620 46
29 2135 41
30 1648 77
30 8530 82
30 83 40
31 9191 68
31 2298 11
31 7582 5
32 8339 12
32 3383 92
33 8651 85
33 4514 11
33 1781 89
34 1215 41
34 8978 1
35 6083 3
35 4034 51
36 3709 57
36 6970 34
36 5110 1
36 1865 2
36 5937 64
37 6289 96
37 8681 36
37 992 50
38 9389 14
38 8623 44
39 3267 91
39 7315 34
39 195 19
39 8231 28
39 5504 34
39 1140 20
39 4440 10
39 4558 81
39 9613 95
40 6589 96
40 960 34
40 9909 29
40 2383 10
41 2483 65
41 7758 24
41 6251 80
41 8173 2
42 410 30
42 2537 53
42 8142 84
42 801 19
43 3795 93
43 7297 35
44 1267 5
44 3673 61
44 9981 69
44 5393 28
45 1365 51
45 6103 20
46 2375 96
46 1292 59
46 2783 51
47 2766 58
47 646 38
47 5217 83
47 456 6
47 3095 85
47 4182 4
47 5039 67
48 7528 34
48 3996 91
48 5345 20
48 3401 61
49 8959 75
50 5383 54
50 9023 3
51 8954 34
51 9612 20
51 7154 32
52 2402 22
52 7364 93
52 7403 58
52 9147 31
52 5859 92
52 3786 74
53 8227 46
53 8798 42
53 6781 49
53 5337 84
53 7017 97
53 7671 56
54 1825 27
54 4099 63
54 4008 77
54 6403 21
55 4421 50
55 2175 18
55 3374 12
55 6112 83
55 8669 87
55 2276 31
55 6661 82
56 1854 33
56 4052 65
57 9584 64
58 6538 69
58 3264 78
58 2023 1
58 3322 90
58 8218 83
58 369 44
59 3767 42
59 2078 4
59 8530 92
59 2461 61
59 9402 67
60 3166 73
60 4603 93
60 2018 79
60 1639 38
61 4989 7
61 9143 71
61 7986 5
62 9370 78
62 3635 9
62 7931 85
62 9442 77
63 3502 85
63 8929 24
63 7898 59
64 2345 42
64 9441 45
64 4166 72
64 9810 10
64 1461 89
65 9418 93
65 9809 11
65 9891 17
65 2808 85
65 8830 10
65 7683 11
66 2146 5
66 6594 90
66 8615 13
66 3346 27
67 7191 74
67 3163 92
67 8083 65
67 4908 41
67 8377 68
68 4302 50
68 7051 91
