1000 3000
1 904 52
1 267 87
1 45 10
1 507 97
2 570 43
2 481 48
2 826 71
2 956 10
3 752 47
3 107 14
3 167 19
3 743 17
3 699 4
3 420 84
4 440 11
4 275 2
4 238 67
4 470 8
4 579 26
5 314 5
5 808 25
5 643 59
5 942 31
5 914 97
6 65 82
6 556 30
6 25 62
6 974 10
6 992 33
6 801 17
6 137 71
6 579 37
6 154 79
7 826 34
7 234 10
7 236 85
7 707 31
7 631 2
7 993 55
7 902 56
7 480 7
8 742 84
8 700 47
8 952 74
8 733 51
8 679 84
8 140 17
8 702 43
9 444 39
9 209 46
9 621 86
9 609 94
9 570 7
9 664 20
9 888 56
9 87 59
9 535 17
9 220 69
10 426 81
10 837 79
10 246 8
10 560 23
10 736 55
10 14 62
10 306 91
10 227 28
11 92 51
11 358 52
11 105 84
11 940 26
12 45 13
12 280 30
12 196 62
12 33 99
13 777 91
13 647 32
13 510 49
13 319 43
13 621 41
14 976 81
14 731 56
14 789 57
14 666 87
14 995 6
14 157 88
14 748 5
14 138 32
14 857 28
15 948 13
15 528 89
15 240 56
16 108 19
16 714 66
16 860 87
16 73 41
17 561 41
17 245 9
17 129 18
17 344 72
17 143 46
17 868 6
17 427 50
17 290 39
17 177 78
18 224 40
18 637 37
18 413 82
18 594 85
19 216 34
19 583 15
19 252 89
20 711 57
20 304 30
20 230 94
20 860 97
20 32 82
21 792 41
21 152 24
21 922 52
21 200 3
21 956 31
21 464 15
21 39 29
22 604 87
22 189 42
22 989 54
22 309 93
22 786 27
23 659 36
23 529 75
23 462 94
23 974 96
23 880 53
24 278 53
24 134 25
24 416 6
24 477 30
25 202 41
25 702 87
25 201 30
25 71 73
26 853 88
26 144 100
26 783 100
26 754 64
26 852 97
26 982 66
27 413 80
27 67 96
27 303 91
27 976 31
27 236 19
28 817 97
28 35 29
28 594 7
28 406 59
28 109 70
29 765 9
29 398 87
29 472 47
29 404 15
30 503 8
30 372 37
30 288 41
30 614 71
31 164 55
31 451 22
31 926 83
31 168 98
31 406 62
32 104 79
32 93 24
32 73 67
32 618 96
32 228 84
32 911 71
32 692 43
33 274 49
33 92 4
33 184 58
33 313 98
33 393 23
33 424 99
34 260 42
34 175 99
34 701 2
34 904 31
34 694 42
34 68 86
35 892 82
35 924 74
35 932 55
35 988 93
35 293 37
36 928 39
