100 300
1 91 59
1 2 68
1 71 2
1 49 81
1 76 63
2 75 40
2 83 17
2 11 44
2 62 56
2 90 54
2 31 92
2 37 27
2 84 31
2 32 51
2 14 51
2 34 80
2 42 92
2 97 82
3 34 63
3 20 37
3 49 93
3 100 33
3 61 21
3 43 32
3 58 64
4 52 39
4 23 36
4 88 38
4 38 18
4 69 78
4 42 44
4 25 27
4 68 51
4 58 62
5 62 46
5 39 22
5 33 98
5 98 82
5 19 70
5 79 50
6 51 79
6 74 12
6 52 40
6 16 86
6 49 78
6 62 72
7 64 16
7 66 34
7 15 65
7 70 9
8 13 69
8 17 28
8 79 52
8 83 57
8 51 87
9 85 30
9 24 57
9 53 80
9 98 88
9 26 21
9 16 43
9 90 57
10 95 99
10 91 87
10 86 36
10 19 83
10 31 5
11 94 77
11 86 28
11 35 8
11 18 91
11 40 69
11 81 88
11 76 24
11 17 43
11 31 15
12 13 85
12 15 78
12 90 14
12 87 66
13 76 76
13 84 25
13 45 34
13 93 36
14 52 24
14 83 6
14 53 62
14 43 60
15 33 27
15 74 21
15 71 82
15 45 32
15 89 100
15 55 85
15 95 65
16 43 93
16 91 11
16 50 54
16 36 5
17 40 11
17 66 63
17 26 96
18 44 29
18 32 54
18 88 88
18 83 83
18 52 6
18 69 82
18 70 83
19 93 24
19 68 21
19 55 19
19 76 34
20 78 17
20 26 70
20 83 39
20 52 99
20 37 31
20 98 36
20 29 90
20 60 100
20 66 28
21 30 46
21 37 4
21 88 100
21 63 61
22 66 90
22 81 94
22 76 64
23 68 100
23 35 100
24 39 17
24 25 87
24 46 89
24 91 71
24 89 27
24 83 85
25 30 22
25 81 53
26 57 14
26 69 86
27 90 81
27 30 93
27 87 12
27 72 36
27 49 48
28 97 55
28 76 21
28 74 35
28 52 31
28 35 29
28 89 50
29 99 50
29 72 58
29 70 65
29 54 92
29 52 21
29 50 58
30 66 2
30 71 8
30 42 84
31 34 57
31 46 32
31 69 14
32 40 59
32 55 46
32 97 82
33 69 6
33 58 53
33 83 49
34 88 16
34 90 7
34 51 26
34 38 8
34 46 51
34 58 39
35 100 54
35 87 47
35 84 85
35 74 3
35 86 47
35 66 1
36 75 58
36 39 87
36 52 12
36 72 28
37 45 37
37 43 42
37 61 87
37 59 11
37 58 27
37 93 48
37 40 67
38 54 56
39 100 71
39 77 15
39 84 80
39 74 33
40 75 12
40 48 94
40 99 82
40 66 65
41 69 41
41 70 78
42 92 56
42 93 47
42 53 34
43 58 16
43 80 79
44 86 27
44 64 95
44 94 35
44 96 11
45 57 15
45 85 41
45 61 51
45 90 29
46 49 38
46 48 53
46 97 71
46 93 20
46 94 20
47 70 38
47 84 36
47 98 22
47 80 71
48 73 50
48 53 66
48 80 5
48 83 32
48 92 8
49 80 89
49 52 88
49 65 41
49 69 18
49 61 50
49 75 83
50 91 1
50 61 92
51 65 25
51 59 11
51 89 10
52 90 52
53 96 51
53 58 1
53 54 55
54 85 7
55 72 63
55 90 80
56 59 48
56 81 13
56 71 7
56 80 86
56 87 55
57 68 23
57 74 48
58 88 58
59 63 19
59 88 52
59 75 84
60 75 37
60 74 90
61 81 92
61 98 12
62 67 41
62 73 48
62 71 49
62 75 43
62 76 11
62 78 15
64 70 58
65 74 28
66 67 62
67 74 28
67 80 84
69 86 56
69 91 22
70 92 10
70 84 86
71 82 9
72 74 23
73 82 37
73 90 54
74 82 44
75 89 91
75 100 46
76 89 69
77 80 38
77 91 43
78 79 75
78 83 19
78 96 66
80 81 22
81 87 20
82 91 3
82 88 44
83 98 61
84 93 10
87 92 83
89 97 25
