1000 2000
1 526 12
1 262 40
1 330 79
1 143 4
2 399 2
2 88 19
2 527 23
2 149 26
2 573 85
2 426 87
2 892 46
3 498 36
3 166 81
3 82 16
3 265 97
3 276 82
3 950 7
4 271 70
5 326 2
5 835 100
5 992 26
5 467 89
5 340 31
6 122 59
6 682 22
6 760 27
6 603 97
6 425 44
6 358 70
7 521 40
7 455 94
7 259 22
7 319 4
8 29 44
8 154 60
8 586 14
8 180 70
8 34 10
9 87 13
9 671 60
9 992 48
10 654 13
10 748 35
10 543 41
11 202 10
11 98 62
11 665 78
12 815 15
12 549 80
12 377 92
13 844 7
13 79 74
13 868 89
13 612 2
14 923 15
14 249 74
15 999 71
15 92 14
15 650 78
16 613 70
16 449 21
16 160 83
16 835 43
16 238 58
17 231 23
17 309 10
17 539 5
17 862 44
18 401 16
18 639 83
18 222 81
18 474 65
19 651 49
19 542 53
19 117 43
19 908 29
20 958 67
20 730 49
20 347 36
20 672 99
20 311 64
20 625 75
20 94 99
21 948 5
21 772 27
21 268 73
21 915 21
22 951 95
22 612 72
22 720 13
22 184 6
22 466 48
22 441 3
22 141 69
23 580 11
23 902 85
23 717 6
23 750 10
23 477 33
23 840 15
23 946 32
24 245 18
24 793 88
24 802 5
24 306 81
24 479 20
25 616 69
26 319 90
26 440 69
27 184 83
27 692 49
27 299 19
27 327 12
28 610 33
28 367 84
28 49 93
28 227 75
28 551 93
28 924 65
29 923 66
29 367 27
29 883 88
29 40 67
30 847 100
30 953 97
30 478 65
30 904 75
30 309 76
30 537 32
31 744 50
31 64 93
31 550 21
31 495 58
31 397 81
31 155 82
32 680 67
32 469 95
32 268 36
32 226 96
32 422 79
32 913 49
33 695 66
33 118 32
33 936 48
33 450 95
34 173 49
34 60 31
35 310 29
35 441 50
35 518 9
35 794 39
36 445 75
36 128 75
36 264 78
36 414 59
37 298 60
37 121 85
37 335 85
37 256 46
37 440 82
37 743 14
38 943 90
38 520 83
38 476 77
38 708 7
38 657 69
38 833 25
39 683 43
39 861 65
39 226 53
39 233 56
40 882 60
40 442 97
40 106 93
41 523 39
41 624 79
41 373 47
41 559 10
41 332 63
41 848 63
41 734 93
42 831 99
42 744 36
42 754 71
42 132 13
42 615 80
43 240 50
43 629 2
44 357 68
44 740 55
44 331 50
44 516 27
44 49 5
45 511 49
45 71 30
45 716 64
46 269 72
46 486 51
46 668 25
46 142 41
46 334 78
46 54 37
47 460 68
47 855 58
47 56 4
47 227 91
47 750 94
48 159 42
48 397 73
48 891 79
48 408 96
48 772 28
49 500 50
49 305 44
49 184 43
49 607 61
49 746 93
49 671 86
50 713 74
50 300 45
50 612 42
50 634 32
50 364 30
51 573 13
51 225 100
51 316 60
51 432 24
51 299 35
52 544 32
52 627 84
52 60 73
52 790 88
52 692 57
52 449 91
53 424 17
53 103 62
53 434 76
53 438 53
53 295 92
54 357 14
54 381 97
54 950 64
54 924 21
55 626 88
56 506 92
56 263 51
56 877 70
56 133 63
56 401 5
57 857 81
57 883 66
57 259 73
57 654 95
58 786 54
58 445 58
58 736 2
58 101 49
58 590 41
59 228 21
59 942 86
59 673 1
59 174 62
60 878 65
60 642 22
60 85 94
61 571 85
61 523 90
61 567 96
62 307 47
62 685 46
62 992 86
63 970 49
63 377 68
63 226 23
63 906 92
63 195 80
63 451 7
63 740 64
64 312 86
64 511 76
64 659 35
64 842 80
65 69 1
65 407 84
65 319 51
65 107 2
65 837 41
65 631 29
66 400 3
66 298 92
66 943 67
66 840 85
66 199 41
67 466 63
67 325 47
67 359 91
67 224 50
68 590 92
68 88 6
68 263 30
69 761 68
69 551 77
69 497 73
70 793 31
70 760 18
70 186 85
70 568 21
71 589 62
71 871 93
71 947 76
71 216 26
72 923 47
73 84 34
73 591 95
73 156 1
74 900 71
74 773 5
74 720 91
75 802 47
76 754 30
76 716 67
76 907 63
76 764 41
76 151 81
76 491 23
77 218 23
77 904 71
77 476 18
77 96 10
78 420 12
78 274 66
78 885 59
78 593 80
78 795 20
79 149 46
79 412 34
79 389 5
80 478 53
80 609 7
81 597 81
81 696 64
81 830 59
81 483 57
81 961 27
81 479 43
82 168 12
82 532 65
82 666 70
82 923 69
82 623 11
83 229 79
83 188 35
83 124 27
83 922 47
83 872 23
84 402 70
84 638 62
84 609 42
85 374 83
85 240 52
85 929 79
85 698 7
86 703 87
86 601 18
86 286 20
87 157 78
88 468 44
88 333 67
88 523 64
89 436 92
89 240 14
90 631 66
90 771 86
90 841 77
90 823 41
91 496 73
91 151 80
91 569 73
91 976 8
92 348 12
92 950 96
93 682 92
93 937 96
93 988 53
93 195 84
94 143 72
94 724 87
95 797 67
95 430 58
95 117 16
95 465 49
95 300 47
95 418 19
96 314 81
96 189 38
97 790 7
97 334 7
97 479 9
97 801 57
98 741 52
98 527 76
98 213 36
99 453 95
99 605 10
99 863 75
100 270 57
100 629 62
100 504 63
100 961 97
100 506 20
100 602 85
101 993 94
101 976 61
101 935 67
101 808 16
101 721 47
101 368 82
102 867 61
102 207 87
103 939 6
103 544 91
103 890 77
103 215 43
103 216 75
104 677 46
104 468 17
105 269 57
105 935 8
105 493 54
106 479 30
106 423 83
107 812 87
108 711 24
108 973 13
108 853 2
108 599 50
108 939 21
108 174 20
109 851 96
109 634 66
109 854 71
109 614 47
110 372 2
110 289 80
110 500 7
111 799 95
111 690 52
111 135 88
111 611 87
111 222 29
111 779 34
111 332 95
111 718 79
111 360 92
112 735 27
112 758 38
113 386 46
113 240 50
113 330 29
113 470 50
113 140 9
113 656 7
114 332 35
114 757 39
114 164 8
114 825 78
115 190 90
115 561 93
115 770 66
115 951 76
116 801 51
116 896 87
116 608 67
117 624 10
117 568 25
117 976 95
117 581 39
117 280 31
117 597 81
118 738 60
119 462 68
119 925 71
119 588 28
119 532 11
120 383 11
120 186 15
120 500 49
121 586 52
121 517 34
121 152 96
121 355 13
121 187 50
122 279 98
122 617 11
123 197 12
123 144 26
124 895 79
124 413 45
124 959 48
124 462 30
124 923 60
124 704 92
125 269 31
125 778 66
126 609 73
126 264 37
126 143 21
127 371 64
127 758 55
127 999 81
128 470 67
128 221 49
128 367 73
129 735 86
129 399 19
129 762 74
130 729 81
130 300 3
130 265 79
130 683 7
130 421 47
130 798 6
131 965 68
131 375 3
131 587 23
131 614 86
132 493 36
132 873 56
132 149 85
132 311 74
133 783 78
133 931 21
133 497 2
134 279 67
134 194 45
135 548 32
135 988 58
136 464 88
136 531 90
136 812 68
136 581 98
136 906 85
136 169 18
137 961 7
137 679 88
138 512 56
138 272 69
138 883 12
138 852 27
139 657 29
139 664 11
140 441 35
140 573 29
140 387 70
140 353 19
141 832 73
142 182 89
142 580 10
142 204 41
142 410 79
143 626 37
143 226 88
144 762 80
144 950 62
144 822 4
145 771 87
145 629 86
145 882 73
145 263 83
146 903 36
146 385 58
146 811 73
147 706 16
147 763 56
148 322 71
148 548 59
149 544 42
150 906 53
150 567 63
150 537 44
151 541 3
151 832 92
151 323 23
151 614 81
151 245 70
152 628 25
152 847 51
152 979 3
153 642 80
153 770 89
153 994 56
153 956 49
154 236 44
154 465 66
154 622 8
154 448 27
155 306 43
155 667 3
155 363 23
155 903 76
156 888 49
156 393 3
156 299 61
156 862 95
156 604 38
157 911 32
157 516 53
157 641 55
157 294 4
157 752 33
158 798 66
158 329 97
158 704 68
158 964 68
158 297 24
159 537 19
159 291 62
159 662 8
159 641 13
160 591 34
160 831 47
160 719 19
160 586 12
161 284 77
161 250 93
161 835 15
161 595 91
162 826 61
162 823 50
162 379 63
162 910 65
163 789 27
163 579 79
163 364 46
163 743 78
163 943 85
164 331 9
165 320 65
165 280 21
165 517 28
165 746 86
166 247 98
166 956 73
166 756 24
167 518 48
167 279 23
167 770 68
167 572 78
168 702 27
168 772 13
168 396 12
168 748 7
168 795 66
168 178 66
169 544 88
169 229 95
170 595 15
170 876 86
171 517 76
171 531 85
171 387 95
172 844 75
172 972 81
173 378 64
173 979 41
173 596 100
174 737 50
174 924 67
174 312 19
175 675 68
175 929 98
176 627 29
176 765 79
176 662 35
177 384 44
177 914 18
177 240 74
177 669 8
177 374 23
178 242 37
179 282 40
179 322 4
179 432 79
179 919 25
179 600 44
179 965 15
180 461 80
180 511 83
180 744 50
181 531 89
181 590 69
181 423 63
182 628 69
182 615 68
183 361 10
183 516 21
183 711 74
184 711 82
185 239 54
185 759 44
186 929 100
186 896 74
186 372 48
186 291 93
186 552 10
187 925 39
188 726 9
188 956 16
189 299 78
189 205 14
189 413 49
190 232 72
190 852 30
190 965 29
190 387 45
191 909 95
191 415 86
191 503 30
191 624 45
191 255 56
191 545 16
192 294 73
192 475 39
192 921 61
192 537 81
192 435 81
193 802 60
193 891 81
193 515 33
193 624 4
193 757 7
193 896 61
194 338 21
194 975 82
194 644 35
195 693 36
195 275 52
195 332 14
195 559 85
196 719 19
196 489 51
196 672 55
196 239 40
196 424 68
197 394 19
197 482 80
197 600 22
197 472 71
198 659 72
198 221 10
198 749 74
199 574 4
199 883 30
200 794 54
200 745 12
200 949 4
201 418 82
201 205 29
202 549 92
203 748 7
203 819 53
204 856 52
204 746 81
204 477 65
204 810 13
205 665 27
205 590 14
205 623 15
205 1000 27
206 995 53
207 252 31
207 257 81
207 658 39
207 471 26
207 458 26
208 897 6
208 885 69
208 234 21
208 247 41
208 724 25
209 564 5
209 626 28
210 224 38
210 677 100
211 486 94
211 236 11
211 651 5
212 378 80
212 580 98
212 549 42
213 986 90
213 556 3
213 356 59
213 244 80
213 258 21
214 926 8
214 900 1
214 219 53
215 839 6
215 234 10
215 554 17
216 327 27
216 622 58
217 246 50
217 851 93
217 973 90
218 716 90
218 474 2
218 686 42
218 793 22
219 656 33
219 245 57
219 903 83
219 574 18
220 644 4
221 961 25
221 485 11
221 325 68
222 518 9
223 694 9
223 822 41
223 652 58
224 358 20
224 577 39
224 409 8
225 626 80
226 819 44
226 886 44
227 936 76
227 797 96
227 874 98
228 290 27
230 345 44
230 409 98
230 974 76
230 732 66
