100 200
1 21 81
1 67 75
1 83 8
1 68 99
2 18 94
3 32 40
4 88 67
4 84 63
4 44 47
4 26 15
4 80 19
5 56 21
5 35 86
5 86 3
5 97 22
5 61 40
6 16 96
6 18 34
6 79 43
7 61 46
7 45 25
8 72 99
8 25 9
8 28 34
9 90 43
9 57 25
9 10 6
10 65 71
10 62 71
10 78 80
10 93 86
11 41 74
11 77 61
11 51 98
12 20 87
12 79 78
13 83 35
13 55 74
13 33 34
14 100 27
14 80 17
14 62 77
14 34 57
15 80 61
15 73 62
15 97 11
16 91 11
16 26 80
16 48 36
16 82 2
16 20 45
17 75 42
17 72 95
17 95 73
17 69 80
17 46 71
18 71 47
18 88 37
18 54 32
18 42 78
18 96 83
19 40 96
19 88 51
19 41 87
19 29 6
19 56 81
19 62 95
20 57 78
20 22 98
20 73 74
20 68 44
21 45 58
21 67 82
21 47 37
22 86 81
23 68 28
23 72 84
23 52 31
23 38 18
24 43 45
24 79 48
24 86 100
24 92 76
25 29 87
25 80 46
25 43 74
26 77 2
27 49 92
27 59 77
27 67 89
27 82 8
28 38 82
28 45 66
28 71 54
28 34 67
29 98 68
29 64 16
29 91 29
29 77 58
30 79 10
30 52 67
30 45 50
30 92 30
30 88 69
30 89 54
31 93 51
31 47 4
32 87 76
32 99 93
32 50 27
33 37 88
33 87 61
33 35 12
34 71 65
34 66 80
35 89 18
35 99 64
36 99 38
37 71 32
37 53 89
38 76 27
39 97 96
39 45 45
41 94 72
41 95 30
42 99 85
42 83 77
42 56 52
43 61 32
44 97 98
45 90 32
45 51 70
45 93 67
45 56 83
45 64 52
46 52 48
46 72 50
46 58 62
47 83 34
47 79 55
47 60 97
47 74 94
48 100 12
48 49 18
48 69 35
48 89 32
49 62 55
50 86 25
50 79 46
51 58 51
51 91 50
51 74 56
53 70 67
54 92 22
55 65 93
55 58 82
56 70 74
56 66 24
58 73 27
58 92 80
58 78 32
58 98 54
59 93 93
59 96 77
59 97 72
60 100 56
60 78 100
60 68 93
60 81 95
61 88 57
62 92 54
62 83 20
62 95 47
63 90 73
63 65 36
65 79 95
65 82 17
66 95 19
66 82 34
67 94 16
68 85 70
69 80 57
70 96 27
71 74 14
72 89 75
73 82 94
73 98 18
76 78 43
76 93 15
77 97 40
77 94 98
77 81 82
80 85 3
81 97 58
82 99 68
84 85 67
84 97 56
86 96 46
88 91 66
93 100 13
