100 150
1 27 30
1 16 65
2 54 84
2 10 8
3 42 63
3 98 61
3 86 69
4 97 81
4 55 24
4 84 51
4 93 68
5 84 83
5 38 58
5 50 92
5 49 73
6 11 64
6 93 42
7 28 37
7 78 66
7 44 59
8 69 4
8 39 49
8 68 35
9 17 88
9 79 84
10 64 55
11 57 66
11 94 56
12 76 83
13 43 56
14 80 18
14 88 71
14 29 1
14 86 3
14 17 94
14 22 28
14 83 40
15 83 49
15 59 11
15 81 38
15 62 17
16 78 19
16 47 65
17 86 86
17 77 43
17 39 68
17 28 82
17 54 15
17 35 78
18 43 22
18 89 46
18 88 91
19 23 78
19 42 2
20 45 36
20 40 73
20 52 37
20 85 68
20 97 41
21 96 16
22 36 84
22 48 55
24 82 64
24 72 49
24 73 20
24 87 72
25 51 77
26 53 98
26 33 71
26 74 96
28 31 74
28 47 19
28 62 82
28 36 96
29 60 33
29 30 21
30 99 51
30 36 18
30 61 49
30 85 98
31 32 8
31 92 90
32 70 99
32 62 50
32 44 1
33 68 36
33 60 67
34 53 99
35 93 33
35 94 95
37 95 87
37 66 59
38 63 82
38 59 12
38 78 56
39 44 86
41 75 5
41 90 91
43 98 90
43 58 65
44 82 41
44 67 7
46 50 72
46 97 49
47 55 82
47 68 91
47 90 84
48 69 46
49 92 36
50 79 44
50 86 80
51 75 52
51 88 30
52 53 68
54 87 34
54 59 87
55 66 55
55 80 23
56 77 48
56 68 7
56 96 38
58 96 96
58 67 56
58 77 2
60 76 49
61 74 25
62 100 33
62 81 21
63 64 81
65 84 90
65 96 13
66 85 12
66 94 60
67 77 39
67 80 76
71 77 51
72 74 55
73 84 56
74 77 32
77 96 30
80 94 100
81 90 94
81 83 48
82 92 67
85 90 50
86 95 43
89 91 94
89 92 12
89 94 26
93 96 50
