100 150
1 18 45
1 77 71
1 28 90
1 85 97
1 76 62
2 25 74
2 21 66
3 47 39
3 99 100
3 23 30
3 12 2
3 5 63
4 79 84
4 63 45
4 14 46
4 84 30
5 67 46
5 71 66
5 50 21
5 68 86
6 59 94
6 40 17
7 43 4
8 81 42
8 19 64
8 53 49
8 58 1
9 92 98
9 35 76
9 17 78
10 24 88
10 22 11
10 53 1
10 19 47
11 82 69
12 98 22
12 39 21
12 43 58
12 45 26
13 21 54
13 89 68
14 30 57
14 15 96
15 33 76
15 16 53
15 51 64
16 64 94
16 89 57
16 61 36
17 51 57
17 48 78
17 42 99
17 52 2
18 83 27
18 72 4
19 45 2
20 28 49
20 68 66
20 55 7
20 77 78
21 78 10
22 43 24
22 51 57
22 45 53
23 37 50
23 59 32
24 66 74
24 69 98
24 77 31
25 29 50
25 54 23
26 35 86
27 100 85
27 96 34
29 75 97
29 43 88
29 65 44
29 48 69
31 63 6
31 45 21
32 80 71
32 36 90
32 99 34
33 94 47
33 74 80
34 41 84
34 100 90
34 99 81
35 88 38
35 58 55
35 45 12
36 38 14
36 85 65
37 57 49
37 56 48
37 74 50
37 53 43
38 84 38
39 49 31
39 41 64
39 60 47
40 41 98
41 73 79
41 55 5
41 44 89
44 90 56
44 79 36
45 65 91
45 100 64
45 70 19
46 58 36
46 100 10
47 87 11
48 98 88
50 81 21
51 91 39
51 54 75
52 68 21
52 74 19
53 87 63
54 82 9
54 84 40
56 61 98
57 62 38
58 89 95
58 98 25
59 66 83
59 79 83
60 71 89
61 93 51
61 69 29
61 95 13
66 81 37
68 96 36
68 85 90
69 73 25
69 88 40
69 98 19
70 71 40
72 96 9
72 73 98
75 98 63
76 86 5
77 95 16
78 99 9
78 95 39
81 96 8
86 96 16
87 95 72
94 97 56
