1000 1500
1 128 32
1 886 36
1 505 40
2 590 63
2 875 54
2 926 49
2 297 62
2 380 20
2 861 52
3 800 84
4 7 54
4 349 62
4 865 93
5 989 36
6 601 24
6 855 87
7 274 18
7 931 57
7 9 28
7 282 19
8 504 7
8 281 76
8 276 61
8 493 44
8 584 85
9 416 59
9 247 76
10 847 26
10 423 71
11 646 46
11 694 100
12 320 52
12 374 87
12 1000 21
12 881 58
12 770 58
13 379 79
13 135 71
14 205 50
14 38 25
15 360 47
15 192 61
15 643 14
15 893 54
15 757 93
16 559 70
16 160 98
17 203 59
17 908 23
17 195 12
18 439 72
19 814 14
19 277 69
19 832 30
20 806 80
20 62 89
20 82 44
20 963 17
20 971 11
21 114 17
21 320 58
21 571 36
22 962 55
22 251 31
23 900 87
23 503 86
24 79 98
25 177 52
25 103 46
26 454 99
26 56 86
27 883 6
27 104 78
28 517 40
29 184 39
30 124 96
30 462 17
30 294 47
31 965 39
31 256 52
31 425 71
32 845 36
32 582 63
32 632 76
32 658 16
33 189 4
33 691 6
34 922 38
34 856 26
35 542 13
35 488 90
35 853 16
36 634 99
36 186 90
37 783 33
38 637 2
38 143 96
38 940 58
38 487 52
38 970 97
39 840 11
40 121 50
41 975 100
42 658 50
42 838 51
43 975 36
43 236 60
43 949 51
44 216 55
44 186 42
44 333 6
44 822 23
45 953 38
45 587 84
45 359 89
45 76 17
45 429 82
46 850 66
46 987 26
47 944 95
47 932 100
48 300 55
48 502 40
48 674 54
48 103 63
49 52 46
50 750 83
50 65 50
50 399 30
50 311 50
51 534 65
51 647 44
51 115 50
51 650 52
51 565 5
52 997 98
52 429 34
52 164 28
52 191 43
53 433 93
53 431 48
53 301 28
53 80 59
53 168 19
53 420 86
53 156 6
54 618 3
54 721 85
55 966 26
55 526 72
56 432 92
56 565 22
56 344 3
56 553 94
56 206 2
57 100 79
57 910 13
58 909 38
58 517 68
58 232 88
59 190 62
59 698 48
60 399 86
60 807 47
61 936 17
61 191 58
61 481 92
61 444 57
61 612 37
61 487 60
62 600 9
62 391 53
63 461 5
63 523 42
64 786 86
64 471 25
64 913 89
64 254 58
66 406 95
66 121 56
67 611 98
67 624 99
67 243 17
67 93 17
67 548 74
67 330 98
68 789 76
68 483 41
68 341 58
69 245 30
69 705 92
70 213 59
71 853 33
71 300 69
71 786 31
72 813 80
72 369 47
73 437 57
73 711 61
73 183 55
74 630 48
74 225 8
74 357 92
74 122 28
75 512 86
75 116 2
75 82 76
76 89 26
77 753 44
77 174 79
78 652 39
78 402 58
79 961 14
79 511 63
80 541 61
80 685 14
80 486 31
81 221 83
81 488 59
81 549 48
82 902 41
82 766 55
82 442 39
83 715 66
83 829 85
84 646 80
84 927 16
84 742 72
85 591 92
86 158 21
86 492 19
87 184 77
87 568 12
87 794 90
88 241 55
88 691 57
88 869 58
88 341 12
88 687 49
88 541 46
89 155 10
90 942 79
90 821 49
90 911 26
91 409 54
91 814 80
91 730 84
92 845 89
94 127 4
94 226 77
95 364 43
95 858 30
95 942 25
96 831 43
96 524 25
96 403 41
97 554 69
97 824 91
97 518 56
98 120 2
98 409 64
98 964 92
99 111 44
99 446 17
99 770 78
100 250 16
