100 150
1 90 13
2 42 11
2 59 44
2 69 50
2 74 41
2 54 58
3 90 18
3 54 4
4 97 20
4 38 36
5 13 3
5 92 9
5 71 22
6 72 25
6 15 64
6 92 8
6 90 57
7 81 41
7 70 68
7 31 75
7 50 86
8 68 70
8 74 38
8 96 84
9 88 14
9 25 24
10 69 20
10 43 23
10 20 11
10 24 22
11 31 42
11 52 43
11 27 18
11 19 35
12 76 42
12 35 16
12 82 57
12 18 70
13 46 40
13 22 14
13 38 1
13 44 10
14 38 31
14 63 72
14 29 68
15 20 39
15 96 64
16 17 14
16 27 28
16 65 62
17 53 57
17 71 14
18 24 35
18 34 65
19 52 46
19 44 18
19 92 42
19 59 82
20 45 19
20 88 36
21 49 15
21 80 82
21 75 97
22 44 91
22 72 59
22 28 74
23 87 80
23 47 42
23 36 36
23 57 86
24 41 71
24 76 91
25 94 36
25 59 69
25 47 63
26 32 43
26 66 85
26 47 97
27 54 29
27 38 58
28 47 15
28 59 46
29 66 10
29 44 65
30 52 98
31 88 84
32 89 33
33 90 84
34 49 43
36 86 71
36 80 14
37 64 69
37 48 12
38 49 75
39 77 92
39 53 82
40 48 61
40 60 63
40 84 29
41 43 75
41 86 70
43 73 64
45 88 30
47 57 96
49 59 59
50 57 82
51 67 20
52 90 54
53 58 59
54 87 15
54 64 16
55 85 58
55 94 65
55 79 97
56 67 67
56 82 29
58 100 34
58 60 53
58 63 29
58 79 26
58 72 84
60 84 52
61 93 57
61 74 64
62 86 29
62 91 20
63 74 51
65 92 34
66 85 3
68 82 47
69 92 99
70 89 29
71 98 46
71 76 70
73 84 43
73 94 39
75 82 38
75 92 66
76 86 65
77 95 32
78 83 93
78 79 73
79 83 82
79 99 56
80 93 59
86 91 41
87 98 17
91 98 79
92 99 79
95 96 88
