100 110
1 9 45
2 25 71
2 26 46
2 62 51
2 80 7
2 22 100
3 94 45
3 60 35
4 70 30
4 51 93
4 74 18
5 19 93
5 49 73
6 28 26
6 9 82
6 78 45
7 61 71
8 35 32
8 39 58
9 29 62
9 69 18
10 27 91
11 100 85
12 46 6
13 64 74
13 42 82
13 88 54
13 97 52
14 83 70
14 32 99
14 43 68
14 98 19
15 71 4
15 20 56
16 44 42
17 45 53
17 95 55
17 67 87
17 76 9
18 69 77
19 59 31
19 71 55
20 74 72
20 65 29
20 73 99
21 22 65
22 89 13
22 27 59
22 69 88
23 82 88
23 52 3
23 72 69
23 34 20
23 33 73
24 37 20
26 88 17
27 30 19
28 34 67
31 62 95
32 77 100
33 53 81
35 56 31
35 66 91
36 37 94
36 48 22
36 92 21
37 65 84
38 75 75
38 66 26
39 72 59
40 60 24
41 45 15
43 44 76
45 85 100
46 63 87
47 86 97
47 73 52
48 61 7
49 86 66
50 87 33
50 93 60
53 90 2
54 70 45
54 74 20
55 68 96
57 97 34
57 94 16
58 84 65
59 78 3
59 76 99
60 81 88
60 79 27
61 73 99
62 65 86
63 68 90
63 76 19
67 84 90
67 96 41
71 74 66
72 98 4
74 93 67
74 92 49
76 94 89
79 99 68
79 80 99
84 90 47
85 98 83
91 94 50
92 96 1
95 100 31
