10000 12500
1 2746 92
1 2551 76
2 9275 35
3 4827 87
4 7989 97
4 4327 88
4 5389 1
5 238 7
5 4513 25
6 2600 11
6 1972 62
7 3299 94
7 5272 72
7 8101 26
8 6963 9
8 782 40
8 31 90
8 8445 13
9 6956 21
9 5221 88
10 8949 33
10 3664 87
11 352 49
12 9545 14
12 39 59
12 8498 8
13 9465 4
13 141 67
14 3728 49
14 3745 47
15 8482 40
16 814 50
17 466 31
17 815 14
18 6932 94
18 3725 80
19 532 1
19 6327 55
19 1858 12
19 4349 53
19 6081 30
20 4401 62
20 4086 16
20 6971 41
20 7743 81
20 7190 72
21 8806 25
21 6939 91
21 450 88
22 7945 54
22 4354 6
22 5258 85
22 8187 60
23 4898 25
24 5324 67
24 189 81
24 4469 22
25 6119 37
25 8503 4
26 5869 9
26 1760 55
26 3403 33
27 9493 1
28 8624 34
29 2425 23
30 3518 98
30 2014 47
30 6149 60
30 5188 4
31 389 94
31 9815 55
31 3630 84
32 2431 24
32 2053 22
32 2953 96
33 5393 79
33 4013 93
34 2226 78
34 4687 38
35 2460 37
35 6699 39
36 1487 21
36 3021 93
36 5030 29
36 512 92
37 4519 1
37 3479 74
37 1320 20
37 5137 40
38 6568 13
38 8083 24
38 2392 21
39 9792 62
39 9424 26
39 9709 100
39 3173 4
39 7292 80
40 6136 7
40 2071 2
41 5993 90
42 8980 48
42 8067 1
42 9116 2
43 3943 59
43 7203 4
43 2451 97
44 878 86
44 6325 49
45 6812 31
45 9825 8
46 6069 60
46 4072 3
46 3529 29
47 1207 39
47 5361 46
48 377 98
48 6015 48
48 8507 68
48 6280 87
48 1509 20
49 8796 41
50 143 11
50 6323 5
50 8476 65
51 4478 58
51 3669 15
51 9513 37
51 7075 93
51 5013 25
52 4848 34
53 6186 21
53 307 79
54 6261 56
54 9676 1
54 8096 33
55 5689 14
55 7628 95
55 2885 53
55 1493 10
56 8749 54
56 5578 22
56 900 35
56 3685 48
56 3385 78
56 5456 54
57 8735 55
58 1480 11
58 4714 41
58 7886 65
59 2739 87
59 413 86
60 2287 96
60 808 19
61 570 70
62 4436 15
62 2316 48
62 2302 89
62 4168 7
62 4550 44
63 8701 90
63 2154 23
63 9229 93
64 3430 3
65 7606 90
65 5827 81
65 2207 66
65 8100 80
66 4277 32
66 5089 98
67 1528 31
67 3469 52
68 2457 6
68 4649 69
69 6591 46
69 8361 30
69 2211 75
69 5008 52
69 4195 18
70 7888 42
71 4574 4
71 787 42
72 8061 65
73 2270 92
73 7028 69
73 3565 88
73 640 10
73 8820 79
73 3205 36
74 4024 11
75 3086 70
75 1948 50
76 1334 88
77 4100 2
77 5181 63
78 4569 100
79 4605 69
79 757 18
79 8258 10
79 4848 56
80 7639 42
80 4622 71
80 2126 36
80 2030 38
80 1800 55
81 1164 42
81 879 1
82 3099 34
82 9770 23
83 6459 11
83 9080 52
84 8853 93
84 6734 69
85 6370 73
85 801 86
85 6019 14
85 270 61
85 7356 68
86 9996 67
86 7936 71
86 1450 9
87 5509 82
87 4743 90
87 1497 74
87 4914 10
87 5503 96
88 7022 35
89 2533 33
89 6488 38
90 4281 98
91 9905 3
91 4956 64
91 9160 52
92 8398 80
92 1911 1
92 5907 14
92 936 45
92 9193 72
92 2453 54
93 2885 53
93 2606 10
94 5069 14
94 4166 48
94 703 77
94 3931 38
95 2502 38
96 4082 12
96 7039 43
97 2646 28
97 7981 3
98 1561 54
98 5809 83
98 3630 54
99 7356 13
100 6012 69
101 4754 85
102 6241 18
103 2795 15
103 9651 92
104 3963 25
104 8671 25
105 2426 65
105 1697 90
105 4689 8
105 484 35
106 3693 51
106 1470 71
106 8237 11
106 3585 100
107 2789 46
107 7507 51
108 2563 59
109 2017 51
109 9550 34
109 7783 14
110 3832 96
110 2515 35
110 4396 89
111 7327 5
111 416 28
112 5338 9
112 701 22
112 8222 29
112 5830 14
113 2514 98
113 8961 78
113 1980 9
113 6542 59
113 1334 22
114 9818 35
114 630 12
114 9071 22
115 5716 80
115 8888 31
116 2577 77
116 6154 74
117 9956 62
117 2181 42
118 3075 76
119 2573 82
119 839 65
120 4787 81
120 9696 49
120 4042 60
121 978 55
121 9754 80
122 9327 94
122 141 27
122 2245 43
123 6435 38
124 2921 13
125 4301 35
126 3083 5
126 2773 23
126 6263 69
126 8699 48
126 8183 78
127 8974 53
127 3278 14
128 5675 11
129 1453 23
129 3074 74
129 4407 93
130 568 11
130 4430 8
130 1009 16
131 6395 59
132 8717 79
132 3258 30
133 6368 88
133 1911 50
134 2600 84
134 8186 23
135 5542 44
135 9415 87
136 4224 44
137 9163 53
137 6928 88
137 7367 98
138 2240 14
138 5745 75
139 4524 56
139 3114 43
139 9497 19
139 4311 71
139 5848 43
140 5490 25
140 5742 64
140 8271 72
140 2803 1
141 8946 87
141 5505 83
141 2437 24
142 4640 11
142 8753 76
142 4354 4
142 6818 17
143 9360 7
143 9845 95
144 361 55
144 5449 39
145 6106 60
146 9808 41
146 3193 100
147 1039 83
148 605 82
148 3500 60
149 9537 31
149 2016 70
150 3935 84
150 8093 8
151 9571 41
151 2364 57
151 5744 35
151 4273 37
152 3814 59
152 4835 24
152 1630 12
153 9516 78
153 694 24
153 8048 32
154 4536 28
154 5746 89
155 1316 60
155 421 91
156 4455 32
156 1559 10
156 3420 9
157 7890 31
157 9459 89
158 6805 75
158 6058 49
159 491 70
160 7917 80
160 7718 87
160 2382 29
160 3748 1
161 8279 32
161 6211 52
162 5247 47
162 7742 88
163 2850 91
163 6500 56
163 7949 12
163 8979 90
163 2653 50
163 429 70
164 7336 73
164 2890 63
165 8667 86
165 2940 57
165 5774 85
165 1072 47
165 9447 13
165 1211 54
166 1523 23
166 9018 57
167 1581 80
167 9273 50
168 6085 63
168 7229 21
168 2825 3
168 5645 37
169 8788 64
169 8004 73
169 5934 59
169 7768 19
170 5008 32
171 5595 4
172 4147 78
172 9560 86
173 224 28
173 2131 45
174 7697 38
174 7071 57
175 1430 78
175 4617 4
176 9200 5
176 1164 34
177 8170 95
177 1907 48
178 1913 67
178 4421 33
178 544 36
178 6905 39
178 2509 28
179 6100 97
179 6324 59
179 6914 50
180 9377 3
180 1196 79
181 2833 23
181 1101 69
181 2423 36
181 3361 47
182 8424 15
182 6321 21
183 430 9
183 8712 37
183 7513 62
184 582 83
185 7612 64
185 604 53
186 4278 5
186 9760 51
186 4146 61
186 9041 12
187 3759 76
187 6351 88
188 7305 61
189 9352 56
189 3948 70
189 4264 44
189 5191 73
189 592 57
190 410 89
191 2466 9
191 3207 16
192 3495 86
192 4320 58
192 983 54
192 2542 63
193 5161 42
193 5591 8
193 3281 37
194 9514 54
194 7570 97
195 2156 21
195 2145 45
195 8332 84
195 3216 20
196 9204 67
196 573 45
196 4026 12
197 4802 30
197 3054 87
197 9919 46
197 8119 26
198 8519 52
198 8483 64
199 7720 83
199 7195 44
200 9503 68
200 1892 57
200 6745 93
200 4553 99
201 3070 34
201 2871 97
201 6924 57
202 5917 75
203 1247 98
203 628 12
204 9203 4
204 6299 68
205 6482 14
205 4021 14
206 1583 20
206 5294 81
206 6496 39
206 2108 96
207 4188 86
207 9666 77
207 8756 65
208 3155 87
209 5451 14
209 654 11
210 4305 99
210 452 37
211 1269 76
211 9136 57
211 8946 83
212 5572 92
212 1355 90
213 9464 57
213 9422 23
213 2715 97
214 7182 52
214 6221 30
214 2692 48
215 7024 22
215 5975 69
215 7887 76
215 6674 100
216 7481 27
217 5878 48
217 9528 92
217 8168 83
218 7382 65
218 4180 76
218 9325 91
219 3538 65
219 744 51
219 4066 68
220 9372 27
220 5462 66
220 4389 14
220 8126 99
220 2725 78
220 1208 31
221 7546 67
222 6889 19
222 7912 41
222 6718 73
223 8028 39
223 6736 4
224 4107 89
225 2972 53
225 4286 87
225 9088 27
225 6929 17
226 7138 81
227 5693 48
227 8192 46
228 9822 97
229 8495 17
230 9880 63
231 9896 84
232 8866 39
232 3575 91
233 5956 11
233 7530 13
234 9566 68
234 8810 52
234 1523 51
235 9371 37
235 1996 74
235 6098 62
