100 110
1 92 26
1 78 27
2 24 78
2 49 92
2 33 18
3 98 2
3 82 61
4 35 2
4 72 49
4 51 67
5 66 16
5 53 68
6 7 71
6 87 79
8 44 97
9 47 64
9 89 2
10 12 11
10 14 16
11 25 46
12 88 16
12 57 31
13 19 29
13 45 40
14 38 14
15 68 60
15 29 33
16 36 5
16 73 89
16 63 72
17 93 24
17 91 45
18 45 70
18 35 48
19 52 65
19 98 40
20 99 95
20 58 73
20 84 61
21 43 52
21 60 44
22 55 83
22 25 6
23 96 53
23 80 66
23 71 79
24 28 9
25 67 60
25 33 50
25 44 31
25 46 26
26 85 97
26 52 11
27 95 68
27 55 48
29 44 80
30 85 37
30 82 13
31 52 46
32 64 41
32 50 23
32 51 1
34 54 94
34 40 24
34 72 9
35 73 31
37 69 50
37 82 78
38 56 58
39 72 9
40 79 1
41 56 12
42 70 71
42 83 89
46 72 2
48 56 62
49 51 16
51 61 86
51 94 15
51 80 45
51 57 48
52 79 77
53 75 27
53 63 100
56 63 19
57 91 42
58 59 6
58 86 31
60 73 20
61 76 90
62 89 56
62 74 31
63 66 80
63 78 48
65 71 5
71 81 78
74 84 22
74 88 23
75 91 47
77 84 74
77 94 15
80 86 11
81 89 31
82 96 85
82 87 17
83 100 34
83 97 33
84 97 48
84 87 46
87 90 82
