10000 30000
1 2078 14
1 745 89
1 3370 28
1 9554 28
1 7240 12
1 4604 35
1 1274 29
1 7433 82
1 6285 48
1 2203 49
2 9584 37
2 5700 50
2 9711 76
3 6321 45
3 2185 61
4 1589 74
4 2858 36
4 1906 87
4 9516 51
4 2540 89
4 5413 26
5 5950 19
5 8844 75
5 414 72
5 5252 82
5 115 97
5 2789 79
6 6061 60
6 1923 36
6 8932 38
6 5196 85
6 1162 15
7 789 51
7 1306 48
7 6459 50
7 3273 9
7 7969 65
7 345 29
8 4857 60
8 7565 12
8 6398 71
8 6741 72
8 2671 91
8 2426 21
8 8177 14
8 3549 3
9 5267 75
9 8358 17
9 1973 52
9 4429 46
9 8450 74
9 9214 68
9 1142 7
9 1127 52
9 9616 61
9 4561 12
9 5198 37
10 1650 31
10 8067 4
10 5937 26
10 5863 26
10 8870 17
11 9933 28
11 5972 2
11 5139 37
11 6610 79
11 1543 80
11 542 11
11 9163 4
12 6698 44
12 7831 54
12 9327 18
12 6931 5
12 3990 2
12 7777 74
12 6882 94
12 9468 35
13 5480 52
13 4305 81
13 5816 1
13 2474 43
13 3273 97
13 9835 83
14 7258 78
14 3346 93
14 6788 97
14 3429 11
14 8436 63
14 9162 95
14 2956 13
15 8613 95
15 2317 9
15 3814 76
15 5150 88
15 6919 63
15 3719 26
15 2570 40
15 4383 32
16 2077 69
16 1578 62
16 4388 55
16 8493 91
16 5801 37
16 4588 78
17 1224 8
17 2470 80
17 9081 1
17 3644 68
18 4793 95
18 1689 38
18 827 93
18 1162 12
19 8941 4
19 3038 16
19 7794 57
19 8842 90
19 6256 50
19 4388 42
20 3201 97
20 4767 51
20 2798 72
20 2458 49
21 7997 60
21 2957 32
21 6943 49
22 4016 62
22 3452 97
22 2553 32
22 6653 59
22 1377 37
22 356 3
23 6217 64
23 1056 57
23 8273 22
23 1705 73
23 6936 1
23 8770 17
23 7842 59
24 2650 2
24 256 29
24 9353 14
24 5349 24
24 6950 35
25 9668 88
25 8641 27
25 4158 30
25 5001 80
25 133 94
25 5773 23
25 7344 42
26 1003 80
26 2929 69
26 4043 3
26 5570 29
27 7000 60
27 7862 79
27 4924 11
27 403 90
27 9072 65
27 379 16
27 9344 34
27 5376 29
27 8227 9
28 7043 37
28 1638 49
28 6539 58
28 9737 32
28 5211 97
28 9471 56
28 3665 51
28 2695 47
29 6079 21
29 6928 89
29 1194 81
30 8200 10
30 5092 74
30 6429 57
30 8580 74
30 9132 48
31 3310 6
31 6188 19
31 9306 6
32 206 11
32 9102 72
32 5184 51
32 5984 57
33 7821 5
33 2998 99
33 6365 20
33 122 44
33 1272 80
33 8405 54
33 4936 28
33 1225 30
34 1483 82
34 7396 91
34 8729 73
34 7560 22
35 6373 90
35 6351 77
35 7063 25
35 9865 89
35 5623 30
35 9982 81
35 792 99
36 2796 62
36 3821 89
36 3787 27
36 9531 100
36 7952 65
36 2066 93
37 6136 48
37 9147 78
37 5755 73
37 7122 25
37 9567 97
38 4328 53
38 1728 43
38 463 61
38 5756 5
39 6926 9
39 2623 50
39 4258 2
39 3261 61
39 6791 57
39 772 29
39 3166 83
39 6367 97
40 2555 16
40 7033 69
40 8128 24
40 9645 100
40 2463 26
40 3355 74
41 2240 93
41 1242 33
41 2866 72
41 4604 38
41 7184 98
42 5252 36
42 3467 15
42 6447 1
42 9190 68
42 6463 82
43 8150 63
43 3586 7
43 6290 71
43 4043 60
43 4718 14
44 8149 6
44 5998 27
44 6570 78
44 7637 44
44 7078 86
44 8227 48
45 6607 41
45 904 54
45 8906 25
45 7941 78
45 9081 79
46 2341 56
46 7596 36
46 8819 18
46 8439 94
47 7638 84
47 2871 88
47 1756 19
47 8483 27
48 5869 1
48 3039 22
48 1306 45
48 5248 98
48 5231 89
48 8324 15
48 2576 72
49 5212 60
49 1516 96
49 2092 77
49 9549 53
49 4924 32
49 3230 73
50 5029 72
50 5546 69
50 2116 80
50 5750 43
50 1181 67
50 8873 56
50 7183 15
50 2775 26
51 7381 4
51 9509 80
51 8269 80
51 1194 46
51 9696 83
52 1264 10
52 3956 80
52 3960 21
52 9897 46
52 9375 13
52 8240 13
52 8013 95
52 2760 35
52 4970 59
53 9464 91
53 376 66
53 900 64
53 5187 63
54 6635 99
54 5208 11
54 6941 8
54 599 99
54 1662 19
54 4063 16
55 6484 35
55 3868 57
55 5421 24
55 3604 60
55 130 21
55 1921 61
55 7338 86
56 6857 8
56 8700 1
56 2882 28
57 821 2
57 613 47
57 8848 55
58 3861 18
58 3305 86
58 5856 26
58 4821 54
58 9245 82
58 9478 90
58 5118 27
58 7134 75
58 97 41
58 7874 88
58 6345 71
58 7866 55
58 989 60
59 6193 32
59 4235 13
59 5965 6
59 9140 79
60 7799 6
60 3919 40
60 317 80
60 4602 24
60 862 53
60 1882 74
61 8473 79
61 5644 59
61 1722 80
62 4907 38
62 4639 55
62 2802 54
63 9142 43
63 4815 37
63 636 53
63 4457 49
63 9606 11
63 255 66
63 9131 18
63 7768 60
63 4466 85
64 4704 2
64 7718 21
64 237 75
64 1533 15
64 3685 61
64 3011 90
64 6590 85
65 9563 17
65 5528 58
65 2978 97
65 6164 22
65 6097 86
65 2246 29
65 7111 20
65 663 29
65 4157 63
65 6133 82
66 5256 88
66 3362 55
66 2113 62
67 7865 59
67 5788 24
67 5851 57
67 9720 86
67 7843 92
67 9946 35
68 8826 32
68 3756 56
68 347 24
69 1405 9
69 8792 88
69 6619 46
69 5139 44
69 1288 65
69 334 9
69 1023 17
69 632 58
70 9803 38
70 8955 28
70 7284 4
70 8976 88
70 866 60
70 1394 25
70 5906 55
70 1768 89
71 3447 99
71 3110 78
71 8929 79
71 6301 8
71 2699 44
71 9567 36
71 8274 81
71 1058 64
71 2834 64
71 4942 76
71 247 34
72 2451 14
72 5031 63
72 6529 4
72 5033 64
73 8423 66
73 832 45
73 9034 68
73 7936 79
73 6361 78
73 9259 44
73 8061 96
74 7982 38
74 8991 15
74 4713 57
74 5775 19
74 9258 67
74 1815 86
75 1947 41
75 4415 84
75 8859 37
75 5359 94
75 5134 41
76 9668 3
76 7993 99
76 1465 46
76 8862 73
76 6201 13
76 9811 81
76 1355 15
77 5357 89
77 6006 57
77 2439 9
77 2345 67
77 5358 18
77 7579 62
77 5495 52
77 3903 49
77 7630 97
78 6193 48
79 9325 45
79 1498 75
79 4635 30
79 1437 88
79 411 91
79 7813 75
79 5119 44
79 9749 97
79 3615 49
80 6859 8
80 4252 59
80 4596 87
80 3741 27
80 5895 58
80 4074 34
80 5156 6
81 6448 35
81 6131 61
81 3057 74
81 4773 19
82 741 24
82 8257 58
83 2079 24
83 4138 11
83 3919 29
83 7572 100
84 5655 36
84 4113 92
84 2228 96
84 197 79
84 9983 27
84 9101 73
84 2307 9
84 2912 2
85 6867 33
85 2945 82
85 2172 31
85 6044 89
85 3806 37
85 1156 94
86 1032 77
86 782 83
86 5431 37
86 7294 72
86 5088 49
86 2774 95
86 5405 55
86 7682 80
86 3024 100
86 3614 10
86 947 79
86 2179 47
86 9733 83
86 5505 66
86 6761 22
86 8667 44
87 9343 39
87 7275 86
87 2851 83
87 3786 61
87 9744 64
87 7080 27
88 9594 37
88 2693 95
88 256 100
88 2231 72
88 7640 24
88 8091 9
88 4835 14
88 5666 93
88 5658 70
89 7225 57
89 7656 72
89 9793 48
89 2211 11
89 1496 17
89 3601 16
89 519 100
89 9725 72
89 1824 32
90 8162 47
90 5096 43
90 5534 2
90 9930 69
91 6786 25
91 1970 47
91 7411 95
91 1076 38
91 4223 2
91 621 4
91 9512 37
92 1506 61
92 2611 20
92 5323 98
92 4870 29
92 6747 36
93 1258 24
93 3785 52
94 5128 94
94 8555 13
94 291 66
94 8794 9
94 1074 59
95 288 44
95 1064 61
95 6126 21
95 5570 40
95 8014 100
95 6505 24
95 3845 81
96 9567 49
96 4309 78
96 460 80
96 2276 43
96 1853 4
97 6232 18
97 4862 44
97 6682 11
97 5445 37
98 2921 65
98 1537 1
98 7385 62
98 7268 76
98 8221 6
98 3771 66
98 5092 56
99 2440 92
99 1199 13
99 7098 51
99 4755 68
100 6800 64
100 4293 40
100 8746 7
101 6288 30
101 8160 93
101 5414 32
101 3983 66
101 1669 30
101 3443 71
101 7427 93
102 1801 69
102 7059 81
102 6071 92
103 5923 71
103 4356 58
103 7625 17
103 1182 70
103 9421 67
103 5545 66
103 7552 53
103 8308 94
103 7338 98
103 2109 48
104 7819 6
104 5055 87
104 5526 34
104 5745 39
104 1861 47
104 2257 31
104 6133 31
104 4353 11
104 7588 77
104 4948 60
104 6116 65
105 605 68
105 9831 52
105 8880 13
105 2066 94
105 4218 9
105 622 38
105 3404 94
106 3773 13
106 6251 42
106 2016 89
106 6289 79
106 2029 58
106 3853 78
107 5529 13
107 4328 94
107 9404 12
107 4276 18
107 5844 35
107 1448 10
108 3397 68
108 9644 79
108 7259 14
109 1088 76
109 208 83
109 9114 20
109 4865 26
110 399 60
110 3069 74
110 5966 36
110 934 77
110 6970 95
110 3728 69
110 6662 85
110 8176 94
111 540 99
111 8514 73
111 1955 16
111 4498 50
111 2315 86
111 5032 33
112 1950 68
112 3149 40
112 3164 43
112 4584 91
112 7241 1
112 8589 42
113 4666 64
113 9498 79
113 1862 42
113 888 69
114 1818 1
114 7312 63
114 1278 85
114 6252 85
115 1474 52
115 4081 65
115 5792 82
115 9226 32
116 5690 15
116 241 62
116 6110 5
116 8685 33
116 325 77
116 2304 86
116 6074 65
116 3142 23
116 7020 67
116 749 39
116 7157 24
116 6851 27
117 2026 16
117 7995 63
117 5178 6
117 3968 20
118 3802 34
118 8945 80
118 4560 82
118 1139 83
118 1196 68
118 9437 56
118 8812 78
119 9221 31
119 6099 21
119 8359 16
119 2020 73
120 3124 79
121 5736 69
121 1054 15
121 7247 98
121 5649 30
121 2912 43
121 7024 73
121 6074 24
122 812 86
122 2678 3
122 5818 89
122 5406 63
122 3606 97
122 8619 97
122 5820 52
122 7302 69
122 4545 73
122 8413 99
123 7653 85
123 2093 39
123 2442 80
123 8155 90
123 280 10
123 7518 33
124 3139 6
124 6894 78
124 7181 22
124 3906 15
124 5406 58
125 6866 50
125 3498 75
125 329 97
125 6497 56
125 7604 100
125 3287 19
125 8067 72
125 1873 97
125 1164 75
125 8973 85
126 5049 20
126 8180 91
127 1749 54
127 7054 33
127 7814 85
127 3427 40
127 1257 97
128 8826 70
128 6460 81
128 3285 67
128 4503 87
128 4641 69
128 4106 56
129 7378 68
129 8939 75
129 6580 61
129 8277 96
129 6305 100
129 2998 1
129 6588 60
129 7054 71
130 2815 72
130 4301 80
130 9289 60
130 6230 14
130 5002 75
130 2394 47
130 5014 90
130 3278 8
130 1520 36
131 1940 92
131 9639 62
131 9258 16
131 7903 31
131 956 76
131 3285 59
131 1464 44
132 1834 4
132 9282 76
133 1210 99
133 2484 90
133 5462 15
133 6695 91
133 3130 48
133 7302 7
133 2416 94
134 7531 58
134 7443 61
134 5884 80
134 8253 14
134 2646 22
134 3501 50
134 6473 35
135 891 20
135 9278 68
135 4185 70
135 2932 36
135 9984 59
135 2740 53
135 5218 72
135 7422 28
136 3142 31
136 1611 19
136 1289 46
136 6944 15
136 535 9
137 3286 2
137 1376 27
137 8218 83
137 6920 86
137 2846 32
137 1439 89
137 2772 95
137 8683 22
137 346 50
138 327 26
138 6497 64
138 831 12
138 8833 40
139 8407 98
139 3361 8
139 7921 97
139 4925 23
139 3941 40
139 5543 7
139 2063 4
140 3687 13
140 8337 96
140 6676 19
140 4936 26
141 8827 87
141 8511 49
141 5059 27
141 2211 85
141 9393 88
141 4620 69
142 5854 49
142 9023 50
142 6419 12
143 8947 54
143 9734 50
143 7499 20
143 2489 94
144 3281 38
144 4039 49
144 429 82
144 8332 54
144 6884 8
144 4717 74
145 1754 31
145 5658 85
145 6710 55
145 5973 25
145 8565 68
146 9059 86
146 5618 10
146 4318 53
146 1645 60
146 6739 15
146 7504 37
146 6104 20
146 9915 50
146 6542 38
147 8242 68
147 2950 25
147 346 2
147 6805 75
147 1067 89
148 4800 88
148 2985 52
148 7447 25
149 9898 40
149 5725 25
149 2631 71
149 592 79
149 5287 55
149 3882 26
149 2332 61
150 6317 86
150 6410 45
150 5244 91
150 9037 70
151 7129 40
151 9568 54
151 7766 100
151 9263 25
151 259 99
151 224 89
151 4112 46
152 3708 1
152 1197 23
152 3574 91
152 8876 4
152 5854 47
153 8867 38
153 1648 2
153 9410 67
153 9329 20
153 1864 83
154 9738 54
154 7748 88
154 3661 89
154 6768 94
154 5564 19
154 9354 65
154 7078 77
154 2322 72
154 2764 48
154 7594 78
155 8974 83
155 1206 13
155 1276 32
155 4206 41
155 4699 79
155 619 90
155 626 93
156 9058 42
156 7149 30
156 8997 93
156 2321 57
156 1680 68
157 6909 37
157 7419 87
157 7978 83
157 3397 48
157 6717 39
157 7965 33
157 8601 18
158 2711 42
158 400 88
158 3905 51
158 6166 77
158 3940 19
158 3210 71
159 2583 56
159 5105 6
159 4548 55
159 528 1
159 3934 61
159 5441 11
160 4967 23
160 6719 26
160 2545 94
160 3133 37
160 2318 8
160 518 79
161 773 42
161 8304 13
161 466 95
161 9046 47
161 1259 43
161 7789 43
161 5342 27
161 2374 47
162 6044 97
162 9777 29
162 6263 90
162 1804 62
162 2758 79
162 1551 71
163 7274 12
163 4369 30
163 1826 38
164 6609 92
164 1261 89
164 5484 88
164 7173 89
164 5828 49
164 1478 59
165 9956 66
165 7451 48
165 7295 65
165 7379 33
165 3109 68
165 5735 17
165 4913 72
165 6198 69
165 4112 69
165 2056 24
165 7190 70
166 417 79
166 5632 59
167 6539 2
167 9611 33
167 2935 81
167 2554 92
167 9977 54
167 1328 66
167 4469 78
167 8558 31
167 9109 63
168 4678 61
168 8140 66
168 7514 93
168 2120 66
169 9118 79
169 9656 17
169 4689 80
169 6035 29
170 2623 70
170 5122 93
170 7405 44
170 2611 32
170 3781 25
170 4595 86
170 7470 66
171 603 21
171 4399 98
171 2199 10
171 9012 66
172 709 62
172 1167 58
172 8951 60
172 2630 84
172 8853 32
173 3523 5
173 1624 23
173 4425 50
173 6872 23
173 1725 25
173 6326 61
173 8098 37
173 272 5
173 6467 60
174 1983 26
174 3040 12
174 7878 83
174 1823 59
174 5544 81
174 681 41
174 5946 39
175 5617 88
175 4620 7
176 1765 25
176 4637 38
176 9803 31
176 9891 95
176 624 76
176 8103 24
176 2363 13
176 4229 54
177 1546 49
177 1119 65
177 444 68
177 222 49
177 3605 34
178 6141 24
178 7656 74
178 3463 100
178 1497 9
178 6302 7
178 1388 65
179 4539 15
179 6763 99
179 1961 14
179 5237 6
179 2736 93
180 4482 26
180 7245 91
180 7799 56
180 8787 34
180 2376 7
181 3490 68
181 1186 85
181 7814 87
181 7373 84
181 9337 71
181 3578 72
181 5605 80
182 3130 16
182 3898 11
182 9386 94
182 4432 41
182 7384 16
183 2333 64
183 2563 94
183 7729 60
183 3376 83
183 9963 27
183 8174 44
184 4365 27
184 2516 97
184 659 18
184 1745 26
184 5691 39
184 6291 36
184 6797 36
184 3615 97
185 6695 21
185 3737 59
185 4998 72
185 1300 2
185 1198 38
185 8317 42
186 3031 28
186 2965 10
186 5975 47
186 6791 50
186 8617 51
186 6261 83
186 7257 75
187 9670 94
187 4768 94
187 870 46
187 6292 8
188 5680 63
188 8044 30
188 8022 28
188 1033 81
188 3714 58
188 7649 56
189 2001 6
189 4000 34
189 9950 60
189 6522 81
189 8389 67
189 4177 100
190 3310 53
190 1206 15
190 5021 62
190 7291 94
190 5194 35
191 7875 11
191 3937 38
191 1795 11
191 7983 72
191 8343 84
192 2855 70
192 1610 12
192 8426 19
193 8898 40
193 4042 92
193 4195 1
193 9962 17
193 357 6
193 4539 44
193 5354 35
194 3613 69
194 7386 30
194 2507 4
194 8470 62
194 2204 34
195 6374 99
195 2509 40
195 7216 80
196 1728 61
196 3390 56
196 6795 14
196 5712 6
196 2530 64
197 2015 1
197 3945 36
197 6244 41
197 642 63
