1000 1250
1 663 12
1 618 84
2 662 51
2 21 60
2 265 19
3 406 34
3 701 12
4 924 20
5 740 38
5 87 15
5 161 45
6 974 32
6 428 48
6 745 23
7 180 100
7 139 69
8 286 57
8 344 13
9 273 73
9 770 32
9 587 51
10 223 50
10 739 1
11 248 76
11 753 85
12 203 30
12 263 89
13 804 59
14 288 73
14 404 80
15 345 36
15 787 24
15 890 53
15 664 51
16 437 22
16 474 19
16 706 53
17 80 61
17 221 97
17 181 68
17 787 1
18 514 2
19 73 43
19 814 12
20 677 86
20 614 25
21 539 87
21 138 92
21 266 83
22 586 98
23 757 4
23 519 49
24 165 55
25 363 55
26 570 53
26 930 90
27 274 27
27 449 26
27 852 51
28 859 86
29 800 68
29 562 79
30 407 36
30 365 75
31 550 24
31 199 66
31 196 9
32 690 68
32 724 2
33 521 48
33 463 62
33 819 21
33 396 76
34 864 68
34 37 60
34 375 92
35 377 20
35 716 64
36 687 96
36 769 64
37 54 19
37 353 64
37 809 61
38 836 89
39 742 15
39 130 89
40 732 81
40 492 61
40 516 100
40 501 67
41 697 85
41 543 23
42 659 13
42 394 74
43 536 10
43 210 64
44 625 28
45 364 13
45 582 60
45 691 24
45 836 41
45 441 43
45 573 77
46 438 53
46 358 23
46 369 6
47 129 8
47 842 95
48 497 99
48 490 67
48 716 68
48 690 63
48 919 67
49 184 98
49 254 58
49 323 55
50 249 90
51 845 67
51 893 91
52 217 65
52 778 91
53 573 37
53 96 15
53 402 28
54 72 56
54 940 78
55 829 23
55 60 9
56 890 62
57 721 74
57 125 35
57 929 59
58 387 57
58 420 90
59 784 65
59 487 54
60 683 39
60 254 41
61 255 9
61 402 56
61 843 12
61 968 25
62 452 70
63 754 66
63 263 42
63 977 92
64 784 73
64 263 20
65 248 69
65 420 93
65 225 33
66 444 77
67 310 75
67 627 21
68 991 89
68 994 81
68 992 26
68 776 94
69 329 43
69 479 60
70 602 34
70 775 80
70 467 96
71 737 69
71 206 35
71 302 50
71 573 28
72 493 67
72 857 91
72 652 31
72 449 82
72 263 38
73 561 86
74 545 70
74 363 23
74 186 35
75 269 74
76 951 87
76 91 62
76 155 30
77 658 26
77 85 53
78 386 9
78 265 24
78 885 36
79 883 24
79 347 77
79 217 94
79 261 28
79 151 45
80 600 55
80 707 93
81 359 27
81 316 8
81 489 76
82 712 37
82 749 36
82 432 68
82 86 89
83 958 57
83 266 65
83 858 60
84 225 17
85 405 93
85 819 54
85 313 3
86 360 61
87 810 37
88 652 95
89 764 63
89 423 33
89 706 77
90 536 51
90 483 47
91 840 17
91 998 79
92 921 34
92 516 53
93 440 30
93 950 43
93 221 59
94 821 3
95 479 14
95 385 15
96 622 84
96 654 41
97 792 18
97 779 43
97 364 32
98 153 20
98 773 94
98 515 62
99 839 78
99 149 92
100 319 47
100 916 98
101 608 60
101 284 43
101 863 34
102 566 1
102 547 64
103 350 29
103 459 92
104 543 90
104 145 24
104 871 56
104 718 30
105 258 34
105 992 25
106 257 15
106 193 48
106 281 56
107 301 70
107 845 86
108 112 34
108 409 97
109 576 22
109 136 44
109 271 69
109 400 31
110 233 54
110 316 36
111 645 94
111 623 34
111 595 77
111 548 11
111 317 61
111 713 29
112 634 29
112 365 60
112 708 76
113 275 89
114 303 4
114 334 94
115 262 80
116 769 98
116 677 53
116 834 84
117 459 36
117 243 29
117 868 35
118 237 33
119 401 72
119 905 31
119 977 90
120 327 40
120 218 9
120 184 34
121 518 41
121 214 31
121 340 30
122 985 61
123 462 70
123 890 35
124 406 39
124 924 65
125 762 8
125 774 35
126 853 71
126 235 2
126 553 62
126 789 6
127 682 76
127 578 98
128 335 1
128 879 13
128 505 60
129 801 90
130 542 70
130 990 80
131 930 33
131 682 74
132 977 43
132 512 9
132 942 82
132 270 68
133 337 98
133 357 71
133 869 51
134 453 31
134 515 86
134 383 66
134 193 97
135 938 34
135 620 74
135 393 36
135 242 56
137 935 89
137 205 50
137 784 25
138 887 90
139 703 59
139 266 44
140 281 9
141 716 80
141 875 64
142 944 40
142 398 47
142 932 6
143 491 1
143 321 64
144 298 11
145 430 99
145 858 86
145 676 5
146 805 27
146 904 81
146 480 77
147 254 35
148 499 54
148 238 5
148 399 70
148 328 22
149 574 14
149 629 20
150 225 97
150 423 76
151 966 3
152 371 75
152 812 65
152 578 26
153 613 37
153 602 69
154 596 71
154 663 95
155 657 27
155 947 11
155 496 83
155 542 92
156 466 38
156 739 48
157 809 87
157 488 97
157 582 80
158 1000 29
159 781 2
159 730 51
159 404 80
159 735 84
160 509 24
161 176 1
162 272 14
163 612 16
164 779 27
164 550 69
164 171 95
165 209 72
165 440 76
165 789 53
166 234 44
166 942 85
166 723 90
167 756 60
168 927 40
169 540 85
169 949 16
169 455 18
170 402 98
170 583 73
171 405 3
172 287 91
173 744 25
173 803 5
173 967 31
174 610 62
174 757 28
174 575 13
175 472 43
175 448 89
175 263 94
176 184 98
177 584 53
177 921 50
178 367 81
178 660 64
179 520 1
179 621 35
179 333 6
180 906 84
181 232 20
181 402 18
181 350 98
182 734 74
182 700 24
183 788 48
183 636 42
183 658 72
184 244 13
185 187 35
185 742 39
186 841 66
186 912 94
186 671 30
187 997 76
187 494 30
187 845 41
187 896 3
188 384 94
188 957 55
189 293 40
190 546 49
190 256 62
191 808 97
192 308 74
192 404 5
192 475 11
192 538 58
194 319 76
195 355 69
195 248 100
196 472 84
196 699 62
197 814 47
197 588 35
198 768 100
198 661 64
199 505 96
200 968 60
200 724 18
201 903 69
201 376 43
202 353 51
203 537 14
203 932 45
203 272 73
203 552 61
203 417 62
204 732 60
205 233 10
205 524 68
206 577 59
206 720 47
207 924 11
208 844 29
208 512 47
208 692 61
209 628 69
210 468 81
210 743 57
210 697 51
211 796 46
211 799 19
212 707 9
213 224 56
213 868 88
213 948 9
213 579 99
214 289 60
214 992 3
215 986 63
216 629 47
218 311 10
218 282 9
218 437 5
219 765 12
219 399 17
220 758 89
220 372 18
220 227 44
220 956 90
220 490 12
221 928 86
221 528 46
221 851 8
221 462 6
222 656 30
223 383 9
225 295 67
226 545 31
226 773 92
227 750 49
228 827 29
228 658 54
229 892 44
229 281 50
229 914 49
230 855 96
230 728 58
231 686 24
231 899 86
232 532 19
232 351 58
233 340 30
233 258 42
234 959 10
235 657 87
236 330 87
236 523 24
236 574 38
237 838 14
238 694 50
238 554 60
239 891 11
239 375 84
240 726 34
240 753 19
241 787 94
242 978 59
243 981 57
243 723 34
243 284 70
245 800 10
245 612 81
246 486 83
247 292 47
247 927 22
247 334 19
247 939 50
248 270 25
248 556 44
249 422 30
250 741 24
250 945 95
251 830 35
251 719 84
252 611 50
252 424 82
253 275 55
253 709 82
253 463 46
255 679 18
256 901 90
256 519 30
256 516 53
256 935 39
257 745 31
258 433 11
258 700 41
259 728 93
260 547 72
261 468 4
262 578 32
262 777 18
263 995 26
263 339 89
263 431 32
263 746 55
264 759 83
264 569 43
264 414 11
264 347 73
264 482 33
265 785 2
267 743 85
268 905 34
268 656 70
269 888 83
269 399 45
270 592 38
270 523 14
271 835 43
272 361 54
272 422 46
272 942 29
273 939 51
273 342 5
274 471 27
274 739 58
275 621 49
275 964 12
276 798 93
276 312 6
276 980 73
277 412 82
277 837 27
278 985 30
279 814 78
279 713 65
279 709 57
280 522 1
280 965 88
282 823 27
282 630 55
282 588 48
283 588 57
283 305 35
284 832 17
284 856 92
284 300 4
285 554 97
287 442 55
288 317 16
289 701 19
289 607 13
290 726 79
291 612 72
291 878 75
292 495 23
293 673 82
293 711 96
293 640 98
294 637 59
294 825 35
295 598 57
295 846 16
295 752 87
295 397 46
