10000 11000
1 5283 14
1 600 66
1 980 93
1 4657 41
2 2517 20
3 3292 41
3 37 6
4 935 12
4 5855 48
4 2218 100
5 5336 42
5 3313 25
6 2193 92
6 2167 2
7 4756 54
7 5467 84
8 8392 1
8 2920 39
8 585 2
9 7109 74
9 5723 77
10 1836 4
10 5065 18
11 4768 16
11 4188 67
11 3157 87
12 1886 54
12 3550 99
13 2357 86
14 7865 87
15 8713 92
15 197 7
15 8125 24
16 1491 100
16 41 84
16 7598 82
17 3677 14
18 5496 58
18 752 89
19 9267 44
19 4298 39
20 6764 47
20 3284 20
21 7933 41
21 6188 55
21 6076 74
22 2684 10
23 9311 40
24 5203 37
24 9659 4
24 1723 38
24 8547 85
24 7009 42
25 8169 100
25 1069 3
25 3423 13
26 3571 93
26 3639 97
27 7565 38
28 5020 24
28 3648 72
29 5991 86
29 4985 85
29 700 71
29 915 62
29 9204 36
29 126 31
30 2948 29
30 3540 96
31 9780 47
32 1241 35
32 2529 42
32 609 51
33 6279 47
33 7646 5
33 7405 19
33 2969 41
34 7916 59
34 4240 86
34 2933 21
35 703 56
35 526 17
35 8876 91
36 168 100
36 9525 65
37 6613 52
38 5501 13
38 937 94
39 6124 99
39 108 95
39 8143 43
40 3035 88
41 3674 28
41 1584 71
42 7554 64
42 899 77
43 4533 45
44 510 20
44 6916 98
44 4050 81
45 3904 54
45 6348 77
46 7784 25
46 5769 83
47 7442 3
47 2604 11
48 4795 90
48 9646 43
48 7120 62
49 893 22
49 9380 1
50 4093 57
50 5577 52
50 8016 52
50 2039 62
50 8820 4
51 5180 75
51 1236 61
51 5969 20
52 2290 75
52 1011 69
52 227 77
53 4387 28
53 5259 32
54 9439 57
55 1244 37
56 8636 93
57 9676 76
57 8840 72
58 4604 5
59 7059 80
59 2367 13
60 3911 7
60 8329 2
60 5824 55
61 3328 35
61 542 5
61 3465 75
62 9270 44
62 2574 57
62 1397 83
63 7220 31
63 2999 60
63 8016 47
63 1686 75
64 1987 75
64 9915 26
64 6612 69
64 1207 58
64 2537 15
65 1608 53
65 6200 20
66 2716 95
66 4839 84
67 9268 45
68 9800 15
68 5298 30
69 6358 29
69 3986 82
69 9541 25
70 7258 50
71 842 80
71 8506 5
72 4522 18
72 2658 5
72 7351 96
73 7358 87
73 633 19
74 8616 76
74 779 88
74 477 18
74 8173 95
75 2253 33
75 453 37
75 9078 70
76 6020 42
76 9623 12
77 6098 11
77 1732 33
77 4689 38
77 8179 5
78 8937 73
78 2459 8
79 9520 80
79 9685 62
79 8180 44
80 2846 36
81 2684 51
81 2595 19
81 5084 31
82 7357 17
82 3239 87
82 7244 90
83 8148 85
83 2187 85
84 1088 48
85 8100 8
85 1636 60
85 5312 5
86 3841 9
87 7988 97
88 4992 20
88 386 84
88 4348 1
89 6608 72
89 1410 67
90 5768 42
90 6798 41
91 7286 58
92 1138 95
92 4244 42
93 5436 8
93 7851 58
93 8892 56
93 6605 82
93 9084 84
94 9060 89
94 4241 14
94 258 29
94 2928 80
95 5765 10
95 7745 18
96 9427 40
96 8106 34
96 3873 16
97 9453 97
97 5208 36
98 1339 60
98 354 65
98 8854 29
99 9513 47
99 1790 1
100 5979 10
101 4156 48
101 6271 58
102 8550 46
102 5142 9
103 6706 82
104 417 49
104 5458 73
105 176 60
105 6551 89
106 8084 48
107 6411 66
107 1197 66
109 3368 25
110 8758 100
110 4354 54
110 498 14
110 7032 75
110 8817 37
111 5253 63
112 5747 65
112 8445 90
113 4575 10
113 5122 56
113 5502 78
114 5412 12
114 5193 61
114 9582 54
115 5604 41
115 5998 6
116 5325 35
116 6380 62
116 9652 9
117 1759 78
118 9628 39
119 738 34
120 9348 64
121 1402 50
121 448 25
121 1360 86
122 5127 67
122 2153 88
123 409 95
123 8614 72
124 5232 35
124 6792 15
