1000 1250
1 472 23
1 693 52
1 863 45
1 664 37
2 181 69
3 268 27
3 844 54
3 285 24
3 574 71
4 797 10
5 461 42
5 678 53
5 987 67
5 129 70
6 293 35
6 135 32
6 262 75
7 502 44
7 224 35
7 475 32
8 790 80
8 531 85
8 120 56
9 945 14
9 666 25
10 882 23
11 155 24
11 1000 79
12 876 92
12 619 62
13 172 24
13 181 84
13 740 47
14 493 60
14 786 49
14 371 50
15 694 34
16 27 72
16 127 56
17 356 13
17 163 73
17 688 56
18 431 53
18 209 26
18 665 39
19 663 31
20 822 24
20 71 13
20 381 37
20 623 39
21 286 89
22 731 43
22 455 68
22 67 4
23 152 14
23 421 30
23 74 83
23 186 32
23 767 50
23 331 64
23 927 65
24 744 85
24 592 52
24 367 81
24 208 92
24 656 74
25 356 38
26 975 68
26 38 78
26 536 5
26 111 98
27 559 6
27 388 67
27 226 74
27 706 78
27 141 34
28 701 48
28 659 90
29 738 58
29 336 31
29 381 86
29 584 39
30 278 5
31 635 62
32 189 68
32 392 80
33 885 55
33 630 81
33 74 13
34 330 49
34 121 8
35 380 10
35 945 81
36 957 51
36 969 22
37 835 6
38 614 91
38 982 94
39 154 78
39 232 34
40 665 82
41 222 26
41 540 68
41 411 54
42 482 57
42 158 92
42 342 75
43 395 76
43 623 84
43 435 82
43 210 77
44 855 4
44 586 55
44 868 96
45 530 64
45 142 13
46 161 73
47 631 62
47 867 33
48 988 81
48 986 27
48 886 21
48 180 54
49 532 5
49 121 100
49 914 49
49 170 71
49 590 99
49 110 17
50 867 20
50 529 70
51 235 26
51 101 28
51 190 37
52 902 80
52 905 62
53 393 72
53 127 10
53 313 53
54 914 15
54 261 82
55 94 76
56 587 97
56 742 12
56 244 54
57 366 86
57 150 39
57 651 33
57 925 45
57 326 27
58 485 54
58 405 80
59 150 92
59 898 26
60 825 54
60 476 70
61 518 90
61 360 96
61 106 17
61 894 27
62 314 62
62 88 12
63 973 50
64 427 28
64 748 71
65 112 92
66 596 58
66 977 24
66 590 95
66 117 79
66 217 61
67 72 23
67 86 43
68 491 94
68 114 75
68 700 45
69 413 25
69 868 90
70 335 82
73 764 61
74 261 57
74 446 29
75 586 51
75 280 3
75 650 12
76 741 35
76 593 13
76 265 7
76 706 79
76 628 51
77 255 81
77 993 87
77 687 74
78 722 62
79 402 36
80 622 12
80 284 77
80 377 45
81 714 13
81 459 8
81 339 86
82 681 61
82 434 88
82 197 67
82 146 41
82 929 15
83 351 80
83 349 38
83 263 87
83 864 28
84 272 16
84 626 2
85 158 71
85 637 33
85 347 24
86 843 46
86 139 48
86 213 46
87 295 66
87 526 23
87 363 28
88 388 28
89 758 53
90 490 45
90 315 53
91 824 93
91 633 54
92 191 88
92 794 60
93 333 7
94 849 91
94 788 92
94 196 55
94 977 72
95 736 25
95 333 91
95 217 49
96 799 73
97 192 73
97 422 87
97 505 53
97 724 25
98 948 2
98 673 76
98 132 9
99 313 2
99 624 94
100 348 53
100 691 97
101 184 15
101 923 49
101 131 83
102 686 21
103 658 42
103 839 71
104 883 86
105 956 97
105 940 14
106 533 59
106 632 67
107 169 40
107 239 17
107 540 58
108 254 47
108 913 87
108 782 89
109 359 35
109 275 89
109 710 92
109 796 70
110 571 36
110 246 3
111 899 40
112 153 21
113 371 62
114 120 63
114 579 78
115 996 35
115 812 52
115 647 29
116 365 14
116 425 98
117 623 56
117 788 78
117 591 98
118 526 69
119 315 59
119 802 21
120 207 28
121 877 71
122 977 49
123 256 76
123 184 6
124 202 19
124 156 17
124 550 64
125 619 53
125 181 3
125 425 5
126 680 41
126 953 68
127 615 26
127 258 31
128 813 77
128 862 92
128 724 56
129 474 51
130 167 48
131 666 99
131 858 77
132 265 9
132 440 33
133 469 93
133 493 50
134 610 82
134 913 79
135 466 37
135 616 83
136 662 63
136 441 11
136 248 17
136 725 26
137 190 7
138 940 66
138 948 2
140 734 96
140 393 1
141 365 92
142 510 95
142 623 20
142 642 88
143 649 80
143 617 75
143 290 1
143 365 52
144 160 76
144 744 83
145 561 39
145 587 4
146 353 43
146 401 12
146 513 54
147 653 68
147 357 52
147 855 28
148 588 36
148 334 17
148 623 72
148 258 62
149 685 81
149 475 87
150 760 68
150 387 57
151 494 45
151 637 37
151 864 34
152 439 55
153 690 94
153 258 13
153 485 41
154 696 92
154 209 6
154 804 97
155 269 10
155 381 5
156 660 80
156 160 46
157 429 33
157 613 66
157 803 60
157 466 37
158 572 3
158 565 14
159 959 23
159 556 30
160 309 82
160 838 77
160 386 81
160 209 86
161 955 65
162 871 76
162 165 30
163 613 42
163 909 66
163 773 2
164 383 27
165 633 26
165 216 91
165 698 36
166 692 90
166 774 79
167 839 21
167 224 56
168 608 80
169 730 30
170 841 100
171 605 88
171 909 81
172 289 64
172 444 61
172 256 48
173 967 50
174 754 93
174 859 11
174 637 36
175 352 87
175 546 31
176 906 12
176 212 91
177 755 80
177 895 7
177 721 12
178 657 51
178 704 30
178 566 46
179 840 71
180 891 12
180 642 11
180 193 39
180 379 85
181 828 65
182 314 34
183 867 25
183 468 100
184 357 59
184 801 61
185 799 6
185 606 16
186 732 57
186 355 14
186 250 4
187 660 6
188 793 38
189 537 84
189 859 67
190 810 68
190 763 81
190 283 1
191 936 13
191 795 16
193 492 54
193 264 39
193 419 47
194 254 1
195 635 63
195 474 60
195 521 1
196 556 50
197 847 79
198 245 10
198 355 54
198 504 87
199 543 82
199 764 100
199 838 43
200 621 20
201 929 91
202 389 47
203 507 33
203 680 71
204 916 64
204 280 38
205 585 73
205 880 68
206 734 38
207 918 98
207 345 32
207 575 36
208 924 89
208 691 23
208 943 54
209 558 99
210 350 85
211 655 68
211 610 95
212 910 40
212 698 22
212 403 96
212 444 52
212 870 49
213 879 64
213 875 78
214 953 26
214 955 72
215 865 69
215 303 94
216 913 52
217 683 79
217 454 71
218 496 51
218 667 73
219 508 86
219 460 68
220 585 57
220 649 45
221 933 34
222 706 83
223 851 64
224 629 76
224 382 7
225 868 51
225 603 47
226 374 16
227 451 28
227 584 5
228 863 61
229 968 12
229 281 70
229 525 4
230 757 29
230 428 10
230 683 84
230 414 86
231 597 41
231 756 72
232 987 54
233 387 18
233 843 70
234 573 14
235 772 24
236 478 100
236 797 13
237 827 48
237 702 43
238 934 22
238 241 63
239 606 42
239 920 94
239 958 12
240 570 21
240 979 29
241 543 54
241 262 60
242 541 84
243 770 52
244 802 93
244 505 50
245 644 83
246 951 33
247 801 28
247 350 83
247 409 84
249 884 33
249 501 71
250 858 87
250 763 3
251 781 71
251 612 80
252 926 41
252 643 30
253 955 49
253 830 6
255 534 10
256 554 10
257 375 16
258 867 63
259 424 66
259 505 9
259 472 96
260 712 47
260 829 85
261 305 40
262 636 11
262 470 93
263 939 10
263 580 17
263 387 24
265 798 84
265 598 11
266 901 66
266 591 13
266 782 83
266 364 43
267 539 40
268 455 9
269 885 3
270 516 68
270 519 3
271 360 55
271 592 67
272 491 73
272 494 7
273 644 14
274 827 93
274 640 69
274 427 82
275 611 92
275 873 41
276 874 48
276 326 8
277 719 99
277 725 45
278 751 41
279 839 45
280 410 7
280 546 79
280 898 40
282 563 6
283 382 7
284 830 86
285 368 39
286 511 52
286 603 11
286 928 9
287 854 23
287 327 83
288 974 23
288 367 3
289 667 44
290 489 23
290 904 16
291 960 45
292 893 98
292 470 72
292 368 3
293 562 44
293 372 31
294 890 82
295 824 97
296 684 74
297 441 79
298 513 69
299 826 58
299 404 46
299 715 66
300 353 15
300 756 30
301 319 54
302 697 3
302 841 94
302 430 27
303 312 11
303 976 5
304 437 98
305 462 66
305 850 56
306 389 29
306 667 2
306 793 54
307 485 10
308 587 90
310 893 74
310 969 91
311 617 61
311 705 25
312 506 11
312 368 47
312 840 61
313 971 39
314 668 1
314 980 64
314 436 87
314 351 71
315 805 97
316 769 31
316 616 82
316 338 79
317 546 2
317 920 64
318 468 65
318 561 13
319 375 14
320 586 72
320 347 56
321 845 62
321 531 33
321 476 77
322 375 21
323 831 62
323 589 43
323 742 74
323 846 19
323 947 25
324 743 89
324 746 11
325 372 99
326 341 4
327 741 3
328 626 57
328 672 85
329 899 24
329 851 39
330 386 51
330 479 82
330 352 78
331 379 32
332 863 82
332 881 94
333 545 57
334 716 79
335 791 7
337 410 69
338 840 60
339 415 44
340 746 63
340 593 51
341 585 16
342 821 9
343 852 49
343 618 15
343 994 17
344 371 52
344 431 18
344 901 91
345 599 23
346 644 51
346 642 10
347 683 88
348 564 34
348 435 63
349 583 5
349 604 21
350 465 86
350 898 87
350 862 45
352 669 95
352 692 79
353 729 78
354 958 47
354 998 24
355 960 97
356 573 9
356 529 2
358 704 5
360 368 99
360 936 86
361 404 34
361 712 61
362 794 21
363 487 69
364 889 79
364 928 36
364 527 8
365 581 15
365 786 73
368 623 46
369 819 67
369 514 7
370 667 14
372 619 88
373 976 67
373 656 57
373 948 23
374 724 30
374 733 79
375 441 81
375 899 21
376 545 97
377 397 73
377 717 28
378 922 3
379 561 58
380 716 32
383 587 49
384 848 24
384 896 100
385 966 58
385 672 19
385 989 21
386 418 38
388 829 83
390 586 38
391 459 59
392 883 23
392 780 34
394 719 40
396 925 76
396 860 4
397 425 49
398 949 45
399 435 42
400 488 14
401 922 11
401 412 78
402 997 2
402 838 83
403 989 9
403 710 40
404 437 71
405 469 66
405 693 42
406 993 13
406 916 19
407 717 4
407 659 42
408 683 4
409 423 62
411 856 27
412 440 12
412 894 28
412 596 15
413 504 57
414 660 29
415 442 21
415 961 54
416 490 29
417 951 57
418 860 93
418 530 63
419 525 16
419 969 1
420 786 25
421 991 79
421 726 100
422 678 18
423 695 48
425 753 79
425 945 4
426 783 35
426 574 48
426 509 33
427 594 28
427 953 75
429 747 41
429 663 52
430 495 28
430 540 65
430 736 9
432 907 46
433 840 23
434 762 5
435 711 43
436 504 40
436 605 57
436 630 27
437 811 31
438 679 59
438 574 58
440 795 19
443 895 11
443 694 48
444 639 46
445 752 28
445 979 31
446 857 74
447 968 99
447 685 56
448 666 21
449 578 62
449 913 76
450 671 16
451 703 4
451 722 66
452 673 79
452 770 48
453 713 47
454 941 34
455 745 96
456 778 27
457 930 89
457 624 15
458 628 16
458 626 70
458 539 27
459 466 58
460 589 4
461 547 7
461 813 24
461 784 88
462 897 6
462 999 73
463 792 3
463 513 6
463 911 12
463 691 19
464 603 44
467 793 35
468 474 78
470 710 54
471 541 48
471 949 92
471 545 32
471 709 14
473 980 40
473 787 53
474 563 26
474 564 26
475 823 96
476 793 97
476 965 67
477 837 41
478 684 55
479 519 73
479 932 68
479 480 47
480 951 85
481 807 61
481 592 66
481 702 31
481 892 1
483 827 84
483 982 17
484 914 96
486 872 39
486 509 51
487 620 14
488 608 93
488 815 11
489 700 30
490 832 90
490 567 12
491 931 5
491 526 89
491 662 24
492 596 71
494 499 15
497 674 15
497 755 58
498 687 48
498 996 19
499 912 43
