1000 1100
1 791 99
1 369 1
2 755 69
3 600 88
3 50 55
3 477 92
3 686 68
4 276 89
4 219 22
5 965 4
5 920 25
6 763 41
6 321 43
6 579 43
7 64 9
7 396 11
8 238 46
9 725 15
9 615 4
10 769 8
10 24 58
10 179 9
10 861 54
11 244 30
11 864 73
12 655 30
12 369 82
13 978 93
13 872 93
14 129 68
14 281 68
14 371 92
15 395 78
16 17 51
16 117 74
16 996 25
17 952 33
18 744 62
18 571 66
18 402 83
19 406 48
20 787 34
20 193 88
21 280 32
22 458 42
23 574 10
23 525 8
24 897 48
25 320 96
26 291 19
26 904 3
26 586 4
26 205 78
27 289 44
27 207 50
28 918 11
28 827 22
28 624 22
28 407 68
29 797 31
29 321 47
30 750 69
30 228 58
30 833 24
31 564 96
32 405 30
32 619 61
33 60 67
33 277 70
34 631 59
35 511 83
35 731 21
36 505 89
36 162 66
36 230 51
36 609 22
37 59 60
38 569 39
39 936 33
39 202 15
40 269 53
40 169 43
41 564 52
41 794 62
42 293 16
42 768 29
42 549 70
43 702 51
43 707 3
44 131 24
45 953 85
46 940 82
46 340 11
46 971 29
47 401 33
47 518 58
48 532 17
48 455 21
49 189 93
49 950 54
50 530 56
51 710 46
51 234 13
52 957 61
52 152 78
52 149 9
52 102 86
52 240 58
53 86 6
53 857 51
54 319 47
54 255 93
54 950 11
55 345 99
56 980 46
56 702 72
56 811 91
56 500 29
57 599 4
57 135 55
57 894 47
58 282 76
58 336 50
59 412 82
59 201 70
59 962 45
59 415 68
60 533 53
61 705 50
62 303 14
63 84 61
63 120 77
64 933 33
65 524 17
65 996 85
65 563 30
66 230 30
66 135 90
67 266 10
67 334 43
68 941 32
68 788 6
68 182 53
68 225 15
69 279 41
70 519 34
70 807 31
70 137 89
71 271 33
72 303 47
73 901 26
74 767 30
75 627 76
75 80 25
76 344 54
77 470 1
77 514 65
77 837 26
78 226 51
79 607 87
79 394 6
79 134 96
80 134 17
81 361 68
82 385 92
82 869 42
83 667 19
84 337 33
85 302 98
87 448 87
88 943 36
88 612 87
88 604 83
89 143 21
89 603 18
90 210 66
91 392 84
91 369 38
92 982 23
92 983 45
93 681 22
93 705 82
93 810 45
93 550 37
94 356 64
94 936 93
95 387 18
95 443 60
96 155 38
97 202 60
98 841 41
98 651 88
99 683 78
99 456 55
99 626 52
100 965 73
101 233 76
103 939 28
104 250 66
104 218 17
104 575 15
104 399 32
105 531 84
105 264 85
105 281 57
106 545 59
107 746 10
107 779 63
107 222 78
107 745 2
108 318 48
109 299 52
109 788 22
110 845 35
110 688 20
110 620 38
111 822 33
111 499 38
111 115 57
112 562 49
112 358 45
113 636 67
114 198 67
114 374 36
114 811 97
114 392 28
115 426 82
116 416 7
116 340 67
117 640 54
117 847 13
117 217 75
118 708 50
119 594 2
119 573 63
120 285 23
121 427 65
121 758 62
122 768 30
123 220 85
123 965 79
123 631 36
123 372 94
124 227 56
124 803 9
124 680 86
125 596 20
125 223 50
125 300 47
126 319 71
127 971 30
127 698 76
128 737 61
128 432 14
130 154 52
131 663 32
131 790 68
132 175 86
132 198 84
133 180 64
133 226 77
133 436 63
134 379 26
135 469 52
135 496 46
136 740 1
137 747 91
137 831 99
137 300 86
137 745 37
137 929 25
138 563 93
138 452 84
139 282 44
140 874 35
141 400 95
141 533 71
142 700 41
143 265 55
143 765 100
144 716 37
144 824 58
144 827 87
145 304 88
145 314 77
145 866 70
145 931 58
145 370 67
146 938 78
147 348 43
147 671 31
148 962 84
148 456 13
148 893 34
149 428 96
149 575 28
150 204 94
151 408 75
151 712 76
152 781 19
152 739 63
153 926 25
154 800 9
155 767 65
155 569 18
155 330 37
156 460 26
157 900 74
157 222 30
158 774 35
158 671 73
158 255 58
159 691 36
160 451 38
160 746 61
161 517 27
163 885 61
163 922 12
164 884 98
164 839 99
164 327 29
164 358 16
165 516 17
165 919 27
166 676 60
166 708 39
166 388 76
167 775 100
167 553 35
167 582 78
168 309 1
169 861 37
169 962 6
170 234 35
170 636 1
171 451 39
172 981 29
172 722 45
172 910 54
172 543 78
173 964 67
173 649 2
173 894 11
174 601 30
176 914 41
177 363 93
178 240 74
179 258 86
179 413 22
181 297 34
181 426 71
181 196 14
183 309 14
184 514 59
185 698 4
185 357 39
185 318 54
186 974 42
186 673 11
186 950 84
186 677 64
187 931 69
187 335 44
187 385 69
188 908 50
188 986 72
188 759 27
188 258 46
189 252 82
190 202 21
190 688 72
191 800 22
191 235 98
192 271 5
192 946 39
193 906 82
193 519 50
194 834 68
194 602 69
195 390 38
195 377 79
196 634 67
196 472 20
197 754 68
198 372 77
199 892 39
199 529 10
199 566 86
200 704 48
201 808 50
202 239 25
202 680 63
203 878 35
203 663 24
204 265 45
205 462 96
206 591 59
207 546 89
207 717 2
208 262 73
208 652 88
208 402 80
209 323 19
210 664 58
210 340 72
211 556 21
211 462 59
211 358 71
211 647 64
212 382 39
212 280 68
213 475 74
214 677 71
214 762 28
215 849 7
216 942 87
216 353 82
217 530 18
218 431 30
218 937 54
218 423 63
219 375 96
221 847 27
221 992 81
222 336 19
224 949 7
224 873 19
225 436 98
229 405 44
230 668 100
231 821 18
232 565 72
232 621 24
232 682 71
233 626 80
234 518 91
235 393 88
235 821 59
235 585 63
236 303 99
236 595 10
237 697 71
237 833 73
237 545 16
238 425 50
240 936 36
241 368 26
241 374 43
242 657 71
242 509 8
242 904 52
243 479 62
244 740 14
245 921 88
245 923 9
246 818 75
246 641 9
247 597 69
247 855 29
247 894 99
248 390 30
249 853 45
249 670 93
249 362 73
250 832 50
250 481 65
250 603 87
251 715 10
253 568 80
253 787 63
254 957 54
255 724 10
255 836 94
255 974 65
256 840 59
257 394 98
259 817 84
259 880 44
260 946 76
260 284 43
260 789 65
261 494 100
263 523 31
264 353 8
264 712 78
266 977 93
267 555 39
268 876 83
268 285 87
268 731 46
270 619 68
270 379 73
271 316 60
272 379 64
273 728 18
273 562 12
274 555 49
275 320 45
275 996 18
277 366 32
277 679 12
278 467 91
278 632 3
278 282 10
279 550 8
279 477 47
280 313 93
280 529 39
281 695 88
281 471 10
282 752 53
282 749 69
283 532 5
284 375 4
286 660 73
286 965 3
286 716 45
287 902 18
287 830 32
287 848 29
288 573 87
288 843 2
288 543 93
289 699 99
289 856 38
290 898 70
292 820 64
292 930 27
292 986 15
293 860 10
294 948 25
294 925 25
295 317 70
295 371 26
296 799 82
296 787 24
297 482 33
297 359 92
298 570 67
299 939 87
299 757 44
300 617 92
301 645 51
301 543 90
302 807 65
302 810 5
302 796 72
304 478 32
304 700 30
305 433 53
305 709 84
306 333 18
306 308 88
306 636 58
307 748 45
307 732 72
307 430 43
307 706 77
309 652 46
309 421 77
310 982 8
311 341 10
312 444 47
312 597 9
313 955 7
314 648 52
314 487 23
315 495 50
315 471 32
315 946 72
316 852 80
316 548 84
317 644 36
318 403 34
318 709 32
320 665 99
322 643 36
322 524 29
323 859 66
323 439 29
324 720 30
324 710 57
325 393 49
326 770 18
326 954 100
328 611 92
328 872 91
329 856 75
329 797 55
330 506 43
330 517 70
330 698 17
331 723 81
331 949 75
332 393 5
333 955 46
334 526 10
334 955 17
335 394 38
336 500 31
336 634 38
338 880 4
338 917 60
339 376 74
339 814 29
341 930 55
342 622 95
342 451 43
343 989 81
344 706 44
344 792 94
344 830 5
345 684 18
345 918 81
346 492 79
346 824 11
347 779 95
348 913 97
349 709 21
349 368 30
350 585 32
350 871 51
350 493 87
351 551 53
351 515 37
352 409 28
352 848 17
352 984 41
352 991 31
354 716 42
355 985 82
355 891 29
355 975 38
356 948 70
357 392 53
360 608 15
361 401 60
361 414 36
362 849 19
362 397 41
363 808 2
364 395 68
364 758 30
365 642 80
366 638 25
367 557 47
367 641 44
369 729 7
369 790 44
370 750 46
371 998 87
371 485 30
371 613 94
371 797 76
371 647 28
372 620 100
373 415 74
373 496 44
374 976 96
374 452 15
375 816 19
375 912 18
376 772 87
376 391 62
376 986 25
377 727 5
377 516 97
378 432 86
378 564 87
379 616 2
380 567 22
380 559 88
381 424 95
382 687 92
382 386 15
383 741 61
383 755 39
383 843 52
384 449 27
385 504 71
385 659 18
387 936 73
388 492 35
389 823 47
390 662 82
390 647 11
395 828 74
396 689 3
397 723 51
397 631 99
398 903 56
398 897 16
398 777 1
399 406 7
399 984 56
401 935 42
401 609 7
401 637 21
402 498 52
402 443 29
403 497 4
404 589 97
404 719 78
407 464 23
408 875 85
409 615 91
410 993 50
410 882 82
410 601 68
411 648 42
413 589 51
414 787 57
416 427 14
417 926 16
417 874 41
418 802 59
418 574 52
419 675 1
419 518 25
420 786 5
420 870 62
420 581 61
421 707 78
421 676 21
421 968 39
422 501 46
422 819 18
423 689 26
424 711 91
424 753 40
425 646 33
425 906 9
427 694 61
429 734 1
429 730 59
429 470 66
430 625 26
430 454 91
430 864 74
430 969 4
431 653 58
433 618 93
434 733 23
434 557 33
435 874 38
436 875 17
437 507 86
437 477 6
438 491 92
438 864 77
439 526 29
440 874 48
440 580 40
441 576 48
441 535 50
442 534 28
442 656 22
442 452 1
443 660 93
444 468 99
445 608 45
445 524 100
446 873 41
447 472 38
447 785 84
447 607 59
448 766 17
448 510 22
449 973 95
449 932 36
450 991 90
450 476 40
451 771 95
452 629 91
453 960 5
453 520 29
453 724 68
454 933 17
455 566 61
455 959 56
455 728 29
457 620 40
457 876 59
458 639 12
458 691 90
459 895 2
459 516 31
460 857 17
460 885 8
460 628 80
461 868 73
461 533 91
463 655 72
464 944 67
464 763 92
465 858 1
466 592 5
466 929 83
469 818 70
471 538 35
473 753 57
473 829 36
473 717 98
474 986 13
475 600 48
476 636 97
476 510 17
477 489 64
478 628 71
479 886 46
479 636 51
480 893 50
480 910 88
482 795 58
483 613 14
484 688 65
485 623 94
486 512 34
486 723 37
