10000 20000
1 1622 73
2 9241 30
2 5878 94
2 6165 1
3 1197 70
3 3748 77
3 3830 95
3 2652 4
4 281 38
4 4933 45
4 448 67
4 6743 37
5 7664 69
5 3207 16
5 4668 10
6 3367 87
6 5002 33
6 4979 67
6 1014 36
6 1281 17
6 2927 59
7 4679 9
7 6807 17
7 3850 20
7 3670 21
8 5905 76
8 8609 37
8 8976 71
8 1157 21
9 7987 98
9 4856 56
9 6818 28
9 1551 33
9 4770 38
9 8832 68
10 123 24
11 5676 57
11 5031 13
11 1402 74
11 3761 39
11 1094 74
12 3319 71
12 8947 11
12 5398 82
12 6411 9
12 3676 77
12 7597 67
12 8728 59
13 351 59
13 7606 50
13 6642 28
14 3666 24
14 7038 27
15 6406 7
15 8226 76
15 7882 67
15 3648 2
15 8072 83
16 2339 25
16 1795 3
16 6668 29
16 5009 100
16 4056 85
16 3543 82
17 6899 90
17 2925 89
17 6403 39
17 560 27
17 3160 17
17 5467 61
18 1424 38
18 241 38
18 1280 52
18 1407 29
19 5624 5
19 6250 60
19 7829 17
19 1688 93
19 7022 56
19 2965 5
20 8908 62
20 3971 13
20 981 6
20 1307 44
20 3447 3
20 3038 44
21 3218 44
21 2066 16
22 8969 37
22 538 64
22 87 63
22 3609 71
22 5511 70
23 3953 76
23 5940 35
23 7072 96
23 2772 15
24 3818 95
24 4542 15
24 7286 59
24 1469 52
24 4740 91
24 3322 47
25 7494 42
25 7613 87
25 5235 6
25 5826 98
26 7304 70
26 6458 15
26 7876 31
26 488 87
27 9277 56
27 6520 52
27 8585 55
27 1154 92
27 4933 12
28 2222 30
28 5108 48
29 6282 64
30 1901 53
30 8273 31
30 9280 53
30 2604 78
31 3557 34
31 3676 89
31 9919 22
31 8176 92
31 8686 97
32 2638 61
32 126 99
32 3603 70
32 6376 89
33 6639 56
33 6320 33
33 4931 57
33 8934 37
33 7914 98
33 349 98
34 4680 36
34 1051 98
35 6688 29
35 365 42
35 5221 56
35 2395 99
36 9970 47
36 4671 80
36 5566 97
37 7114 41
37 5442 68
37 2559 27
38 1624 22
38 5933 29
38 2366 28
38 8436 68
39 2242 88
39 118 15
39 8063 2
39 1839 28
39 7937 33
40 8173 6
40 8536 69
40 7032 19
40 627 4
41 9254 10
41 6879 55
41 2635 66
42 8656 92
42 9592 22
42 274 87
42 246 60
42 1513 17
43 398 88
43 7377 68
44 8702 86
44 7914 11
44 5220 36
44 922 39
44 3764 31
44 8296 64
45 3312 5
45 9520 98
45 3196 99
45 6638 10
45 2497 96
45 1607 6
46 979 92
46 5434 39
46 5436 95
46 7927 95
46 2417 33
46 4045 81
47 3049 93
47 7655 61
47 6129 86
48 2648 45
48 551 51
48 7121 62
48 6756 83
48 7436 58
48 8454 53
48 3181 24
48 6943 45
48 6098 5
49 6979 51
49 6604 84
49 1667 96
49 3632 77
49 3821 70
50 7091 42
50 6135 30
50 2679 43
50 7429 9
50 8284 9
51 5021 47
51 4499 6
52 8168 18
52 3587 75
52 8867 5
52 3212 81
52 4404 71
53 6788 19
53 7506 44
53 9288 78
54 865 23
54 2495 84
54 6485 42
55 6289 81
55 1231 63
55 9617 5
55 3709 96
56 2477 45
56 8872 50
56 8639 74
56 8578 89
56 717 76
56 5125 73
56 8821 27
57 4976 16
57 5812 75
57 3273 81
57 1295 28
58 8605 65
58 8124 77
58 7046 94
58 8008 24
58 9502 14
58 6914 34
58 1354 13
59 9886 86
59 1129 69
59 291 76
59 4164 57
59 6389 55
59 5190 5
59 6289 2
59 6600 89
60 5027 1
60 8517 61
60 706 44
60 7412 65
61 1771 32
61 470 88
61 9530 30
61 2395 58
61 5438 92
62 5333 74
62 9594 79
63 7066 98
63 6798 64
63 1017 38
64 6248 87
64 6086 61
64 4192 12
64 6141 46
64 1661 78
65 8398 88
65 510 47
65 525 58
66 844 93
66 7116 82
66 483 37
67 7464 87
67 550 66
67 3309 33
67 6738 27
67 5130 59
67 6935 15
68 5725 4
68 6705 62
68 2250 44
68 8506 94
68 92 10
68 7214 83
68 4972 66
68 5907 68
69 1745 16
69 9660 90
69 82 66
70 5558 9
70 8871 50
70 9295 65
70 4634 26
71 2466 33
71 1668 88
71 6677 74
71 2135 49
71 8520 59
71 9515 84
71 437 57
72 4673 74
72 6316 68
72 8452 69
72 3199 86
73 6500 80
73 2343 83
73 3898 72
73 7047 23
73 1361 63
73 5925 78
73 5823 61
74 6260 3
74 2737 12
74 1377 89
75 8384 39
75 6610 85
75 9483 100
75 5827 22
76 6213 48
76 4805 49
76 7559 79
77 1105 10
77 809 93
77 4805 50
77 2759 96
78 2581 77
78 4895 62
78 1442 71
78 3298 92
78 1492 49
79 7595 91
79 2836 33
80 9520 26
80 6992 54
80 7533 53
81 2540 61
81 8428 74
82 589 29
82 335 11
82 2441 51
82 4094 57
83 169 17
83 8120 6
83 7079 19
83 741 6
84 6813 82
84 8883 74
84 7300 98
84 375 70
85 6939 5
85 8683 12
85 2296 99
85 2145 6
85 8748 50
86 1370 88
86 4612 28
87 4303 42
87 4590 6
87 2678 22
87 5800 69
87 805 80
87 2887 65
87 6105 98
88 8618 89
88 570 70
88 2855 2
88 5339 93
88 1974 88
88 4265 64
89 8501 33
89 4503 28
89 3427 50
89 1348 48
89 3632 34
89 966 84
90 7347 37
90 5053 78
90 2047 35
90 8134 48
90 2815 62
90 4317 3
91 4798 97
91 8894 79
92 9762 64
92 5141 76
92 2730 98
92 8501 45
92 1629 84
93 9455 30
93 281 5
94 427 11
94 7563 2
94 4585 70
95 6198 11
95 6951 4
96 695 34
96 8096 18
97 9587 21
97 1647 44
97 3856 16
97 1604 51
98 8765 34
99 8324 49
99 2008 76
99 6526 27
99 5345 46
99 7466 85
100 9690 74
100 8287 25
100 2300 44
100 2665 99
101 1234 11
101 5693 37
101 8601 13
102 2936 8
102 6592 30
102 8784 52
102 9272 33
103 1420 91
103 4871 36
103 176 29
103 3917 100
104 2324 43
104 8588 98
104 3353 98
104 887 52
104 4188 24
105 4666 17
105 1493 97
105 4100 67
105 1706 66
105 7288 75
105 1650 56
105 2591 49
105 7308 63
105 735 26
106 486 9
106 2376 88
106 3505 6
106 2427 77
107 4789 6
107 7014 62
108 3922 8
108 3483 10
108 4425 26
108 3719 67
