100 200
1 36 43
1 33 53
1 41 7
1 55 46
1 32 57
1 38 73
2 98 51
2 72 67
2 29 59
2 34 34
2 5 8
2 18 47
3 83 57
3 15 84
3 22 88
3 84 97
4 70 61
4 55 33
4 12 90
5 44 32
5 35 14
6 29 7
6 20 36
6 90 11
6 34 49
6 62 83
7 16 52
7 66 81
7 14 63
8 38 29
8 71 15
9 69 41
9 84 6
9 64 56
9 86 98
10 80 75
10 82 72
11 64 65
11 96 74
11 38 12
11 99 96
11 15 90
12 93 51
12 25 63
13 60 79
13 52 98
13 30 5
13 18 29
14 53 75
14 44 19
14 51 52
14 55 67
15 23 89
15 99 86
15 96 65
15 54 41
16 96 58
16 27 32
16 82 9
17 84 63
17 39 99
17 38 13
17 58 90
18 85 10
18 100 36
19 58 11
19 60 90
19 67 21
19 43 2
19 21 25
20 68 40
20 50 31
20 98 15
20 36 97
20 79 98
20 41 32
20 63 41
21 71 9
21 77 34
21 54 81
22 42 11
22 99 72
22 83 32
23 46 99
23 85 82
23 47 79
24 31 47
24 86 87
24 77 98
24 29 74
24 69 25
25 70 39
25 88 21
25 48 49
26 86 53
26 52 20
26 62 95
27 62 42
27 58 57
27 29 50
27 40 75
28 59 12
28 84 7
28 53 45
28 30 88
28 100 45
29 77 31
29 50 89
30 58 25
30 87 56
32 87 8
32 85 48
33 43 87
34 78 84
34 51 26
34 100 73
35 89 3
35 38 37
35 78 77
35 45 29
35 84 91
35 51 46
36 70 80
37 48 37
37 67 76
38 92 7
38 72 11
38 60 13
39 60 72
39 41 91
39 44 91
40 73 35
40 57 5
40 81 86
40 88 13
41 49 15
41 95 80
43 90 41
43 55 66
43 61 64
43 52 85
44 81 24
45 83 14
45 85 31
46 77 65
46 96 11
46 79 8
47 49 44
47 64 16
47 69 83
48 79 79
48 100 96
48 61 84
49 76 69
49 67 56
50 56 16
51 70 4
52 89 5
52 67 57
53 65 85
53 59 38
53 91 51
54 67 83
54 69 96
54 57 77
55 75 2
55 59 84
55 82 32
56 95 5
58 94 62
59 97 25
60 76 6
60 82 61
61 66 64
63 85 95
64 68 37
64 99 51
64 78 63
65 68 36
66 68 33
66 96 56
67 86 79
68 92 11
69 91 31
71 97 30
71 95 19
74 80 54
74 98 18
79 88 19
79 85 6
81 94 51
81 92 79
82 98 54
83 98 24
85 100 25
85 87 32
86 91 92
86 94 31
91 94 34
92 99 80
