10000 30000
1 3145 44
1 9597 10
1 2699 9
1 5354 32
1 2501 34
2 7385 4
2 551 36
2 4911 18
2 3485 40
2 7537 80
2 7386 81
2 5818 7
2 750 67
3 5654 35
3 8551 86
3 2687 59
3 1928 67
3 9064 28
3 7138 34
3 3495 85
3 6002 35
3 8692 68
3 5214 91
3 2606 98
4 8147 52
4 3534 58
4 5529 80
4 7158 93
5 6061 85
5 3211 23
6 6864 30
6 2146 19
7 5067 50
7 1293 96
7 4699 33
7 1321 68
7 3730 91
7 3998 72
7 1360 31
7 3521 33
7 8670 84
8 2512 90
8 2125 92
8 2265 40
8 8328 36
9 6413 89
9 9512 91
9 2237 44
10 8767 64
10 3484 15
10 6164 33
11 6777 96
11 4537 63
11 143 40
11 6164 44
11 2016 78
11 7830 15
11 7707 86
11 433 42
11 1269 42
11 501 65
11 2463 60
11 8756 9
12 7085 61
12 9235 3
12 8302 11
12 2239 59
13 9208 50
13 9351 83
13 5561 61
13 1680 30
14 1804 43
14 8171 86
14 9752 19
14 4796 77
14 4791 33
14 2659 35
14 3336 66
14 7622 88
14 7166 46
15 1510 75
15 3553 16
15 4238 43
15 3408 17
15 5036 21
15 994 65
16 1293 91
16 8426 77
16 3374 97
16 281 61
16 2225 67
16 6559 36
16 1523 29
16 5296 59
17 2859 79
17 2016 60
17 3715 50
17 5136 89
17 7806 86
17 6953 9
17 7589 87
17 3203 59
17 2447 3
18 8237 67
18 4245 25
18 2339 12
19 6088 5
19 3122 17
19 2423 1
19 2757 33
19 8589 55
19 9443 94
19 3547 1
19 7186 35
19 1911 21
19 9431 23
19 9275 94
19 8533 93
19 2453 97
19 1514 5
19 7695 82
19 9579 63
20 6364 83
20 2334 3
20 7466 58
20 9420 86
20 5753 52
21 9152 34
21 9493 67
21 5226 30
21 4085 94
21 6958 43
21 4600 8
22 366 47
22 2341 31
22 5911 74
23 2232 76
23 3697 90
23 2125 67
23 669 25
23 580 26
23 5259 85
24 6025 23
24 6740 92
24 7039 83
24 1457 7
24 3051 82
24 9449 86
25 6298 69
25 1548 31
25 2879 58
25 566 33
26 9072 5
26 8080 4
26 316 59
26 9207 32
26 4950 66
26 9051 69
26 1461 18
26 699 94
27 8992 88
27 8799 86
27 335 51
27 3704 38
27 9661 93
27 2682 47
27 5636 38
28 4706 92
28 8783 27
28 1967 73
28 2141 97
28 8159 75
28 4887 52
29 8685 49
29 1860 40
29 2600 4
29 3967 94
29 5303 94
30 5238 63
30 1343 61
30 6697 2
31 1458 24
31 2177 92
31 4712 70
31 2619 35
31 5752 84
32 9693 90
32 2326 55
32 331 22
32 337 96
32 5387 17
32 829 29
32 9507 34
32 6940 5
33 3278 21
33 4739 99
33 8386 57
33 1873 6
33 125 23
33 8307 42
34 1784 100
34 3111 43
34 8939 64
34 4330 59
35 8775 23
35 7495 26
35 493 76
35 1775 97
36 6200 44
36 2896 64
36 9224 14
36 5389 79
36 1812 61
36 6521 2
36 5180 6
36 3871 13
37 5801 25
37 8997 12
37 6802 20
37 3678 87
37 6485 86
37 3140 56
37 6672 82
38 6580 89
38 4075 1
38 2430 84
38 7383 90
39 4800 22
39 9674 94
39 3147 100
39 100 12
39 9612 49
39 7516 91
40 3106 45
40 1442 26
40 3487 81
40 7718 29
40 1970 75
41 2049 77
41 9035 26
41 4194 1
41 5297 81
41 9324 89
41 3636 66
41 9455 94
41 2042 58
42 3738 46
42 2467 48
42 7776 3
42 8337 54
42 4578 13
42 6927 98
42 1850 57
42 7893 13
42 990 11
43 1165 39
43 7282 63
43 627 95
43 1591 24
43 2744 17
43 9373 78
43 7197 22
43 5869 22
44 2472 27
44 8470 53
44 3182 6
44 8604 94
44 8836 54
44 4513 24
44 4493 91
44 4669 7
44 6942 69
45 7351 4
45 3419 91
45 7575 42
45 5157 16
45 5076 46
46 6437 31
46 1510 70
46 2649 21
46 1463 8
46 2693 63
46 8201 8
47 3211 67
47 6748 21
47 3805 54
47 7953 33
47 7441 45
47 7166 97
48 417 8
48 1720 3
48 3159 63
48 2904 40
49 5516 13
49 6294 28
49 5954 88
49 4411 72
50 5824 96
50 4394 56
50 1709 57
50 303 13
50 9020 23
50 1081 59
50 8460 97
50 3499 92
50 392 56
50 6127 100
50 720 8
51 6547 90
51 9334 60
51 1204 58
51 2814 56
51 8464 18
52 6309 99
52 2153 23
52 2166 3
52 5175 9
52 8135 14
53 9426 82
53 5297 93
53 3659 41
53 4315 39
53 8442 56
53 7841 17
54 4633 55
54 2312 53
54 4339 93
54 2794 66
54 6112 6
54 7482 81
55 4077 97
55 3774 63
55 9852 66
55 6781 50
55 6621 47
55 1047 41
55 3476 58
56 9821 15
56 8079 41
56 7656 48
56 6756 69
56 375 98
57 4702 82
57 5381 89
57 9751 45
57 3172 20
57 3937 63
57 1333 64
58 905 54
58 6561 2
58 7621 100
58 7138 34
58 2486 34
58 2998 36
58 7626 38
58 1490 99
59 5742 45
59 2163 94
59 1506 26
59 1969 88
59 194 27
60 1843 78
60 142 53
60 2206 77
60 1775 18
60 9564 54
61 5243 69
61 1439 14
61 5837 52
61 5844 17
61 6386 27
61 8809 80
61 4191 66
62 5662 29
62 5027 100
62 9411 54
62 2441 19
62 4050 62
62 5945 85
62 2543 95
62 5628 33
62 7761 10
62 1983 89
62 6306 98
62 488 89
62 8386 65
62 9160 70
63 7827 42
63 821 77
63 4584 15
63 2740 50
63 5168 35
64 7410 47
64 5358 76
64 7272 17
64 8250 10
64 7968 24
64 5449 58
65 2827 51
65 5235 85
65 8011 25
65 2059 92
65 844 5
65 6400 15
66 5016 65
66 3699 50
66 8447 78
66 6502 61
67 1726 66
67 3418 99
67 4634 59
67 2581 41
67 675 3
67 6152 36
67 4235 28
68 548 57
68 2412 23
68 4488 90
69 2167 51
69 398 56
69 1117 91
69 3458 45
69 6284 1
69 5487 74
69 4525 27
69 5133 13
69 8691 86
69 5659 42
70 8043 10
70 8294 68
70 9891 88
71 7441 45
71 211 26
71 3268 99
71 229 15
72 4032 72
72 924 36
72 9132 56
72 8920 92
72 3715 65
72 8456 66
72 9511 16
73 3101 16
73 4240 26
73 1997 3
73 112 2
73 416 98
73 7244 73
74 5675 11
74 1147 58
74 8832 97
74 8599 49
74 2247 10
74 4034 96
74 6365 69
74 5249 33
74 1852 88
75 3584 74
75 3089 66
75 3112 56
75 5708 55
75 1492 33
75 8462 29
76 9556 52
76 4487 62
76 6915 80
76 1863 64
76 7256 17
76 6528 92
76 9809 68
76 4811 75
77 5604 53
77 8320 5
77 2341 28
77 8968 26
77 6343 69
77 4154 11
77 6670 22
77 3052 60
78 3430 32
78 2289 30
78 2792 16
78 5818 29
78 9054 98
78 7559 8
78 2484 82
78 5801 10
79 630 96
79 9037 23
79 2601 80
79 6214 100
80 1223 43
80 1714 15
80 3624 22
80 3357 86
80 9613 38
81 5886 47
81 4485 30
81 5673 77
81 7803 67
82 8129 6
82 2960 36
82 6348 38
82 9227 71
82 1562 11
82 7382 66
82 1582 97
83 6046 8
83 4160 92
83 4680 99
83 1896 81
84 3045 77
84 4582 13
85 2540 25
85 4858 82
85 2634 54
85 7139 58
86 2966 79
86 8754 82
86 5568 84
86 8278 71
86 6237 99
87 3318 9
87 5890 18
87 2410 29
87 9580 70
87 2469 28
87 3029 23
87 6808 15
88 6578 92
88 7308 96
88 1367 82
88 7650 46
89 8082 33
89 6786 75
90 7638 90
90 759 12
90 9224 64
90 410 81
90 9234 76
91 3214 17
91 5535 34
91 227 17
91 4918 87
91 2659 66
91 2885 49
91 6994 51
91 1307 100
92 7639 83
92 9390 68
92 4619 66
92 6969 82
92 3890 2
92 8408 80
92 6636 84
93 2719 64
93 7340 1
93 2627 9
93 1355 91
94 4471 65
94 1026 70
94 2151 23
94 1463 36
94 3182 35
94 8814 29
95 5538 80
95 8211 82
95 5865 64
95 4657 46
96 414 70
96 1888 25
96 8568 8
96 3269 57
96 8657 19
96 7866 66
96 4980 83
96 5578 97
96 4844 32
96 5085 22
96 2634 26
97 8370 57
97 2565 80
97 3640 64
97 1917 37
97 8239 57
97 3886 79
97 5576 41
98 4119 66
98 7592 5
98 8308 22
98 221 60
98 3405 51
99 8323 87
99 6325 5
99 7434 75
99 957 51
99 6267 81
100 1577 78
100 5563 24
100 4477 21
100 7070 10
100 2776 30
101 6421 9
101 1094 88
101 5434 65
101 4739 44
101 1165 93
102 3691 56
102 6536 4
102 2408 8
103 2639 59
103 2743 64
103 1452 48
103 674 81
103 1900 71
104 3148 70
104 4466 52
104 3592 76
104 2488 17
105 1597 13
105 8559 54
105 2623 82
106 7036 8
106 994 85
106 6470 76
106 7565 26
107 3664 31
107 5555 99
107 951 100
107 1500 11
107 9246 5
107 7624 18
108 6414 50
108 1337 25
108 7666 37
108 9374 84
108 1362 4
108 7726 79
109 1767 39
109 8914 40
109 411 92
109 9534 43
109 9418 64
109 5305 72
110 8814 68
110 9898 94
110 4931 66
110 2396 78
110 941 60
110 8587 54
110 2750 80
110 2148 86
110 8443 30
110 6584 77
111 6140 52
111 8628 73
111 6008 44
111 8779 4
111 4548 27
111 4815 9
111 2007 96
112 3286 70
112 4347 80
112 9077 73
112 6483 38
112 3180 11
113 224 67
113 4047 93
114 5382 96
114 4162 54
114 7626 90
114 5471 56
114 4628 41
114 9527 60
114 2191 100
115 6844 26
115 4097 38
115 8326 81
116 4648 5
116 4783 58
116 9530 54
116 5321 91
116 5542 50
116 8219 28
116 903 94
117 8515 31
117 5666 3
117 5065 9
117 528 61
117 4268 55
118 5504 55
118 5927 86
118 3590 67
118 130 67
118 4592 70
119 227 76
119 3998 13
119 8302 73
119 7254 72
119 8871 80
119 643 97
119 2083 97
120 1746 41
120 5772 65
120 5597 25
120 6171 38
120 8942 64
120 6715 58
120 8702 100
120 5618 98
121 919 21
121 8362 88
121 7193 7
122 8311 20
122 6986 28
122 438 5
122 2257 88
122 6410 36
122 1901 88
122 7727 47
123 9292 77
123 7380 41
123 4665 14
123 9143 59
124 3620 51
124 2755 47
124 7706 52
124 3017 42
124 4596 31
124 1651 8
124 3881 14
124 9647 45
124 9673 35
124 5078 20
124 6751 93
124 1006 1
125 7152 42
125 2948 3
125 5851 34
125 2225 27
126 9532 92
126 6357 60
126 8943 94
126 8214 69
126 2831 39
126 9685 74
126 1691 5
126 4067 5
126 2714 98
127 5718 17
127 7609 53
127 491 98
127 630 10
128 4554 1
128 3879 63
128 5941 92
128 6268 97
128 5206 84
128 3251 6
129 2151 42
129 8956 8
