100 125
1 92 79
1 27 53
1 11 50
1 4 14
2 81 5
2 63 79
3 35 4
3 16 11
3 4 79
4 25 51
4 30 32
4 60 2
5 26 75
5 99 64
6 57 78
7 8 4
7 89 48
7 74 74
8 95 79
8 84 21
8 94 61
9 71 97
9 65 40
9 28 25
10 47 89
11 58 79
11 29 3
12 85 44
12 43 45
12 98 15
13 100 22
13 74 54
13 40 17
13 31 4
13 15 91
13 48 26
14 95 16
14 81 30
15 87 32
17 42 31
18 98 94
18 26 98
18 70 95
18 27 33
19 61 33
19 50 55
19 63 99
20 96 8
20 80 98
20 42 32
20 71 88
21 44 81
21 32 34
22 63 89
22 23 50
23 72 85
24 75 8
24 82 12
24 30 23
25 39 87
26 65 81
28 50 71
29 90 38
29 34 79
29 64 41
30 66 15
30 41 61
30 63 3
31 94 62
31 33 98
32 89 40
32 37 21
32 67 72
35 79 74
35 78 11
35 69 33
36 38 96
36 61 29
37 63 16
38 48 24
39 59 63
39 92 17
41 54 51
41 94 51
42 60 58
43 73 31
44 80 5
45 92 13
46 93 25
46 71 48
46 57 65
47 89 8
48 62 42
49 81 98
49 82 54
50 91 52
51 73 95
51 64 35
52 99 98
53 97 97
53 72 50
53 86 63
53 55 25
55 61 91
56 62 2
57 68 48
60 73 37
60 88 77
64 67 36
64 97 20
64 66 59
65 73 65
66 72 29
68 98 29
70 89 70
71 76 75
71 88 83
74 83 17
75 86 79
77 87 87
82 86 18
84 99 84
84 86 82
88 94 40
94 96 79
