10000 11000
1 5276 17
1 8690 8
2 3101 5
2 8875 43
3 3984 75
3 5453 39
3 4417 16
3 7992 3
4 8803 65
4 8315 42
4 4965 29
5 3447 27
5 3429 69
5 4244 3
5 6793 8
6 9164 90
6 3064 76
6 2684 94
6 6351 76
7 7380 54
7 9635 35
8 6954 69
8 251 82
9 4772 6
9 2812 46
10 5570 33
10 6622 41
10 7571 32
10 7232 75
11 4594 28
11 930 73
12 8486 70
12 5133 28
12 1807 8
12 1852 63
12 6090 92
13 7551 42
14 483 55
14 345 13
15 7353 25
16 6268 26
16 7142 67
16 6016 70
17 2603 87
17 5566 76
18 9767 60
18 1483 69
18 662 70
18 5558 2
19 2015 71
19 1451 77
19 1013 76
20 7696 27
20 4316 97
21 3166 53
22 5357 44
22 4721 61
22 6365 35
23 5760 73
24 4696 56
25 1871 72
25 7320 33
26 3670 10
26 8907 96
27 2621 72
27 6893 79
27 644 80
28 6097 56
29 2019 24
29 4113 1
29 9254 91
30 6651 35
31 9796 93
31 7996 96
32 8895 48
32 4165 9
32 8058 28
33 1964 97
33 1735 98
34 3257 44
34 1594 54
35 6963 61
35 9902 16
36 3330 76
37 8094 18
37 7905 40
38 6914 85
39 7058 84
39 2085 75
39 1037 34
39 227 76
40 5496 47
40 2679 43
40 578 77
41 7352 79
41 6517 96
42 4971 90
42 3952 90
42 4692 46
42 9773 100
42 9086 100
42 1245 71
43 7292 34
43 1449 11
43 2804 64
44 6255 90
44 153 46
44 4296 16
45 6945 30
45 2138 37
46 281 2
46 6531 77
47 3218 53
48 5940 30
48 5913 93
49 8396 64
49 4206 61
50 6219 59
50 7587 40
50 5927 34
50 3385 21
51 650 84
51 375 10
52 785 38
53 536 95
53 2066 58
54 8134 22
55 9477 60
55 5015 12
55 1122 69
55 5730 90
56 9095 69
56 9738 38
57 5568 95
57 5238 80
58 897 21
59 5518 45
59 4087 94
60 3130 13
60 228 93
60 7759 78
60 3737 71
60 4921 68
61 9491 75
62 1290 75
62 913 92
63 8611 94
63 6980 84
64 827 88
65 9498 87
65 3686 48
65 3019 37
66 2132 25
66 2228 30
66 7921 76
67 4644 18
67 7374 97
68 2363 86
68 1719 65
68 5763 93
68 8816 70
69 6718 23
69 195 9
69 5347 54
70 8031 8
70 3339 33
70 7150 44
70 4513 31
71 2278 63
72 7793 59
72 8523 79
73 9414 33
74 9974 35
75 7230 87
75 8838 98
76 1680 92
76 440 89
77 7783 56
78 5941 38
78 3334 69
79 3784 48
80 4896 87
80 6385 14
80 4516 17
81 1290 36
82 9232 61
82 8383 49
83 1433 69
83 9121 34
84 4960 85
84 4107 44
84 4217 46
84 3230 14
84 8730 88
85 4770 83
85 4586 11
85 8526 48
86 6641 74
87 9574 74
87 9257 53
87 2060 8
88 7899 14
88 2885 59
88 1552 38
88 2719 41
88 4980 97
88 242 43
89 6674 67
90 1076 89
90 2256 36
91 6856 5
91 1305 64
91 4973 35
92 357 35
92 3628 36
93 1498 28
93 6861 81
94 4033 37
94 1914 94
94 637 18
95 3348 88
95 6785 33
96 2289 7
97 2956 45
97 8237 25
97 2978 73
98 2993 63
98 1489 46
98 8025 46
98 3790 79
99 3439 75
99 2353 88
99 1450 1
99 5267 67
99 3020 9
99 3044 63
99 3834 62
100 1970 38
100 9528 19
100 5791 12
101 9017 99
101 2554 38
101 7020 73
102 9378 58
102 7322 89
102 9193 83
102 4469 19
103 3655 94
103 2260 6
104 1821 76
104 1485 62
104 7977 14
105 1053 42
105 8078 10
106 7029 69
107 2122 63
107 1002 22
107 9140 49
108 6442 31
108 4621 39
109 4025 59
109 3054 94
109 5353 88
109 3307 7
110 8679 14
110 6061 37
111 1204 18
111 4085 11
112 8073 81
113 4597 8
114 309 53
115 6101 89
115 9704 69
116 9825 55
116 4028 55
117 3258 11
118 2630 60
119 8173 38
119 5797 23
119 9606 88
120 7691 73
120 393 75
121 4011 31
122 5300 49
122 330 46
123 7156 90
123 425 68
123 5934 58
123 8734 22
123 4564 15
124 3989 81
124 9123 26
124 3587 22
125 3740 47
125 955 100
126 7083 34
