10000 12500
1 5442 11
1 1081 50
1 715 31
1 5831 95
1 2463 4
2 4726 48
3 6223 66
3 2918 37
3 4605 90
3 3284 59
4 8787 3
4 4861 25
5 1419 98
6 8144 23
7 8163 58
7 8978 99
7 2496 29
8 5160 11
8 5292 17
8 5747 100
8 1061 58
8 7117 42
9 6037 90
10 1836 53
10 8268 87
10 7130 80
11 9341 77
11 6731 9
11 5711 52
12 8520 31
12 1188 91
13 4704 37
13 7600 93
14 9965 59
14 3729 18
14 6208 49
15 4202 97
15 8136 10
15 8445 76
15 5856 9
16 4210 64
16 9636 14
16 6647 100
17 9710 84
17 2892 77
17 3940 82
18 6646 54
19 4568 75
20 5655 35
20 4890 76
21 5274 70
21 2262 9
21 6281 23
21 8147 17
22 6908 52
22 569 55
22 1097 84
22 2105 26
23 3131 28
24 836 16
24 68 30
24 486 34
24 4136 85
25 9894 77
26 1738 100
27 9445 67
27 8188 40
28 2264 15
28 2943 25
28 3721 24
28 7877 82
29 1105 35
29 2718 64
30 9520 59
30 4313 69
31 5354 32
31 1265 16
31 3888 55
32 3761 57
32 395 55
32 609 60
32 9560 93
32 6327 45
33 7065 12
33 2474 67
34 6305 29
35 5061 29
36 4367 93
36 2161 94
37 6589 69
38 2119 38
39 50 50
40 7301 62
40 3687 79
40 9961 98
40 9049 2
40 3982 58
41 2457 44
41 9476 81
41 6145 99
42 3512 80
42 702 94
42 9559 50
42 3974 73
42 9525 77
43 9347 93
43 4652 57
44 5699 2
44 4372 9
44 4199 13
44 3106 3
45 9312 22
46 2096 30
47 340 98
48 3328 84
48 1649 67
49 9244 41
49 3110 60
49 3222 99
49 2728 37
50 5155 92
50 9662 18
51 2330 94
51 3974 46
51 1265 55
52 9063 38
52 8101 54
52 6659 20
52 7743 13
53 2764 15
53 4972 99
53 6038 8
54 579 7
54 5622 16
55 4163 94
55 665 98
55 991 89
55 7840 62
56 3835 22
56 2776 30
56 3140 45
57 1527 54
57 7393 3
58 8793 9
58 2176 66
59 1531 35
60 7321 74
60 4039 70
60 8675 96
61 9393 48
61 732 60
62 681 97
62 6924 17
62 1163 24
63 9875 47
63 6560 85
63 1066 75
64 7607 14
64 7538 34
65 5195 1
65 5527 34
65 1484 99
66 3721 67
67 7999 57
68 6930 59
68 1224 88
68 2645 55
68 7098 93
69 3040 52
69 6268 93
69 5379 4
69 6897 29
70 6911 74
70 9243 62
71 8054 53
72 8891 94
72 2349 37
73 1295 2
73 3174 72
73 7236 49
74 2293 99
74 1683 58
75 3158 33
76 9247 87
77 9343 13
77 8562 96
78 2237 26
78 8979 76
79 5335 60
79 597 10
79 3028 84
80 4343 73
80 1512 96
81 5014 17
81 4030 26
82 4742 41
82 3478 70
83 8940 24
83 6732 4
83 3001 44
84 9484 29
84 9600 22
85 6931 18
85 1476 12
86 9931 72
86 2259 65
86 2818 15
87 4557 62
87 1238 61
88 5997 33
89 9238 74
89 2003 53
89 2513 63
90 1574 9
90 4851 84
91 4177 66
92 2703 43
92 1196 95
93 7069 66
93 1462 7
93 9748 67
94 330 22
94 9633 51
95 2280 47
96 9480 76
96 6840 33
96 9549 70
96 2583 97
97 5302 1
97 1981 2
97 7632 28
98 3518 24
98 9157 53
98 5278 30
98 7530 62
99 3822 26
99 9881 18
100 6007 37
100 2575 83
100 4030 36
101 610 92
102 2916 36
