10000 11000
1 1540 1
2 721 4
2 5703 78
3 4263 70
4 9889 84
5 8710 35
5 2416 11
6 5928 42
7 613 85
7 7576 93
8 6165 95
8 5543 61
8 6270 98
8 2693 44
9 4445 59
9 6485 68
10 2302 75
10 328 70
10 4759 41
11 3238 94
12 7289 26
12 4108 65
12 7124 59
13 3660 68
14 5456 54
14 98 4
15 3339 21
16 6345 82
16 1987 28
16 4034 11
17 6072 9
18 8338 81
18 5212 42
18 4823 55
18 8526 8
18 4937 43
19 9154 5
19 9438 18
19 1867 54
20 747 29
20 5891 47
20 2565 94
20 6487 15
21 6690 43
21 6154 18
21 4143 2
21 7920 69
22 194 96
23 1705 55
23 773 59
24 7606 68
24 5100 50
25 7668 86
26 9923 10
26 3652 100
26 3377 45
27 1347 93
27 3041 31
28 4084 30
28 6639 40
29 8293 3
30 3982 12
31 6065 49
32 4471 72
32 6271 75
33 8513 98
33 2245 40
33 3316 13
33 5292 8
34 8055 69
34 6265 27
35 7982 34
35 3797 34
36 3637 28
37 6051 23
37 6566 42
38 620 81
38 1525 83
38 4489 19
39 7909 89
39 7407 50
40 260 75
41 4831 54
42 7412 78
42 5506 4
43 1604 39
43 7627 91
43 1792 49
44 4697 65
44 1505 80
44 8955 99
45 8694 100
45 682 25
45 9718 58
46 4705 25
46 6567 37
46 6954 61
47 7402 10
47 2199 55
48 4785 96
48 3873 95
48 7495 12
49 9112 12
50 483 50
50 9860 26
50 5844 98
51 5252 64
52 5660 73
52 5070 64
52 1481 83
52 2118 91
52 3490 31
52 1371 99
53 6764 89
53 3410 77
53 559 85
54 2404 90
55 9972 61
55 8623 44
55 1967 50
55 4105 85
56 3761 88
57 2947 73
57 8494 51
58 6681 37
58 6442 85
58 374 73
58 6660 39
59 6788 79
59 4743 17
59 2814 13
60 5480 7
61 809 27
61 6261 96
61 9808 85
61 6632 88
62 814 14
62 422 80
62 6920 84
63 2244 14
63 5716 73
64 2162 91
65 6493 55
65 6833 58
66 2400 45
66 9242 29
67 5676 60
68 5413 87
68 2343 15
69 7677 50
69 1970 24
69 8273 21
70 4532 59
70 7815 82
71 211 35
71 6698 81
72 4304 52
73 5071 97
73 5160 93
73 3128 16
73 5868 74
74 2882 67
75 6142 58
75 5786 55
75 8921 32
76 3403 52
76 1271 10
76 7883 16
77 8517 50
77 3968 44
77 166 84
77 4100 56
78 7806 68
78 8715 47
78 2486 92
79 9752 35
79 6648 64
79 268 67
79 2311 93
80 242 66
80 6062 27
80 2480 19
81 3461 75
81 9123 56
81 2365 90
81 513 83
82 1271 83
83 5882 14
84 6379 11
84 3433 100
85 7094 9
85 6754 68
86 1125 57
87 7124 41
88 1660 48
88 9023 83
89 8684 40
89 8296 67
89 1467 14
89 5686 44
90 8167 70
91 8765 92
91 3038 31
91 6917 23
92 7447 64
92 8154 33
93 2412 51
93 2480 82
94 4503 2
94 7072 40
95 1806 65
95 106 82
96 4752 24
96 245 91
96 2431 97
96 4554 74
96 9518 44
97 5818 61
98 2211 52
98 5099 85
99 1225 35
99 7405 37
100 4435 68
101 6793 79
101 6701 55
101 8449 81
101 4596 67
102 9534 24
102 6463 46
103 7196 58
103 8921 10
104 5713 61
104 167 79
104 7346 94
105 2552 68
106 973 91
106 4138 65
107 8979 22
108 3217 26
109 3778 68
109 7183 3
110 4957 21
110 5065 19
110 6405 13
111 6075 42
111 4572 52
112 811 25
113 3942 56
113 9394 93
113 7846 47
114 8401 1
114 1609 57
115 5293 99
116 8693 63
116 6071 23
116 4797 73
117 4927 73
117 1817 4
117 8952 55
117 491 35
118 6767 36
119 6292 82
119 5892 18
120 7552 29
120 7547 37
121 1729 44
121 8882 57
122 8839 21
122 4920 42
122 7875 77
123 2171 2
123 7858 77
123 5394 20
124 9239 93
124 811 43
124 2963 2
124 1229 1
125 5041 28
126 1076 13
126 8736 28
127 4410 8
127 2705 61
128 5925 82
128 3617 57
128 5582 20
129 2675 66
129 3894 55
129 2369 62
130 4479 72
130 5551 42
131 9609 16
131 2397 8
131 1065 7
131 9190 20
132 398 62
133 2375 29
133 6370 23
134 6838 48
134 4625 9
135 8569 50
136 3583 59
137 6482 66
137 636 27
138 9693 24
138 3896 21
139 1839 94
140 6652 44
140 6313 17
141 5681 45
142 1539 1
142 7717 17
142 4297 60
143 1330 78
143 1409 48
143 7241 14
144 2343 64
144 7797 52
145 2509 88
145 4058 25
146 4450 53
147 5758 5
148 8658 57
148 8057 43
149 731 1
149 430 29
149 658 33
150 8875 52
150 7907 8
151 4350 1
151 4235 99
152 9736 18
153 6465 56
153 7569 16
153 4118 50
154 1655 78
155 8450 64
155 4625 52
155 1155 98
156 9660 40
156 2421 60
156 9665 6
157 5100 45
157 2742 33
158 3230 20
158 1210 18
158 2798 64
159 433 60
159 7803 71
160 6986 67
160 9796 6
161 8381 83
161 9216 9
161 9048 55
161 7307 34
162 1525 37
162 7160 11
163 2808 12
163 9294 64
163 6062 72
164 1018 26
165 6717 96
165 6753 39
166 6668 60
166 1157 96
166 2093 88
167 8318 57
167 523 48
167 9646 27
168 1747 57
169 5502 41
169 2029 24
170 3847 90
171 6287 90
172 9629 25
173 7272 89
173 2971 50
174 1574 12
174 8536 77
174 1516 12
174 1399 63
174 6470 86
175 7946 68
175 2835 32
176 3081 49
177 1463 50
177 2430 100
177 5489 63
178 5425 96
178 2056 68
178 334 35
178 7876 95
179 1874 79
179 1852 17
180 1748 32
181 7564 2
182 8972 15
182 5130 70
183 4481 67
183 8013 42
184 4480 25
184 3864 92
184 8564 7
185 6421 22
185 4674 86
185 4605 90
185 6505 25
185 3073 92
