1000 1250
1 980 22
1 332 81
1 757 72
1 174 91
2 701 4
2 98 42
3 317 86
4 374 14
5 746 50
5 790 35
6 19 88
6 527 34
7 658 100
7 472 28
7 534 64
8 476 76
8 653 25
8 563 9
9 165 6
10 410 64
10 845 94
11 227 82
11 475 33
11 524 2
12 53 86
12 694 95
13 317 90
13 780 86
13 958 3
14 931 9
14 754 5
14 416 46
14 287 6
15 241 31
16 924 44
16 740 29
16 96 42
17 63 16
18 452 12
19 384 72
19 906 68
19 43 4
20 562 100
20 506 36
20 792 53
21 410 17
21 343 13
22 175 78
22 481 43
23 503 82
23 122 66
23 451 4
23 193 74
24 401 76
24 383 94
24 120 66
24 133 44
24 213 3
25 590 57
26 686 47
26 687 71
26 771 42
27 266 74
28 242 12
28 777 79
28 96 93
29 692 40
29 216 50
30 570 19
30 104 78
30 396 53
30 928 14
31 680 48
31 251 27
31 403 96
31 382 22
32 616 41
32 848 94
33 334 72
33 242 45
34 705 100
34 246 45
34 491 95
35 198 29
35 436 49
35 581 38
36 568 34
36 80 83
37 156 30
38 437 12
38 648 46
39 687 90
39 648 79
39 481 7
40 740 39
41 250 73
41 110 74
41 235 39
42 585 75
42 353 90
43 508 34
43 309 70
43 805 56
44 177 81
44 838 48
44 684 92
45 906 77
45 182 93
46 405 10
46 283 86
46 711 21
46 477 25
47 453 22
47 185 69
47 828 24
47 995 30
47 396 35
47 1000 77
47 559 87
48 467 54
48 295 68
49 372 76
50 891 15
50 473 39
50 257 87
50 699 51
51 124 45
51 351 44
51 745 50
51 784 70
52 385 25
52 633 30
53 531 32
54 771 3
54 130 100
54 486 66
54 193 58
54 543 3
54 84 4
54 491 40
55 336 99
55 937 71
56 353 25
56 454 28
57 878 92
58 852 16
58 855 31
58 569 99
59 777 94
60 467 66
61 244 27
61 226 68
62 804 28
62 675 45
62 778 57
63 236 65
63 897 7
63 824 1
64 109 64
64 352 99
65 189 74
66 617 65
66 357 6
66 244 29
67 370 80
67 225 4
68 152 5
68 999 79
69 477 66
69 271 32
69 424 6
69 565 63
70 553 3
70 248 84
71 278 67
72 867 48
72 243 78
72 291 73
73 756 93
74 147 45
75 151 84
76 444 45
77 117 9
77 546 69
78 575 7
78 836 91
78 856 69
79 933 29
79 439 58
80 482 63
80 631 35
81 743 66
81 633 43
81 823 80
82 255 57
82 424 96
82 145 15
83 521 47
83 971 14
84 635 61
85 223 10
85 377 41
85 479 71
86 143 88
86 829 38
86 118 30
87 667 66
87 568 28
87 533 59
88 641 24
88 394 7
88 915 4
88 278 71
88 838 36
88 150 40
89 695 66
90 106 4
90 577 21
90 554 69
91 529 66
92 308 13
93 938 100
93 482 58
94 663 54
94 693 68
94 195 44
95 331 39
95 154 35
95 614 59
96 143 26
96 275 90
96 521 87
97 647 90
97 187 40
97 263 93
98 802 93
98 648 56
98 241 16
98 978 15
99 661 10
99 732 93
100 884 17
100 532 53
100 427 87
101 864 69
101 305 69
101 1000 38
102 930 45
103 511 79
103 707 58
105 345 13
105 484 55
106 151 28
106 472 73
107 573 32
108 916 59
108 891 53
109 979 72
110 952 95
110 302 61
110 715 88
111 645 49
112 974 55
112 846 44
113 842 38
113 322 27
113 701 42
113 774 56
113 310 5
114 819 80
114 679 35
114 133 51
114 853 3
115 546 100
116 389 3
116 599 48
116 248 13
116 486 25
118 157 23
118 620 74
119 761 48
119 899 83
121 711 23
121 612 50
122 854 92
123 553 73
124 333 86
124 644 42
124 504 66
124 348 39
125 504 42
125 898 47
125 567 98
125 610 83
125 390 69
126 580 79
127 854 28
127 483 98
127 610 48
127 475 56
128 404 60
128 226 48
129 555 78
129 547 34
129 709 96
130 941 20
131 311 88
131 303 8
131 140 74
132 226 46
132 695 19
133 179 42
133 711 27
134 609 62
134 587 73
134 270 20
134 690 48
135 739 70
135 943 81
136 759 14
136 452 51
136 176 49
137 400 29
137 434 70
137 370 60
137 954 14
137 830 97
138 602 55
139 998 41
139 636 30
139 541 16
140 172 10
140 549 25
141 839 49
141 763 88
142 556 44
142 635 78
142 567 11
142 151 52
143 364 24
143 269 31
143 267 21
143 255 68
143 732 68
144 341 6
145 693 52
145 812 22
146 781 24
146 416 45
147 766 56
148 748 46
148 372 92
149 183 93
149 948 91
150 313 22
153 697 37
154 768 83
155 687 10
156 576 8
157 310 67
158 614 25
158 547 76
159 881 76
159 757 11
159 434 63
160 932 70
160 421 25
160 679 71
160 231 98
161 728 13
161 208 28
161 772 93
162 682 69
162 731 94
163 697 50
163 417 19
164 406 12
164 200 37
164 392 51
164 783 36
165 973 69
165 458 94
165 863 33
165 258 92
165 829 29
165 683 13
165 320 81
166 252 46
166 844 46
167 446 30
168 369 91
168 461 80
169 461 94
169 382 63
169 668 60
170 234 94
171 618 30
171 366 73
172 327 29
172 940 87
173 820 82
173 900 26
174 501 69
174 999 35
174 305 70
175 821 75
175 541 55
176 447 20
178 313 21
178 345 39
180 563 61
180 439 9
180 630 71
181 983 64
182 672 8
182 937 85
183 579 46
183 262 69
184 359 12
184 798 23
185 215 3
186 449 98
186 643 88
186 233 19
186 264 13
186 369 7
187 688 37
187 320 72
187 386 46
188 800 82
189 344 32
189 545 71
190 712 10
191 605 13
191 568 84
191 559 61
192 580 48
192 573 32
192 628 17
192 309 7
193 722 36
193 438 85
194 789 94
194 992 45
195 654 30
195 908 10
195 399 50
196 282 51
196 889 60
196 270 91
197 594 97
197 956 4
199 690 90
199 551 72
199 354 37
199 357 13
201 252 68
201 937 74
202 348 25
203 747 31
204 847 64
204 500 31
205 299 92
206 738 34
207 613 28
207 789 79
207 237 99
208 817 53
208 990 14
209 518 76
209 546 93
210 997 73
211 300 50
211 976 93
211 727 91
211 990 81
212 876 31
212 267 80
213 354 46
213 310 38
214 313 10
216 633 28
217 606 14
217 274 95
217 579 66
218 944 78
218 663 26
218 817 18
219 380 89
219 470 28
220 735 38
220 788 27
220 835 1
221 774 63
222 715 74
222 307 9
224 910 54
224 296 49
224 715 38
225 469 100
228 977 80
228 546 93
229 905 17
230 276 22
230 517 53
231 955 55
231 669 64
231 317 47
232 719 59
232 264 29
233 774 64
233 303 73
234 454 72
234 385 36
234 369 89
235 691 34
235 624 69
235 285 36
235 311 85
236 655 49
236 705 71
236 688 21
237 332 28
238 455 65
238 282 98
239 837 87
239 456 9
240 254 37
241 964 75
241 878 68
243 528 11
244 682 64
245 627 13
245 416 36
245 994 82
246 795 23
247 521 49
249 888 59
249 665 70
249 644 72
250 758 38
250 923 34
250 605 67
251 375 100
251 342 62
252 871 91
253 861 9
253 337 9
254 583 17
254 587 14
254 411 32
255 439 80
256 439 78
257 873 58
258 326 20
258 484 67
258 358 43
259 816 79
259 862 22
260 552 26
261 433 81
261 915 41
262 695 79
262 902 99
263 844 1
263 569 40
263 826 20
264 334 36
264 874 32
265 311 80
265 991 30
266 863 5
266 847 60
268 731 8
268 531 29
268 381 74
269 530 48
269 829 92
269 724 39
269 564 97
270 395 75
270 851 89
270 314 97
270 472 59
271 972 98
272 717 52
272 720 95
273 391 11
273 546 61
273 966 93
274 727 95
274 614 49
275 347 25
277 653 87
277 689 77
277 921 77
278 824 32
279 599 47
280 792 96
280 874 41
280 571 11
281 337 75
281 438 33
281 948 47
282 702 99
283 724 98
283 297 47
284 685 45
284 763 48
286 954 65
287 485 33
288 694 73
288 734 11
289 557 21
290 491 63
291 537 68
291 467 19
291 831 14
291 804 76
292 982 52
292 487 95
292 845 54
293 757 99
294 841 25
294 338 81
295 373 41
295 829 100
296 693 96
296 745 6
296 352 96
296 702 25
296 578 18
298 728 68
298 633 28
299 669 18
299 553 40
301 940 12
302 542 84
302 414 27
302 790 74
302 715 35
303 981 70
304 803 22
304 350 91
304 475 1
305 612 37
306 507 26
306 778 36
307 820 13
307 947 32
307 866 6
307 509 12
307 743 8
308 897 40
308 403 18
310 770 34
312 670 30
312 432 93
313 319 55
314 773 1
314 900 27
314 977 96
315 831 85
316 684 45
316 754 80
316 899 11
316 611 21
317 483 31
318 423 81
319 572 63
320 460 6
321 376 43
321 848 58
321 580 94
323 774 9
323 965 12
324 391 47
324 843 93
325 412 90
325 723 1
326 477 62
326 778 12
327 422 31
328 523 50
328 514 79
328 345 28
329 703 35
329 643 49
330 785 58
330 892 32
331 971 30
331 839 34
331 672 55
332 882 9
332 857 56
333 356 76
334 345 10
335 483 100
336 637 98
337 540 99
337 770 33
338 986 25
339 879 84
339 452 29
340 370 77
341 594 50
341 855 14
342 578 83
342 777 76
342 349 33
343 912 17
344 790 83
345 869 25
346 777 48
347 458 13
348 827 71
349 742 34
349 860 74
350 512 5
350 681 43
351 369 22
352 922 86
352 437 68
353 540 55
354 848 30
355 987 58
355 580 18
357 927 95
357 499 87
358 965 28
358 726 34
358 617 53
359 969 78
360 436 55
360 432 58
360 884 49
361 903 31
361 999 38
362 786 94
362 889 58
362 366 87
363 417 4
363 418 77
363 735 8
365 429 38
365 757 42
366 959 82
367 441 84
367 928 74
367 588 33
368 890 81
368 903 12
368 700 7
369 553 6
370 540 78
371 398 100
371 421 14
372 564 15
373 374 98
374 732 64
374 947 93
375 991 27
375 409 15
377 765 11
377 648 76
378 789 38
378 1000 80
379 579 26
381 697 68
382 497 53
382 673 34
383 812 87
383 807 12
384 744 94
385 597 61
386 445 46
386 946 32
387 725 84
387 432 35
387 995 89
388 451 71
388 452 39
389 406 5
390 451 50
391 652 86
391 957 53
392 983 60
393 415 7
393 633 80
394 858 34
394 977 4
395 907 59
397 904 85
399 640 91
399 989 69
399 469 41
402 970 24
402 743 88
403 622 69
403 671 29
406 861 12
406 703 92
407 565 83
408 678 15
408 763 20
410 649 31
411 456 8
411 780 70
411 864 13
413 576 1
413 945 45
414 966 41
415 569 3
416 960 53
417 809 16
417 730 45
417 995 77
418 545 36
419 776 8
419 982 35
420 616 37
420 801 76
423 519 33
423 949 11
424 696 99
425 704 91
425 436 46
425 696 87
426 783 63
426 597 42
427 736 97
427 729 70
427 814 9
428 657 69
428 569 1
430 628 95
431 642 24
432 585 36
433 895 44
433 520 8
433 450 92
434 500 11
435 498 53
435 643 60
435 956 13
437 642 21
437 691 41
438 909 52
438 749 60
439 897 87
440 559 72
440 518 8
442 958 98
442 853 57
443 887 99
443 481 94
444 694 3
446 848 50
446 638 32
446 767 22
447 684 22
448 732 23
451 650 9
453 671 12
453 591 5
457 645 21
457 792 19
458 529 26
459 498 50
460 941 62
461 768 73
462 961 5
462 666 62
462 463 69
462 581 18
462 644 74
463 888 74
464 490 38
464 868 9
464 992 60
464 955 3
465 776 72
466 924 38
466 661 29
468 534 20
468 567 7
469 870 52
469 995 81
470 661 62
470 762 41
470 889 59
471 945 1
471 689 74
473 939 93
473 905 61
474 493 89
474 874 43
475 883 36
475 971 42
475 943 49
475 903 1
476 621 54
477 743 95
477 853 10
478 528 41
479 781 54
479 809 79
480 642 44
480 823 33
480 874 29
481 489 90
481 608 53
482 823 60
485 730 28
486 659 46
487 510 46
488 505 26
488 855 49
488 998 80
489 808 61
489 564 83
491 595 32
491 795 70
492 862 23
493 946 85
494 556 59
495 751 41
495 769 69
496 809 80
497 894 28
497 868 98
497 614 90
499 914 66
502 983 33
505 813 14
505 741 61
506 989 27
507 700 71
507 514 2
509 793 53
509 784 43
509 856 45
509 931 21
510 859 61
510 670 23
511 913 36
512 847 34
513 798 55
515 582 80
515 921 99
516 766 74
516 932 30
517 737 42
518 747 20
522 616 17
522 875 28
523 635 54
524 925 74
524 919 75
524 614 90
525 715 81
526 883 2
527 956 61
529 781 30
531 776 84
531 615 91
533 764 85
535 629 76
535 975 94
536 601 21
536 687 52
536 805 84
536 737 4
537 686 89
538 936 61
538 833 82
539 802 43
539 634 13
540 888 2
541 713 35
543 566 12
543 722 27
544 795 77
544 972 54
546 834 22
546 887 25
548 795 82
548 849 60
548 723 36
549 780 50
550 950 9
551 874 29
552 953 38
553 638 64
554 949 16
554 586 9
557 989 64
557 899 89
558 680 99
560 839 96
561 624 66
561 679 100
563 941 77
565 979 95
566 983 33
567 875 28
569 760 56
571 657 99
572 886 6
573 738 44
573 934 27
574 809 31
576 846 27
576 744 95
577 1000 90
577 662 6
579 664 27
579 811 63
582 623 98
583 851 52
583 667 93
584 917 52
584 889 79
586 831 82
588 668 41
589 944 24
590 796 91
592 593 57
593 613 13
595 901 35
596 613 27
598 737 45
598 608 90
598 939 29
600 857 37
600 685 33
600 740 37
600 741 9
600 630 35
600 854 68
602 747 65
603 755 64
603 791 44
604 825 12
604 904 64
605 800 65
606 622 51
607 709 32
607 754 82
608 957 7
610 631 24
611 784 31
612 683 70
612 908 2
615 918 91
619 722 12
620 890 12
621 768 27
621 948 63
622 772 44
624 697 34
625 731 47
626 679 65
628 878 8
629 676 17
629 641 23
630 805 20
631 849 39
632 850 63
633 652 59
634 655 68
634 721 71
635 933 86
637 906 33
638 672 12
638 928 64
639 796 73
639 856 37
640 988 83
642 753 91
642 743 39
646 692 21
647 860 26
648 833 100
649 778 33
649 663 96
651 660 66
653 716 49
653 699 33
656 904 77
656 972 70
658 711 5
660 923 46
662 707 30
662 829 29
664 968 19
664 906 17
665 889 35
667 916 97
667 668 67
668 935 7
669 996 86
669 677 77
669 942 31
673 934 78
673 949 43
674 895 21
675 706 52
675 741 84
677 845 38
678 999 64
681 961 16
683 946 67
689 815 74
689 762 14
689 840 7
690 845 60
692 947 39
693 892 68
693 755 99
694 794 89
695 704 51
696 918 87
698 727 67
698 763 17
699 789 76
699 803 51
703 818 68
703 921 82
703 832 85
706 896 81
706 750 85
707 865 75
707 817 2
707 729 71
708 959 18
708 815 95
709 869 34
710 938 74
711 796 70
712 773 30
712 760 25
714 819 74
715 877 81
716 972 15
718 930 67
718 915 57
720 898 78
721 725 12
723 838 20
723 799 90
724 799 81
725 782 25
730 992 66
730 850 12
732 839 18
733 777 37
734 828 17
735 779 30
740 986 79
740 953 19
741 992 41
744 832 98
746 904 73
747 882 65
750 962 18
750 936 59
750 800 97
752 889 80
754 787 81
755 942 67
755 943 80
756 873 56
757 899 45
758 985 25
759 798 31
760 805 59
760 912 43
760 942 81
763 766 66
763 836 63
764 908 88
764 889 38
766 880 11
767 796 69
767 931 2
769 829 13
770 967 94
772 853 20
774 950 53
775 900 80
775 806 71
776 804 18
779 810 84
783 797 77
784 856 91
787 899 87
788 835 34
788 817 8
789 872 63
791 994 28
795 814 59
795 822 84
801 833 71
805 890 34
806 850 46
806 827 38
807 956 62
811 990 71
814 994 47
814 964 89
814 967 54
816 827 87
822 984 68
826 903 19
830 924 5
831 916 24
832 954 4
839 926 72
839 997 25
840 901 41
843 948 96
843 917 15
849 978 25
852 984 72
855 936 72
862 953 70
864 976 19
866 981 41
868 956 63
869 972 52
870 993 22
870 956 48
876 920 77
878 919 4
879 903 39
885 899 18
891 975 41
893 908 97
902 951 95
908 937 92
910 992 90
911 937 75
912 966 9
929 981 68
943 951 6
951 963 29
951 964 67
952 955 33
983 990 97
