100 300
1 17 47
1 8 35
1 2 52
1 6 83
1 13 61
1 90 7
1 83 63
1 43 62
2 39 89
2 40 85
2 43 2
3 84 19
3 76 6
3 52 47
3 57 36
3 65 18
3 64 45
3 25 94
3 79 45
3 62 53
4 98 94
4 36 50
4 91 54
4 23 91
4 18 82
4 16 34
4 84 55
5 12 87
5 35 76
5 67 87
6 40 19
6 65 39
6 30 93
6 11 91
6 43 94
7 78 76
7 81 31
7 23 28
7 71 57
7 47 11
8 42 18
8 95 20
8 76 50
8 31 93
8 61 44
8 97 96
9 63 94
9 73 8
9 26 78
9 44 68
9 83 57
9 21 39
10 73 6
10 80 100
11 21 63
11 14 86
11 61 92
11 52 32
11 88 16
11 45 76
11 77 10
12 50 90
12 24 6
13 47 95
13 98 9
13 54 52
13 94 5
13 87 25
13 29 86
13 97 7
14 87 70
14 78 82
14 79 34
14 44 81
14 90 37
15 68 42
15 74 84
15 84 54
15 22 64
16 18 89
16 81 23
16 98 50
16 39 42
17 21 46
17 81 98
18 50 100
18 23 90
18 75 87
19 24 80
19 58 51
19 35 100
20 22 39
20 38 12
20 83 18
20 77 87
20 47 19
20 54 64
20 68 49
21 41 43
21 98 55
22 46 100
22 53 86
22 66 15
22 28 69
22 88 16
22 96 74
22 89 35
23 97 76
23 53 25
24 69 3
24 49 10
25 57 92
25 58 70
25 90 99
25 62 1
25 53 94
25 91 95
25 39 20
25 74 1
25 33 13
26 80 28
26 79 43
26 68 70
26 66 88
27 76 85
27 98 81
27 50 78
27 58 93
27 37 54
27 47 64
27 64 95
28 92 32
28 65 2
28 61 87
29 53 52
29 87 68
29 75 61
30 41 90
30 73 86
30 60 94
30 97 47
30 94 80
31 77 64
31 79 48
31 50 40
31 97 21
31 66 93
31 89 48
31 90 63
31 52 83
32 44 29
32 33 69
32 52 74
32 47 1
32 69 54
32 42 73
33 36 24
33 40 14
33 99 13
33 96 100
33 84 36
34 81 21
34 67 32
34 38 61
34 53 89
35 88 86
35 97 7
36 99 77
36 50 38
36 60 84
36 37 73
37 69 34
37 60 19
37 62 69
37 89 37
38 81 69
38 69 96
38 95 33
38 77 6
38 99 61
38 56 95
39 51 29
39 73 19
39 90 17
39 52 66
40 61 86
40 100 1
40 94 24
40 99 92
40 76 46
40 71 99
41 91 94
41 61 34
41 51 57
41 70 88
41 59 10
42 66 27
42 64 22
42 60 73
42 90 13
42 68 60
43 87 20
43 80 13
43 93 85
43 51 57
43 45 18
44 93 12
45 50 69
45 88 24
46 71 29
46 68 62
47 68 67
47 74 25
47 56 18
48 59 39
48 77 57
48 99 54
48 66 56
49 100 83
49 92 58
49 62 71
49 94 34
49 89 88
50 60 67
51 67 4
51 78 48
51 100 46
51 63 60
51 65 36
51 77 19
51 92 80
51 93 8
52 93 47
52 63 66
53 76 92
53 85 55
53 78 70
53 99 76
53 81 32
54 95 76
54 80 27
55 83 88
55 88 24
55 61 70
56 69 49
56 67 25
57 76 8
57 83 4
57 84 93
58 78 70
58 94 18
58 86 49
59 72 65
59 76 87
60 72 29
60 81 91
61 67 26
61 74 95
62 97 41
62 95 33
62 88 98
63 94 97
64 82 58
64 81 22
64 65 54
64 97 80
65 76 2
65 79 23
65 92 67
66 89 58
66 94 76
68 96 49
68 99 52
69 84 93
70 86 37
71 72 9
72 99 22
73 81 15
73 100 10
74 89 98
74 80 44
75 87 72
75 83 14
76 79 54
77 86 11
77 83 81
78 84 93
78 100 87
82 85 78
82 86 95
84 96 47
86 88 65
89 91 70
90 92 5
90 99 17
90 91 3
91 95 45
93 94 43
95 98 86
97 100 30
