10000 20000
1 3206 20
1 2579 29
1 6739 46
1 9648 61
2 3759 48
2 5730 22
2 7929 47
2 5173 75
2 4071 68
3 7343 78
3 2454 99
3 7391 76
4 1957 21
4 8312 60
5 5544 1
5 7291 91
5 1892 20
6 9962 30
6 9515 97
6 5876 49
6 6438 73
7 5277 81
7 6206 76
7 9374 93
7 9011 2
7 4690 55
8 1770 33
8 3486 23
8 4166 42
8 8154 29
8 6644 32
9 9693 46
9 9174 16
9 1685 30
9 3857 31
9 679 44
10 3967 34
10 8151 86
10 5915 12
10 4014 81
10 105 96
11 4322 63
11 3031 34
11 6295 47
11 6844 40
12 7158 98
12 8825 31
12 9043 42
12 3596 53
13 2948 5
13 6080 30
13 7075 82
13 5786 32
13 5156 58
14 3170 97
14 1209 13
15 5024 40
15 5404 30
15 5574 6
16 9359 71
16 154 69
16 5532 18
16 9097 64
16 2616 2
16 3866 25
16 9385 93
17 8368 57
17 1089 78
17 4000 87
17 8408 57
17 9507 60
18 7463 70
18 8443 87
19 4991 46
19 6887 1
20 5342 63
20 9656 64
20 4019 62
21 6264 1
21 1683 83
21 4280 37
21 417 8
22 955 60
22 8583 92
22 1026 97
23 4658 53
23 4533 75
23 6882 31
24 8331 49
24 1190 92
24 6482 47
24 1555 91
24 2326 57
24 9232 90
25 9699 24
25 5441 90
25 2942 87
25 2951 26
25 9545 1
25 6548 41
26 4776 22
26 3598 61
26 4778 67
26 6369 75
26 8196 94
26 793 17
27 9429 77
27 4899 9
27 7514 25
27 3174 25
27 3824 73
27 2574 100
27 6814 97
28 9788 76
28 8266 93
28 8944 59
28 5678 23
28 4319 100
28 4439 36
28 1851 54
28 7361 93
28 4467 60
29 1407 33
29 4155 90
29 2059 12
30 6020 24
30 6228 60
30 956 38
30 3656 22
30 8828 31
31 1525 89
31 9929 27
31 3579 46
32 9907 75
32 5224 65
32 1456 100
32 9765 39
33 1949 55
33 5380 4
34 2667 51
34 2512 16
34 9959 12
35 5430 1
35 1430 100
36 7617 89
36 1543 89
36 1654 15
36 7759 55
37 8880 49
37 3755 87
37 1725 63
37 667 12
38 2831 93
38 6805 57
38 4653 43
39 9764 46
39 276 98
40 1423 57
40 2496 57
40 9945 18
41 6371 60
41 9988 43
41 7047 48
41 8854 22
41 5647 71
42 6590 26
42 6986 48
42 5960 18
43 3608 21
43 5683 77
43 8743 13
44 3674 13
44 3594 88
44 1560 9
44 8504 73
45 9473 66
45 7444 19
45 1286 54
45 643 3
46 4217 35
46 8345 55
46 3061 90
46 3905 26
46 55 59
46 9236 51
46 4650 18
47 6197 16
47 3023 35
47 5517 71
47 8268 14
47 9036 62
48 9769 13
48 9396 96
48 1999 94
49 821 49
49 3562 37
49 3219 77
49 2050 76
50 9585 58
51 4926 2
51 4669 95
51 6620 1
51 7892 69
51 9923 58
51 223 68
52 9758 61
52 7293 5
52 3753 73
53 8066 46
53 7276 69
53 4830 12
53 2380 98
53 9477 53
53 5807 47
53 9535 31
54 6307 37
54 4852 68
54 2788 25
54 1656 6
54 2398 13
54 1000 67
54 527 22
54 3493 62
55 6116 94
55 9001 52
55 4063 97
55 9584 77
56 4243 19
56 5205 24
57 3134 33
57 6758 21
57 1139 100
57 6917 75
57 254 49
57 8825 7
58 7519 4
58 5242 78
58 1070 29
58 3249 22
59 933 34
59 6918 77
59 7543 15
59 8692 88
60 7798 10
60 5593 3
60 7609 61
60 8812 47
60 2340 84
61 1538 91
61 3688 8
61 2159 75
61 7986 1
62 6703 72
62 3118 95
62 7405 38
62 5695 14
62 9654 71
62 1228 90
62 4494 90
62 1273 73
62 2544 47
63 9973 68
63 1249 17
63 9031 59
63 8635 14
63 6524 45
64 4653 96
64 9184 84
64 8283 43
64 8775 90
65 3161 71
65 7301 82
66 2864 24
66 3584 89
66 4507 31
66 1176 74
67 6766 37
67 8718 38
67 1331 30
67 7644 90
67 4721 58
68 3551 57
68 9344 8
68 7314 92
68 8225 61
69 8591 26
69 7167 48
69 8160 100
70 3717 47
70 8421 15
70 880 21
70 9824 44
70 5874 9
71 1389 87
71 8719 86
71 1182 17
71 5048 22
71 3875 64
72 9579 99
72 8127 64
72 4749 62
73 8986 83
73 1131 24
73 1852 32
73 803 97
74 6262 5
74 5328 2
74 7967 91
75 3843 36
75 6811 80
75 2278 5
75 6525 25
75 352 52
76 1615 82
77 8873 73
77 8148 67
77 7958 24
78 8383 44
78 5929 81
79 3259 37
79 518 22
79 5226 89
79 5408 15
80 2938 87
80 5851 87
80 3407 24
81 3263 21
81 238 12
81 7608 83
81 9500 75
82 4027 57
82 6514 73
82 1110 49
82 9813 86
82 1009 26
82 168 57
82 8342 53
83 2841 21
83 1500 94
83 3656 96
83 4089 92
83 6063 16
83 6254 65
83 3491 45
84 4863 14
84 4642 3
84 2345 65
84 2146 13
84 4942 41
85 2591 55
85 6017 66
85 7562 53
86 4099 17
86 5618 67
86 9989 21
86 4957 77
86 488 16
86 5973 15
86 7225 86
87 9510 87
87 5758 11
87 2735 64
87 8106 48
87 3600 81
87 1252 66
87 185 1
87 7332 22
88 6066 24
88 5047 73
88 8972 64
89 3192 97
89 2474 37
89 4823 91
90 9128 88
90 9641 61
90 1075 43
90 6783 41
91 1106 14
92 9093 6
92 1269 2
92 7292 51
92 6285 4
93 7595 34
94 7912 90
94 5055 39
94 8270 61
94 1738 24
94 6904 63
95 241 92
95 3058 55
95 6132 50
95 9018 61
96 9654 6
96 1175 83
96 5261 95
96 7215 31
97 1217 56
97 3536 22
97 3416 90
97 1152 28
97 7088 65
97 8327 32
97 900 15
98 4490 49
99 6876 98
99 9540 82
99 984 49
99 9638 87
99 970 2
100 1287 11
100 1351 52
100 5051 3
101 7540 84
101 8378 2
101 6554 65
101 1079 62
102 4272 2
102 1329 84
102 2601 38
102 7731 15
102 8346 47
103 7413 19
103 4461 56
103 280 22
103 2722 33
103 3757 72
103 9385 42
103 9512 15
103 5827 6
104 3930 88
104 1085 59
104 2341 74
104 501 96
105 9742 37
105 5163 11
