1000 3000
1 48 95
1 58 71
1 394 42
1 847 3
1 560 52
1 810 25
2 750 12
2 158 22
2 434 61
2 779 59
2 778 50
3 174 19
3 793 99
3 644 82
3 301 5
3 374 69
3 215 79
3 25 13
4 597 1
4 55 39
4 296 90
4 165 100
5 954 45
5 263 80
5 923 12
5 386 5
5 329 88
6 218 52
6 461 36
6 305 81
6 581 72
6 320 8
6 228 48
7 18 97
7 29 48
7 68 48
7 86 43
7 178 87
7 831 42
8 875 38
8 177 4
8 145 71
8 935 76
8 630 81
8 30 65
8 912 70
8 619 19
9 733 20
9 690 48
9 211 5
9 242 69
9 499 3
10 135 89
10 606 34
10 138 34
11 409 48
11 643 38
11 398 57
11 97 71
12 585 29
12 639 2
12 529 9
12 178 26
12 514 33
12 382 87
12 600 12
12 990 7
12 575 52
12 545 3
13 388 81
13 58 77
13 839 59
13 701 87
13 652 59
14 587 82
14 789 50
14 341 91
14 230 100
14 426 79
15 594 54
15 176 1
15 52 79
15 248 55
15 835 97
15 783 70
15 644 71
16 230 66
16 96 5
16 476 27
17 853 5
17 765 97
17 796 46
17 88 95
17 585 74
17 590 79
17 90 14
18 725 53
18 745 31
18 130 11
18 349 92
18 567 59
19 398 68
19 211 10
19 584 12
19 506 42
20 920 29
20 829 84
20 377 71
20 915 11
20 23 46
20 426 95
20 47 18
21 261 19
21 549 10
21 550 58
21 645 59
21 255 73
21 510 8
21 784 6
21 750 33
21 607 42
22 614 79
22 121 57
22 294 43
22 68 44
22 409 45
22 533 76
23 938 60
23 531 35
23 755 33
23 999 46
24 908 59
24 118 88
24 957 31
24 615 54
24 272 58
24 48 100
24 70 44
24 763 73
25 726 92
25 372 31
25 254 45
25 104 22
25 754 73
25 439 69
26 341 15
26 44 24
26 581 20
26 441 73
26 432 41
26 121 6
26 450 84
26 294 29
26 973 23
27 314 38
27 400 30
27 490 17
27 223 27
28 701 50
28 555 86
28 972 29
29 969 37
29 361 68
29 861 35
30 207 20
30 749 27
30 360 71
30 876 59
30 160 52
30 812 3
30 229 87
30 325 56
31 434 89
31 886 15
31 723 33
31 115 65
31 254 53
31 303 59
31 782 48
31 96 69
31 497 70
32 611 70
32 971 51
32 723 56
32 542 64
32 804 42
33 577 13
33 930 9
33 537 28
33 600 32
33 518 100
33 987 27
33 666 44
33 820 25
33 401 75
34 475 91
34 690 54
34 91 28
34 976 4
34 719 47
34 627 11
34 433 18
34 817 14
35 599 86
35 150 98
35 209 93
35 671 16
35 244 21
35 620 62
36 506 35
36 159 49
36 930 56
36 705 68
36 352 25
36 368 11
36 238 12
36 97 64
36 595 35
37 544 72
37 872 57
37 58 65
37 176 91
38 792 81
38 293 9
38 129 30
38 324 10
38 593 46
38 357 46
38 984 97
39 784 52
39 218 26
39 203 14
40 342 91
40 917 62
40 979 100
40 583 74
40 961 31
40 350 40
40 432 81
40 237 46
40 255 19
40 285 73
40 569 53
40 241 36
41 862 31
41 902 44
41 747 73
41 720 61
41 299 86
41 250 68
41 333 34
41 950 81
41 673 17
42 113 62
42 212 89
42 326 30
42 91 28
43 723 94
43 823 97
43 301 70
43 918 84
43 51 97
43 397 26
44 650 48
44 418 25
44 824 31
44 359 13
44 476 42
45 561 92
45 901 42
45 129 7
45 421 29
45 330 99
46 104 23
46 907 71
46 724 50
47 843 81
47 869 88
47 331 93
47 973 57
48 913 81
48 992 65
48 258 25
48 153 7
48 248 63
49 744 21
49 339 26
49 556 24
49 147 49
49 530 95
49 857 26
50 197 72
50 250 39
50 964 96
50 819 22
50 719 20
50 729 62
51 578 10
51 93 74
51 266 57
51 809 87
51 795 33
51 540 79
51 555 47
51 998 63
52 677 29
52 747 68
52 852 33
52 817 13
52 678 71
52 698 91
53 96 57
53 973 69
53 733 96
53 90 88
54 232 47
54 323 94
54 868 96
54 933 41
55 140 7
55 522 92
55 167 88
55 253 47
55 202 88
55 114 50
55 655 65
56 677 3
56 862 13
56 536 51
56 405 28
56 538 8
57 171 21
57 860 63
57 633 41
58 950 54
58 415 2
58 208 86
58 580 74
58 305 8
58 323 41
59 352 9
59 867 67
59 431 81
59 964 32
59 930 44
59 150 6
59 945 59
60 281 98
60 413 77
60 701 33
60 516 47
60 135 36
60 443 99
61 68 13
62 980 73
62 186 65
62 304 51
62 361 1
62 641 7
62 674 69
62 649 86
62 739 66
62 403 67
62 776 89
63 493 91
63 287 43
63 869 71
63 564 26
63 438 80
63 131 34
64 252 83
64 952 54
64 954 11
64 798 1
64 947 38
64 708 74
64 427 31
65 334 26
65 754 93
65 315 23
65 81 33
65 666 6
66 608 84
66 670 15
66 618 70
66 273 37
66 500 81
66 295 33
67 496 7
67 204 2
67 589 99
67 841 86
68 564 16
68 499 74
68 291 95
68 872 37
68 165 16
68 428 95
68 175 60
68 92 25
68 289 38
69 961 77
69 829 69
69 501 29
69 89 83
69 923 46
69 77 92
70 109 43
70 770 69
70 429 71
70 888 68
70 119 12
70 420 23
71 612 17
71 505 78
71 855 35
71 850 68
71 599 55
71 867 39
72 570 63
72 103 80
72 431 29
72 941 33
72 235 37
73 277 44
73 751 17
73 914 10
73 314 61
73 825 1
73 346 76
73 319 81
73 924 29
74 977 21
74 438 54
74 664 90
74 345 94
74 408 80
74 373 5
75 295 25
75 219 34
75 708 68
75 516 15
75 815 93
75 155 63
75 543 34
75 628 29
76 222 13
76 384 2
76 87 62
76 731 57
76 872 11
76 466 19
77 500 48
77 89 56
77 266 32
77 898 81
77 825 72
77 452 57
77 865 52
78 563 96
78 231 7
78 321 89
78 644 59
79 759 75
79 89 56
79 808 89
79 847 95
79 292 68
79 490 72
79 590 6
80 514 96
80 539 82
80 655 64
80 464 61
80 380 82
80 593 77
80 555 80
80 392 17
80 681 9
80 269 6
80 620 58
80 116 88
80 774 99
81 843 97
81 434 31
81 663 66
82 228 36
82 614 92
82 680 41
82 642 63
82 133 63
82 630 99
83 173 31
83 168 55
83 364 15
83 510 51
83 220 11
83 966 52
83 591 65
84 770 94
84 903 81
84 405 18
84 988 29
84 584 66
84 888 54
84 841 76
84 440 81
85 947 3
85 574 49
85 567 82
85 192 37
85 169 5
85 918 19
86 326 8
86 180 79
86 997 41
86 875 13
86 432 61
87 383 31
87 283 52
87 259 79
87 323 64
87 554 34
88 900 100
88 355 47
89 785 9
89 607 13
89 433 3
89 695 75
89 467 30
89 728 71
89 856 78
90 476 5
90 263 10
90 417 89
90 925 44
91 911 45
91 98 74
91 613 29
91 846 40
91 787 21
91 992 42
91 905 46
92 917 75
92 626 93
92 413 36
92 589 2
93 383 29
93 721 66
93 100 55
93 846 81
93 693 12
93 407 69
93 734 42
94 332 76
94 298 16
94 578 83
94 749 61
94 519 27
94 960 24
94 378 50
95 157 85
95 319 7
95 592 92
95 504 7
95 461 19
96 792 56
96 161 47
96 427 49
96 849 69
96 165 4
96 949 11
97 806 90
97 773 96
97 837 60
97 974 84
97 218 56
97 792 7
97 581 11
97 557 52
98 483 75
98 424 97
98 106 100
98 333 71
99 900 38
99 420 23
99 800 93
99 419 51
99 374 82
99 485 66
99 330 80
100 857 80
100 284 49
100 457 66
100 845 42
100 483 44
100 137 56
100 794 68
100 728 62
101 873 21
101 384 23
101 103 68
102 447 73
102 965 15
102 465 80
103 839 93
103 912 100
103 314 73
103 377 32
103 797 36
103 430 90
104 294 70
104 992 18
104 330 4
105 776 86
105 748 36
105 779 52
105 703 36
106 957 74
106 664 42
106 459 99
107 228 74
107 486 86
107 232 73
107 634 31
108 953 67
108 897 49
108 870 95
108 812 97
108 301 62
108 472 8
108 426 22
109 647 2
109 944 69
109 146 90
109 172 95
109 984 89
109 267 34
109 378 40
110 943 80
110 654 99
110 780 2
110 952 24
110 776 33
110 855 43
110 125 20
111 410 30
111 583 34
111 383 38
111 471 68
112 590 79
112 843 5
112 167 93
112 227 15
112 231 97
113 619 3
113 664 97
113 943 21
113 401 63
113 863 88
113 353 71
114 523 26
114 273 47
114 156 90
114 213 49
114 507 80
114 214 79
114 911 79
114 145 42
114 846 17
114 259 19
115 300 30
115 613 17
115 545 75
115 589 71
115 839 88
116 733 49
116 574 85
116 273 5
