10000 12500
1 5693 65
1 8005 64
1 261 42
2 6329 67
2 9887 5
3 9268 56
3 6004 99
3 5499 51
3 8282 20
3 2369 22
4 6388 68
5 4075 91
5 3826 80
5 739 7
6 446 24
7 5061 83
8 2260 99
8 9127 13
8 5785 92
8 2377 13
8 5751 47
9 5533 15
9 2226 5
10 4082 91
10 7377 97
11 5917 33
11 3019 87
12 2185 68
12 2895 19
13 22 77
14 4621 26
14 6778 50
14 4223 34
15 125 29
15 4464 39
15 199 66
16 2198 32
16 1807 66
17 2812 41
17 4653 5
17 313 93
18 1092 10
19 8009 76
20 3542 62
20 4590 86
20 7707 23
21 538 51
21 8714 91
22 6864 3
22 3579 58
22 5245 94
23 2756 95
23 7408 45
24 9086 88
24 648 42
25 7811 26
26 524 88
26 9983 64
27 4846 29
27 1536 45
27 5630 27
28 4841 7
28 3813 24
29 6908 44
29 4022 30
29 9821 97
30 5240 96
30 3405 78
30 873 97
31 3347 79
31 6012 8
32 3494 13
32 4187 69
32 4703 29
33 8313 5
33 8293 82
33 7882 73
34 7416 80
35 575 27
35 4250 68
35 2959 36
36 5624 78
36 8275 91
36 3890 46
36 187 6
37 4847 43
37 3308 44
37 8555 5
38 9412 90
38 5569 65
38 5185 15
39 3537 88
39 1240 77
39 6900 59
40 9150 60
40 325 43
41 1713 53
41 4213 3
42 2114 14
42 8104 19
42 8377 98
43 6683 65
43 586 96
44 5413 8
44 1816 86
45 9822 4
46 4937 24
47 8378 36
47 704 36
48 420 69
49 3287 11
49 1620 22
49 5920 25
50 5629 15
50 5705 47
51 8257 88
51 4652 23
52 9251 40
52 5733 29
52 4970 56
53 528 45
53 828 86
54 1961 71
55 2291 17
55 1201 72
56 4011 21
56 5527 97
56 5586 43
56 8869 13
57 1667 28
57 1541 76
58 2053 57
59 9537 70
59 1045 8
59 2161 85
59 5322 71
60 1687 33
60 9081 39
61 4856 75
61 9970 43
61 4820 75
62 7473 19
63 9291 28
64 9314 47
64 8375 64
64 1540 13
64 5441 15
64 6935 45
65 2476 51
65 2797 20
65 645 67
66 9380 16
66 672 69
66 5380 93
67 6463 62
67 3054 90
67 7690 45
67 1415 18
68 1275 18
68 6469 22
68 3440 37
69 7936 45
69 9671 82
70 1048 55
70 835 87
70 7308 42
70 4122 13
70 1132 49
71 9221 39
71 3693 93
71 746 45
72 2994 73
72 5926 22
72 2842 17
73 9373 75
73 5098 42
74 420 42
74 6659 59
74 864 96
75 1600 28
75 9186 84
76 9606 20
76 4191 22
77 4032 17
77 4832 82
77 8416 8
78 9692 18
78 6030 68
78 9913 27
78 4776 99
78 7151 25
79 6896 62
79 5430 83
80 8306 100
80 2775 95
81 8758 30
81 2084 69
82 9136 59
82 6671 41
83 179 32
83 8143 5
84 7113 85
84 5755 31
85 6657 8
85 7465 24
85 5033 88
86 9051 52
86 1244 69
86 9262 49
86 993 24
87 6187 69
87 5735 93
87 5822 8
88 4377 69
88 1757 6
88 164 8
88 6235 31
88 9199 90
88 2439 41
89 3836 13
89 2224 39
89 940 76
89 4083 92
89 2848 20
90 2798 35
90 8890 67
91 1812 51
92 9336 75
92 5605 61
92 5953 27
92 4301 91
93 4661 23
93 6647 70
94 9074 35
94 3221 63
94 5024 32
95 1356 19
95 2620 27
95 8335 96
95 4395 27
96 4314 21
96 2335 10
96 1919 21
96 1782 84
96 3551 49
96 4899 65
97 6884 31
97 8730 99
98 866 2
99 129 55
99 7045 90
100 9152 8
100 3171 6
100 942 18
101 3860 20
101 3016 44
101 2853 57
101 6759 12
102 9368 72
102 613 67
102 8279 5
102 1152 33
103 6168 58
103 1447 43
104 7148 16
104 5251 35
105 9073 41
105 6925 81
106 6968 2
106 867 62
106 9945 85
107 5254 13
107 2565 93
108 7752 46
108 8448 56
108 6358 63
108 5534 84
109 3668 87
109 3255 62
110 132 92
110 7949 15
111 3584 83
112 3180 81
112 428 94
113 7704 50
113 7362 43
113 1959 99
113 6141 50
114 8714 50
115 8435 4
115 5852 50
115 6049 98
115 255 83
116 7090 44
116 3364 2
116 466 81
116 4695 81
117 7882 10
117 2350 19
117 8101 88
118 8260 70
